id,ПП/ДБ/СС,ГЕРБ-СДС,БСП/АТАКА/други,ВЪЗР,не подкрепям никого,"КОД (ДДД-ДЗ, БДФ)",ИТН,ВМРО-БНД,БВ,БСДП,Петър Славов,ГЛАС НАРОДЕН,Партия на ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ОБЕДИНЕНИ ЗЕМЕДЕЛЦИ,СБОР,Граждани за Общината,Веселин Кръстев,ДПС,БЪЛГАРСКИ ГЛАСЪ,МИР,БСД - ЕВРОЛЕВИЦА,БСД,ЗАЕДНО ЗА СИЛНА ОБЩИНА,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ПРАВОТО,ЗС Ал. Стамболийски,БСДД,НАЦИОНАЛНО ДВИЖЕНИЕ ЕДИНСТВО,Соц. пар. „Български път“,total,eligible_voters,активност,невалидни
224620055,0.18840579710144928,0.21014492753623187,0.2536231884057971,0.07971014492753623,0.057971014492753624,0.043478260869565216,0.07246376811594203,0.0,0.007246376811594203,0.007246376811594203,0.0,0.0,0.007246376811594203,0.007246376811594203,0.0,0.028985507246376812,0.0,0.0,0.007246376811594203,0.0,0.0,0.014492753623188406,0.0,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,138.0,470.0,0.2936170212765957,0.06521739130434782
224620048,0.16853932584269662,0.1348314606741573,0.3146067415730337,0.15730337078651685,0.0898876404494382,0.02247191011235955,0.0449438202247191,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,334.0,0.26646706586826346,0.07865168539325842
224616054,0.12941176470588237,0.23529411764705882,0.27058823529411763,0.12941176470588237,0.058823529411764705,0.011764705882352941,0.0,0.023529411764705882,0.023529411764705882,0.03529411764705882,0.011764705882352941,0.0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.023529411764705882,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,85.0,196.0,0.4336734693877551,0.07058823529411765
224610104,0.058823529411764705,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.85,0.0
224609081,0.2727272727272727,0.22727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,0.6875,0.045454545454545456
224605064,0.3448275862068966,0.13793103448275862,0.2413793103448276,0.06896551724137931,0.034482758620689655,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,1.2608695652173914,0.06896551724137931
224610115,0.1,0.2,0.2,0.15,0.15,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,0.7407407407407407,0.3
224612041,0.26666666666666666,0.16666666666666666,0.13333333333333333,0.1,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,1.0714285714285714,0.03333333333333333
224610112,0.1,0.0,0.1,0.3,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,398.0,0.02512562814070352,0.3
224610111,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77.0,0.06493506493506493,0.0
224617076,0.24,0.2,0.16,0.2,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,0.5681818181818182,0.04
224608047,0.28,0.08,0.08,0.2,0.0,0.04,0.12,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,0.6756756756756757,0.04
224611082,0.34,0.18,0.04,0.12,0.12,0.06,0.04,0.04,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,62.0,0.8064516129032258,0.04
224602094,0.14285714285714285,0.11904761904761904,0.30952380952380953,0.21428571428571427,0.07142857142857142,0.0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,77.0,0.5454545454545454,0.11904761904761904
224608048,0.16470588235294117,0.17647058823529413,0.08235294117647059,0.1411764705882353,0.18823529411764706,0.011764705882352941,0.09411764705882353,0.023529411764705882,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.023529411764705882,0.0,0.011764705882352941,0.0,0.011764705882352941,0.03529411764705882,0.0,0.0,0.0,0.0,85.0,144.0,0.5902777777777778,0.058823529411764705
224611081,0.28,0.16,0.04,0.12,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,0.6578947368421053,0.0
224601044,0.1875,0.1875,0.3125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,1.0666666666666667,0.0625
