id,ВАСИЛ ТЕРЗИЕВ ПП/ДБ/СС,ВАНЯ ГРИГОРОВА БСП/АТАКА/други,не подкрепям никого,total,eligible_voters,активност
224611044,0.6158536585365854,0.3475609756097561,0.036585365853658534,164.0,503.0,0.3260437375745527
224611045,0.4690721649484536,0.4845360824742268,0.04639175257731959,194.0,620.0,0.31290322580645163
224611048,0.43915343915343913,0.5026455026455027,0.0582010582010582,189.0,562.0,0.33629893238434166
224611049,0.4236111111111111,0.5208333333333334,0.05555555555555555,144.0,437.0,0.3295194508009153
224611053,0.461038961038961,0.4805194805194805,0.05844155844155844,154.0,496.0,0.31048387096774194
224611069,0.41578947368421054,0.5578947368421052,0.02631578947368421,190.0,558.0,0.34050179211469533
224603048,0.5718390804597702,0.3793103448275862,0.04885057471264368,348.0,987.0,0.3525835866261398
224603050,0.5185185185185185,0.43703703703703706,0.044444444444444446,270.0,827.0,0.3264812575574365
224603052,0.45714285714285713,0.4928571428571429,0.05,280.0,683.0,0.40995607613469986
224603053,0.4857142857142857,0.46785714285714286,0.04642857142857143,280.0,769.0,0.3641092327698309
224603054,0.6116838487972509,0.3745704467353952,0.013745704467353952,291.0,812.0,0.3583743842364532
224603055,0.5202702702702703,0.4594594594594595,0.02027027027027027,296.0,797.0,0.3713927227101631
224619001,0.3682170542635659,0.6162790697674418,0.015503875968992248,258.0,815.0,0.3165644171779141
224619002,0.3869047619047619,0.5654761904761905,0.047619047619047616,168.0,491.0,0.3421588594704684
224619003,0.375,0.5416666666666666,0.08333333333333333,168.0,734.0,0.22888283378746593
224619004,0.32786885245901637,0.6475409836065574,0.02459016393442623,122.0,772.0,0.15803108808290156
224619005,0.3413173652694611,0.592814371257485,0.0658682634730539,167.0,708.0,0.23587570621468926
224619006,0.43333333333333335,0.525,0.041666666666666664,120.0,709.0,0.1692524682651622
224619007,0.4036144578313253,0.5843373493975904,0.012048192771084338,166.0,622.0,0.26688102893890675
224619008,0.38372093023255816,0.563953488372093,0.05232558139534884,172.0,514.0,0.3346303501945525
224619009,0.40119760479041916,0.5449101796407185,0.05389221556886228,167.0,635.0,0.262992125984252
224619010,0.35555555555555557,0.6074074074074074,0.037037037037037035,135.0,566.0,0.23851590106007067
224619011,0.4030612244897959,0.5561224489795918,0.04081632653061224,196.0,636.0,0.3081761006289308
224619013,0.3458646616541353,0.5864661654135338,0.06766917293233082,133.0,459.0,0.289760348583878
224607010,0.5525291828793775,0.4085603112840467,0.038910505836575876,257.0,613.0,0.4192495921696574
224607011,0.5550239234449761,0.4019138755980861,0.0430622009569378,209.0,474.0,0.4409282700421941
224607014,0.5718954248366013,0.3954248366013072,0.032679738562091505,306.0,726.0,0.4214876033057851
224607018,0.6217391304347826,0.3391304347826087,0.0391304347826087,230.0,559.0,0.41144901610017887
224607019,0.5425531914893617,0.41843971631205673,0.03900709219858156,282.0,676.0,0.4171597633136095
224607025,0.5494505494505495,0.41025641025641024,0.040293040293040296,273.0,740.0,0.3689189189189189
224607026,0.6357142857142857,0.32142857142857145,0.04285714285714286,280.0,602.0,0.46511627906976744
