секция,населено место,гласове април,гласове юли,спад %,ГЕРБ-СДС април,ГЕРБ-СДС юли,ГЕРБ-СДС спад %,ДПС април,ДПС юли,ДПС спад %,БСП април,БСП юли,БСП спад %,ИТН април,ИТН юли,ИТН спад %,МУТРИ ВЪН! април,МУТРИ ВЪН! юли,МУТРИ ВЪН! спад %,ДБ април,ДБ юли,ДБ спад %
Общо,,222.0,128.0,42.34234234234234,14.0,33.0,-135.71428571428572,2.0,2.0,0.0,53.0,53.0,0.0,20.0,15.0,25.0,3.0,6.0,-100.0,1.0,5.0,-400.0
015300009,с.Бел камен,345.0,199.0,42.31884057971014,225.0,35.0,84.44444444444444,106.0,137.0,-29.245283018867923,2.0,3.0,-50.0,8.0,16.0,-100.0,0.0,2.0,,0.0,2.0,
Общо,,345.0,199.0,42.31884057971014,225.0,35.0,84.44444444444444,106.0,137.0,-29.245283018867923,2.0,3.0,-50.0,8.0,16.0,-100.0,0.0,2.0,,0.0,2.0,
020100043,с.Чукарка,260.0,150.0,42.30769230769231,128.0,79.0,38.28125,82.0,57.0,30.48780487804878,5.0,5.0,0.0,5.0,4.0,20.0,1.0,1.0,0.0,0.0,1.0,
Общо,,260.0,150.0,42.30769230769231,128.0,79.0,38.28125,82.0,57.0,30.48780487804878,5.0,5.0,0.0,5.0,4.0,20.0,1.0,1.0,0.0,0.0,1.0,
130800041,с.Грашево,551.0,323.0,41.37931034482759,426.0,251.0,41.07981220657277,94.0,35.0,62.76595744680851,11.0,11.0,0.0,8.0,14.0,-75.0,1.0,0.0,100.0,0.0,2.0,
130800042,с.Грашево,159.0,88.0,44.65408805031446,121.0,62.0,48.760330578512395,35.0,20.0,42.857142857142854,2.0,1.0,50.0,0.0,1.0,,0.0,0.0,,0.0,1.0,
Общо,,710.0,411.0,42.112676056338024,547.0,313.0,42.77879341864717,129.0,55.0,57.36434108527132,13.0,12.0,7.6923076923076925,8.0,15.0,-87.5,1.0,0.0,100.0,0.0,3.0,
030900023,с.Радан войвода,119.0,69.0,42.016806722689076,80.0,23.0,71.25,23.0,25.0,-8.695652173913043,3.0,13.0,-333.33333333333337,1.0,8.0,-700.0,0.0,0.0,,3.0,0.0,100.0
Общо,,119.0,69.0,42.016806722689076,80.0,23.0,71.25,23.0,25.0,-8.695652173913043,3.0,13.0,-333.33333333333337,1.0,8.0,-700.0,0.0,0.0,,3.0,0.0,100.0
015200006,с.Теплен,231.0,134.0,41.99134199134199,113.0,12.0,89.38053097345133,76.0,83.0,-9.210526315789473,14.0,10.0,28.57142857142857,17.0,21.0,-23.52941176470588,0.0,1.0,,1.0,3.0,-200.0
Общо,,231.0,134.0,41.99134199134199,113.0,12.0,89.38053097345133,76.0,83.0,-9.210526315789473,14.0,10.0,28.57142857142857,17.0,21.0,-23.52941176470588,0.0,1.0,,1.0,3.0,-200.0
283500072,с.Лиляк,206.0,121.0,41.262135922330096,25.0,26.0,-4.0,77.0,29.0,62.33766233766234,34.0,24.0,29.411764705882355,26.0,23.0,11.538461538461538,2.0,3.0,-50.0,1.0,4.0,-300.0
283500073,с.Лиляк,161.0,92.0,42.857142857142854,25.0,19.0,24.0,83.0,39.0,53.01204819277109,19.0,14.0,26.31578947368421,9.0,7.0,22.22222222222222,0.0,2.0,,2.0,3.0,-50.0
Общо,,367.0,213.0,41.96185286103542,50.0,45.0,10.0,160.0,68.0,57.49999999999999,53.0,38.0,28.30188679245283,35.0,30.0,14.285714285714285,2.0,5.0,-150.0,3.0,7.0,-133.33333333333331
211100003,с.Градец,307.0,196.0,36.156351791530945,142.0,104.0,26.76056338028169,73.0,10.0,86.3013698630137,43.0,32.0,25.581395348837212,18.0,21.0,-16.666666666666664,8.0,9.0,-12.5,3.0,3.0,0.0
211100004,с.Градец,294.0,162.0,44.89795918367347,160.0,105.0,34.375,79.0,11.0,86.07594936708861,22.0,19.0,13.636363636363635,3.0,5.0,-66.66666666666666,3.0,3.0,0.0,1.0,1.0,0.0
211100005,с.Градец,197.0,127.0,35.53299492385787,106.0,81.0,23.58490566037736,38.0,11.0,71.05263157894737,34.0,21.0,38.23529411764706,0.0,4.0,,0.0,2.0,,0.0,1.0,
211100006,с.Градец,220.0,106.0,51.81818181818182,100.0,64.0,36.0,59.0,9.0,84.7457627118644,26.0,15.0,42.30769230769231,0.0,3.0,,2.0,3.0,-50.0,0.0,2.0,
Общо,,1018.0,591.0,41.944990176817285,508.0,354.0,30.314960629921263,249.0,41.0,83.53413654618474,125.0,87.0,30.4,21.0,33.0,-57.14285714285714,13.0,17.0,-30.76923076923077,4.0,7.0,-75.0
171200017,с.Долна махала,165.0,96.0,41.81818181818181,21.0,21.0,0.0,21.0,8.0,61.904761904761905,24.0,24.0,0.0,7.0,15.0,-114.28571428571428,2.0,2.0,0.0,3.0,1.0,66.66666666666666
Общо,,165.0,96.0,41.81818181818181,21.0,21.0,0.0,21.0,8.0,61.904761904761905,24.0,24.0,0.0,7.0,15.0,-114.28571428571428,2.0,2.0,0.0,3.0,1.0,66.66666666666666
291700020,с.Васково,67.0,39.0,41.7910447761194,63.0,4.0,93.65079365079364,0.0,0.0,,4.0,7.0,-75.0,0.0,25.0,,0.0,2.0,,0.0,0.0,
Общо,,67.0,39.0,41.7910447761194,63.0,4.0,93.65079365079364,0.0,0.0,,4.0,7.0,-75.0,0.0,25.0,,0.0,2.0,,0.0,0.0,
042600020,с.Куцина,211.0,123.0,41.70616113744076,59.0,22.0,62.71186440677966,43.0,19.0,55.81395348837209,49.0,37.0,24.489795918367346,32.0,28.0,12.5,4.0,6.0,-50.0,0.0,2.0,
Общо,,211.0,123.0,41.70616113744076,59.0,22.0,62.71186440677966,43.0,19.0,55.81395348837209,49.0,37.0,24.489795918367346,32.0,28.0,12.5,4.0,6.0,-50.0,0.0,2.0,
020900051,с.Детелина,96.0,56.0,41.66666666666667,4.0,5.0,-25.0,43.0,6.0,86.04651162790698,33.0,24.0,27.27272727272727,7.0,10.0,-42.857142857142854,0.0,2.0,,1.0,0.0,100.0
Общо,,96.0,56.0,41.66666666666667,4.0,5.0,-25.0,43.0,6.0,86.04651162790698,33.0,24.0,27.27272727272727,7.0,10.0,-42.857142857142854,0.0,2.0,,1.0,0.0,100.0
221000008,с.Бръщен,425.0,248.0,41.647058823529406,283.0,156.0,44.87632508833922,20.0,14.0,30.0,32.0,22.0,31.25,47.0,43.0,8.51063829787234,3.0,6.0,-100.0,2.0,3.0,-50.0
Общо,,425.0,248.0,41.647058823529406,283.0,156.0,44.87632508833922,20.0,14.0,30.0,32.0,22.0,31.25,47.0,43.0,8.51063829787234,3.0,6.0,-100.0,2.0,3.0,-50.0
020800014,с.Русокастро,142.0,92.0,35.2112676056338,34.0,16.0,52.94117647058824,6.0,0.0,100.0,27.0,28.0,-3.7037037037037033,9.0,21.0,-133.33333333333331,7.0,6.0,14.285714285714285,2.0,6.0,-200.0
020800015,с.Русокастро,155.0,82.0,47.096774193548384,27.0,13.0,51.85185185185185,27.0,3.0,88.88888888888889,40.0,29.0,27.500000000000004,9.0,15.0,-66.66666666666666,9.0,14.0,-55.55555555555556,1.0,3.0,-200.0
Общо,,297.0,174.0,41.41414141414141,61.0,29.0,52.459016393442624,33.0,3.0,90.9090909090909,67.0,57.0,14.925373134328357,18.0,36.0,-100.0,16.0,20.0,-25.0,3.0,9.0,-200.0
270700017,с.Медникарово,174.0,102.0,41.37931034482759,19.0,11.0,42.10526315789473,95.0,19.0,80.0,25.0,29.0,-16.0,19.0,21.0,-10.526315789473683,3.0,2.0,33.33333333333333,2.0,4.0,-100.0
Общо,,174.0,102.0,41.37931034482759,19.0,11.0,42.10526315789473,95.0,19.0,80.0,25.0,29.0,-16.0,19.0,21.0,-10.526315789473683,3.0,2.0,33.33333333333333,2.0,4.0,-100.0
212000141,с.Чинтулово,677.0,397.0,41.3589364844904,463.0,270.0,41.68466522678186,56.0,1.0,98.21428571428571,71.0,39.0,45.07042253521127,36.0,39.0,-8.333333333333332,16.0,27.0,-68.75,1.0,1.0,0.0
Общо,,677.0,397.0,41.3589364844904,463.0,270.0,41.68466522678186,56.0,1.0,98.21428571428571,71.0,39.0,45.07042253521127,36.0,39.0,-8.333333333333332,16.0,27.0,-68.75,1.0,1.0,0.0
171700026,с.Динк,150.0,88.0,41.333333333333336,26.0,22.0,15.384615384615385,49.0,15.0,69.38775510204081,49.0,19.0,61.224489795918366,13.0,17.0,-30.76923076923077,2.0,9.0,-350.0,2.0,2.0,0.0
Общо,,150.0,88.0,41.333333333333336,26.0,22.0,15.384615384615385,49.0,15.0,69.38775510204081,49.0,19.0,61.224489795918366,13.0,17.0,-30.76923076923077,2.0,9.0,-350.0,2.0,2.0,0.0
122400043,с.Добри дол,121.0,71.0,41.32231404958678,51.0,20.0,60.78431372549019,6.0,2.0,66.66666666666666,20.0,27.0,-35.0,3.0,10.0,-233.33333333333334,1.0,3.0,-200.0,1.0,5.0,-400.0
Общо,,121.0,71.0,41.32231404958678,51.0,20.0,60.78431372549019,6.0,2.0,66.66666666666666,20.0,27.0,-35.0,3.0,10.0,-233.33333333333334,1.0,3.0,-200.0,1.0,5.0,-400.0
040400096,с.Водолей,235.0,138.0,41.27659574468085,155.0,15.0,90.32258064516128,37.0,70.0,-89.1891891891892,13.0,17.0,-30.76923076923077,7.0,24.0,-242.85714285714283,0.0,3.0,,0.0,1.0,
Общо,,235.0,138.0,41.27659574468085,155.0,15.0,90.32258064516128,37.0,70.0,-89.1891891891892,13.0,17.0,-30.76923076923077,7.0,24.0,-242.85714285714283,0.0,3.0,,0.0,1.0,
290900076,гр.Меричлери,187.0,114.0,39.037433155080215,91.0,26.0,71.42857142857143,1.0,7.0,-600.0,44.0,37.0,15.909090909090908,21.0,22.0,-4.761904761904762,1.0,4.0,-300.0,3.0,9.0,-200.0
290900077,гр.Меричлери,208.0,140.0,32.69230769230769,123.0,42.0,65.85365853658537,2.0,10.0,-400.0,31.0,28.0,9.67741935483871,17.0,36.0,-111.76470588235294,7.0,3.0,57.14285714285714,4.0,3.0,25.0
290900078,гр.Меричлери,251.0,126.0,49.800796812749006,128.0,34.0,73.4375,2.0,7.0,-250.0,53.0,38.0,28.30188679245283,27.0,26.0,3.7037037037037033,4.0,4.0,0.0,1.0,1.0,0.0
Общо,,646.0,380.0,41.17647058823529,342.0,102.0,70.17543859649122,5.0,24.0,-380.0,128.0,103.0,19.53125,65.0,84.0,-29.230769230769234,12.0,11.0,8.333333333333332,8.0,13.0,-62.5
152400217,с.Николаево,209.0,123.0,41.14832535885167,45.0,25.0,44.44444444444444,0.0,1.0,,30.0,24.0,20.0,23.0,32.0,-39.130434782608695,7.0,10.0,-42.857142857142854,10.0,8.0,20.0
Общо,,209.0,123.0,41.14832535885167,45.0,25.0,44.44444444444444,0.0,1.0,,30.0,24.0,20.0,23.0,32.0,-39.130434782608695,7.0,10.0,-42.857142857142854,10.0,8.0,20.0
081500040,с.Одърци,192.0,113.0,41.14583333333333,102.0,29.0,71.56862745098039,2.0,5.0,-150.0,44.0,41.0,6.8181818181818175,17.0,15.0,11.76470588235294,3.0,8.0,-166.66666666666669,1.0,2.0,-100.0
Общо,,192.0,113.0,41.14583333333333,102.0,29.0,71.56862745098039,2.0,5.0,-150.0,44.0,41.0,6.8181818181818175,17.0,15.0,11.76470588235294,3.0,8.0,-166.66666666666669,1.0,2.0,-100.0
111800048,с.Радювене,321.0,189.0,41.1214953271028,166.0,69.0,58.43373493975904,18.0,5.0,72.22222222222221,53.0,48.0,9.433962264150944,39.0,25.0,35.8974358974359,4.0,8.0,-100.0,9.0,9.0,0.0
Общо,,321.0,189.0,41.1214953271028,166.0,69.0,58.43373493975904,18.0,5.0,72.22222222222221,53.0,48.0,9.433962264150944,39.0,25.0,35.8974358974359,4.0,8.0,-100.0,9.0,9.0,0.0
212000168,с.Крушаре,288.0,113.0,60.763888888888886,172.0,22.0,87.20930232558139,1.0,1.0,0.0,52.0,39.0,25.0,31.0,25.0,19.35483870967742,11.0,4.0,63.63636363636363,3.0,6.0,-100.0
212000169,с.Крушаре,320.0,245.0,23.4375,88.0,56.0,36.36363636363637,0.0,2.0,,73.0,48.0,34.24657534246575,66.0,77.0,-16.666666666666664,26.0,16.0,38.46153846153847,9.0,13.0,-44.44444444444444
Общо,,608.0,358.0,41.118421052631575,260.0,78.0,70.0,1.0,3.0,-200.0,125.0,87.0,30.4,97.0,102.0,-5.154639175257731,37.0,20.0,45.94594594594595,12.0,19.0,-58.333333333333336
130800036,с.Драгиново,576.0,316.0,45.13888888888889,327.0,147.0,55.04587155963303,160.0,100.0,37.5,14.0,9.0,35.714285714285715,43.0,33.0,23.25581395348837,1.0,4.0,-300.0,6.0,4.0,33.33333333333333
130800037,с.Драгиново,561.0,346.0,38.32442067736185,326.0,175.0,46.31901840490797,138.0,82.0,40.57971014492754,10.0,13.0,-30.0,38.0,36.0,5.263157894736842,2.0,2.0,0.0,13.0,17.0,-30.76923076923077
130800038,с.Драгиново,559.0,342.0,38.81932021466905,265.0,139.0,47.54716981132076,206.0,135.0,34.46601941747573,11.0,6.0,45.45454545454545,40.0,41.0,-2.5,0.0,1.0,,5.0,5.0,0.0
130800039,с.Драгиново,535.0,310.0,42.05607476635514,320.0,165.0,48.4375,131.0,81.0,38.16793893129771,13.0,7.0,46.15384615384615,30.0,37.0,-23.333333333333332,1.0,1.0,0.0,2.0,2.0,0.0
Общо,,2231.0,1314.0,41.102644554011654,1238.0,626.0,49.43457189014539,635.0,398.0,37.32283464566929,48.0,35.0,27.083333333333332,151.0,147.0,2.6490066225165565,4.0,8.0,-100.0,26.0,28.0,-7.6923076923076925
013300074,с.Чурилово,22.0,13.0,40.909090909090914,14.0,8.0,42.857142857142854,1.0,0.0,100.0,3.0,3.0,0.0,0.0,1.0,,2.0,0.0,100.0,0.0,1.0,
Общо,,22.0,13.0,40.909090909090914,14.0,8.0,42.857142857142854,1.0,0.0,100.0,3.0,3.0,0.0,0.0,1.0,,2.0,0.0,100.0,0.0,1.0,
293400131,с.Малево,232.0,128.0,44.827586206896555,131.0,42.0,67.93893129770993,5.0,6.0,-20.0,21.0,21.0,0.0,30.0,28.0,6.666666666666667,14.0,4.0,71.42857142857143,7.0,10.0,-42.857142857142854
293400132,с.Малево,260.0,163.0,37.30769230769231,140.0,68.0,51.42857142857142,14.0,10.0,28.57142857142857,22.0,14.0,36.36363636363637,34.0,47.0,-38.23529411764706,14.0,5.0,64.28571428571429,7.0,9.0,-28.57142857142857
Общо,,492.0,291.0,40.853658536585364,271.0,110.0,59.40959409594095,19.0,16.0,15.789473684210526,43.0,35.0,18.6046511627907,64.0,75.0,-17.1875,28.0,9.0,67.85714285714286,14.0,19.0,-35.714285714285715
143200130,с.Богданов дол,250.0,148.0,40.8,152.0,45.0,70.39473684210526,1.0,1.0,0.0,33.0,37.0,-12.121212121212121,26.0,26.0,0.0,4.0,5.0,-25.0,8.0,15.0,-87.5
Общо,,250.0,148.0,40.8,152.0,45.0,70.39473684210526,1.0,1.0,0.0,33.0,37.0,-12.121212121212121,26.0,26.0,0.0,4.0,5.0,-25.0,8.0,15.0,-87.5
132000021,с.Левски,277.0,164.0,40.794223826714806,97.0,25.0,74.22680412371135,1.0,3.0,-200.0,95.0,64.0,32.631578947368425,35.0,50.0,-42.857142857142854,13.0,6.0,53.84615384615385,1.0,3.0,-200.0
Общо,,277.0,164.0,40.794223826714806,97.0,25.0,74.22680412371135,1.0,3.0,-200.0,95.0,64.0,32.631578947368425,35.0,50.0,-42.857142857142854,13.0,6.0,53.84615384615385,1.0,3.0,-200.0
031300023,с.Старо Оряхово,300.0,225.0,25.0,148.0,105.0,29.054054054054053,14.0,4.0,71.42857142857143,53.0,38.0,28.30188679245283,25.0,37.0,-48.0,18.0,22.0,-22.22222222222222,4.0,2.0,50.0
031300024,с.Старо Оряхово,321.0,112.0,65.10903426791276,201.0,42.0,79.1044776119403,30.0,5.0,83.33333333333334,36.0,18.0,50.0,30.0,31.0,-3.3333333333333335,4.0,5.0,-25.0,0.0,0.0,
031300025,с.Старо Оряхово,367.0,249.0,32.15258855585831,205.0,112.0,45.36585365853659,16.0,6.0,62.5,57.0,54.0,5.263157894736842,33.0,39.0,-18.181818181818183,21.0,17.0,19.047619047619047,0.0,3.0,
Общо,,988.0,586.0,40.688259109311744,554.0,259.0,53.24909747292419,60.0,15.0,75.0,146.0,110.0,24.65753424657534,88.0,107.0,-21.59090909090909,43.0,44.0,-2.3255813953488373,4.0,5.0,-25.0
272400014,с.Тъжа,247.0,167.0,32.388663967611336,23.0,28.0,-21.73913043478261,97.0,35.0,63.91752577319587,47.0,34.0,27.659574468085108,42.0,50.0,-19.047619047619047,8.0,6.0,25.0,3.0,2.0,33.33333333333333
272400015,с.Тъжа,248.0,127.0,48.79032258064516,15.0,22.0,-46.666666666666664,143.0,23.0,83.91608391608392,33.0,33.0,0.0,23.0,25.0,-8.695652173913043,2.0,2.0,0.0,1.0,6.0,-500.0
Общо,,495.0,294.0,40.60606060606061,38.0,50.0,-31.57894736842105,240.0,58.0,75.83333333333333,80.0,67.0,16.25,65.0,75.0,-15.384615384615385,10.0,8.0,20.0,4.0,8.0,-100.0
193300007,с.Кошарна,190.0,113.0,40.526315789473685,62.0,21.0,66.12903225806451,74.0,68.0,8.108108108108109,23.0,9.0,60.86956521739131,7.0,8.0,-14.285714285714285,3.0,3.0,0.0,0.0,0.0,
Общо,,190.0,113.0,40.526315789473685,62.0,21.0,66.12903225806451,74.0,68.0,8.108108108108109,23.0,9.0,60.86956521739131,7.0,8.0,-14.285714285714285,3.0,3.0,0.0,0.0,0.0,
022100012,с.Зидарово,223.0,137.0,38.56502242152467,16.0,14.0,12.5,14.0,5.0,64.28571428571429,148.0,74.0,50.0,15.0,26.0,-73.33333333333333,6.0,6.0,0.0,3.0,5.0,-66.66666666666666
022100013,с.Зидарово,136.0,77.0,43.38235294117647,12.0,10.0,16.666666666666664,13.0,8.0,38.46153846153847,80.0,36.0,55.00000000000001,6.0,13.0,-116.66666666666667,5.0,6.0,-20.0,0.0,3.0,
Общо,,359.0,214.0,40.389972144846794,28.0,24.0,14.285714285714285,27.0,13.0,51.85185185185185,228.0,110.0,51.75438596491229,21.0,39.0,-85.71428571428571,11.0,12.0,-9.090909090909092,3.0,8.0,-166.66666666666669
032400028,с.Градинарово,317.0,189.0,40.37854889589905,99.0,69.0,30.303030303030305,103.0,39.0,62.13592233009708,50.0,52.0,-4.0,14.0,16.0,-14.285714285714285,0.0,0.0,,1.0,1.0,0.0
Общо,,317.0,189.0,40.37854889589905,99.0,69.0,30.303030303030305,103.0,39.0,62.13592233009708,50.0,52.0,-4.0,14.0,16.0,-14.285714285714285,0.0,0.0,,1.0,1.0,0.0
152300005,с.Долни Луковит,235.0,180.0,23.404255319148938,59.0,50.0,15.254237288135593,24.0,5.0,79.16666666666666,59.0,49.0,16.94915254237288,42.0,49.0,-16.666666666666664,6.0,9.0,-50.0,5.0,5.0,0.0
152300006,с.Долни Луковит,255.0,132.0,48.23529411764706,34.0,16.0,52.94117647058824,42.0,8.0,80.95238095238095,56.0,30.0,46.42857142857143,63.0,52.0,17.46031746031746,2.0,6.0,-200.0,5.0,7.0,-40.0
152300007,с.Долни Луковит,209.0,105.0,49.760765550239235,26.0,12.0,53.84615384615385,46.0,16.0,65.21739130434783,57.0,27.0,52.63157894736842,57.0,44.0,22.807017543859647,0.0,0.0,,1.0,1.0,0.0
Общо,,699.0,417.0,40.343347639484975,119.0,78.0,34.45378151260504,112.0,29.0,74.10714285714286,172.0,106.0,38.372093023255815,162.0,145.0,10.493827160493826,8.0,15.0,-87.5,11.0,13.0,-18.181818181818183
080300029,с.Преспа,72.0,43.0,40.27777777777778,20.0,9.0,55.00000000000001,7.0,5.0,28.57142857142857,17.0,10.0,41.17647058823529,13.0,12.0,7.6923076923076925,7.0,1.0,85.71428571428571,0.0,1.0,
Общо,,72.0,43.0,40.27777777777778,20.0,9.0,55.00000000000001,7.0,5.0,28.57142857142857,17.0,10.0,41.17647058823529,13.0,12.0,7.6923076923076925,7.0,1.0,85.71428571428571,0.0,1.0,
312500017,с.Завой,395.0,236.0,40.25316455696203,161.0,73.0,54.6583850931677,56.0,23.0,58.92857142857143,79.0,61.0,22.78481012658228,35.0,39.0,-11.428571428571429,18.0,18.0,0.0,3.0,3.0,0.0
Общо,,395.0,236.0,40.25316455696203,161.0,73.0,54.6583850931677,56.0,23.0,58.92857142857143,79.0,61.0,22.78481012658228,35.0,39.0,-11.428571428571429,18.0,18.0,0.0,3.0,3.0,0.0
272200014,с.Ветрен,244.0,135.0,44.67213114754098,125.0,54.0,56.8,16.0,3.0,81.25,22.0,14.0,36.36363636363637,27.0,28.0,-3.7037037037037033,16.0,18.0,-12.5,6.0,2.0,66.66666666666666
272200015,с.Ветрен,176.0,116.0,34.090909090909086,77.0,34.0,55.84415584415584,6.0,7.0,-16.666666666666664,24.0,20.0,16.666666666666664,30.0,27.0,10.0,8.0,11.0,-37.5,2.0,4.0,-100.0
Общо,,420.0,251.0,40.23809523809524,202.0,88.0,56.43564356435643,22.0,10.0,54.54545454545454,46.0,34.0,26.08695652173913,57.0,55.0,3.508771929824561,24.0,29.0,-20.833333333333336,8.0,6.0,25.0
081500033,с.Лясково,137.0,82.0,40.14598540145985,12.0,21.0,-75.0,65.0,6.0,90.76923076923077,37.0,25.0,32.432432432432435,5.0,17.0,-240.0,0.0,2.0,,3.0,4.0,-33.33333333333333
Общо,,137.0,82.0,40.14598540145985,12.0,21.0,-75.0,65.0,6.0,90.76923076923077,37.0,25.0,32.432432432432435,5.0,17.0,-240.0,0.0,2.0,,3.0,4.0,-33.33333333333333
122400047,с.Станево,137.0,82.0,40.14598540145985,68.0,15.0,77.94117647058823,8.0,5.0,37.5,12.0,16.0,-33.33333333333333,24.0,37.0,-54.166666666666664,4.0,3.0,25.0,0.0,1.0,
Общо,,137.0,82.0,40.14598540145985,68.0,15.0,77.94117647058823,8.0,5.0,37.5,12.0,16.0,-33.33333333333333,24.0,37.0,-54.166666666666664,4.0,3.0,25.0,0.0,1.0,
130800024,с.Долна Дъбева,152.0,91.0,40.131578947368425,60.0,18.0,70.0,86.0,60.0,30.23255813953488,2.0,1.0,50.0,0.0,9.0,,1.0,1.0,0.0,0.0,2.0,
Общо,,152.0,91.0,40.131578947368425,60.0,18.0,70.0,86.0,60.0,30.23255813953488,2.0,1.0,50.0,0.0,9.0,,1.0,1.0,0.0,0.0,2.0,
293200024,с.Чукарово,20.0,12.0,40.0,4.0,4.0,0.0,3.0,1.0,66.66666666666666,8.0,4.0,50.0,0.0,1.0,,0.0,0.0,,1.0,0.0,100.0
Общо,,20.0,12.0,40.0,4.0,4.0,0.0,3.0,1.0,66.66666666666666,8.0,4.0,50.0,0.0,1.0,,0.0,0.0,,1.0,0.0,100.0
020800010,с.Кръстина,180.0,108.0,40.0,85.0,39.0,54.11764705882353,13.0,0.0,100.0,43.0,38.0,11.627906976744185,7.0,12.0,-71.42857142857143,7.0,9.0,-28.57142857142857,0.0,3.0,
Общо,,180.0,108.0,40.0,85.0,39.0,54.11764705882353,13.0,0.0,100.0,43.0,38.0,11.627906976744185,7.0,12.0,-71.42857142857143,7.0,9.0,-28.57142857142857,0.0,3.0,
130800023,с.Всемирци,195.0,117.0,40.0,89.0,43.0,51.68539325842697,96.0,57.0,40.625,2.0,1.0,50.0,1.0,13.0,-1200.0,0.0,0.0,,0.0,2.0,
Общо,,195.0,117.0,40.0,89.0,43.0,51.68539325842697,96.0,57.0,40.625,2.0,1.0,50.0,1.0,13.0,-1200.0,0.0,0.0,,0.0,2.0,
172500016,с.Стряма,359.0,230.0,35.93314763231198,93.0,78.0,16.129032258064516,3.0,0.0,100.0,52.0,41.0,21.153846153846153,56.0,64.0,-14.285714285714285,11.0,15.0,-36.36363636363637,14.0,14.0,0.0
172500017,с.Стряма,344.0,222.0,35.46511627906977,60.0,41.0,31.666666666666664,0.0,0.0,,59.0,43.0,27.11864406779661,73.0,94.0,-28.767123287671232,6.0,10.0,-66.66666666666666,6.0,12.0,-100.0
172500018,с.Стряма,91.0,17.0,81.31868131868131,0.0,1.0,,13.0,3.0,76.92307692307693,21.0,7.0,66.66666666666666,1.0,6.0,-500.0,2.0,0.0,100.0,2.0,0.0,100.0
172500019,с.Стряма,328.0,205.0,37.5,57.0,52.0,8.771929824561402,3.0,2.0,33.33333333333333,52.0,48.0,7.6923076923076925,43.0,46.0,-6.976744186046512,15.0,15.0,0.0,17.0,15.0,11.76470588235294
Общо,,1122.0,674.0,39.928698752228165,210.0,172.0,18.095238095238095,19.0,5.0,73.68421052631578,184.0,139.0,24.456521739130434,173.0,210.0,-21.38728323699422,34.0,40.0,-17.647058823529413,39.0,41.0,-5.128205128205128
062700034,с.Оселна,203.0,122.0,39.90147783251231,98.0,41.0,58.16326530612245,3.0,2.0,33.33333333333333,42.0,29.0,30.952380952380953,20.0,24.0,-20.0,4.0,3.0,25.0,6.0,7.0,-16.666666666666664
Общо,,203.0,122.0,39.90147783251231,98.0,41.0,58.16326530612245,3.0,2.0,33.33333333333333,42.0,29.0,30.952380952380953,20.0,24.0,-20.0,4.0,3.0,25.0,6.0,7.0,-16.666666666666664
293200014,с.Мрамор,201.0,121.0,39.800995024875625,139.0,55.0,60.431654676258994,4.0,5.0,-25.0,10.0,16.0,-60.0,17.0,18.0,-5.88235294117647,8.0,7.0,12.5,7.0,7.0,0.0
Общо,,201.0,121.0,39.800995024875625,139.0,55.0,60.431654676258994,4.0,5.0,-25.0,10.0,16.0,-60.0,17.0,18.0,-5.88235294117647,8.0,7.0,12.5,7.0,7.0,0.0
042200027,с.Върбовка,341.0,210.0,38.41642228739003,9.0,13.0,-44.44444444444444,214.0,66.0,69.1588785046729,75.0,79.0,-5.333333333333334,15.0,16.0,-6.666666666666667,3.0,4.0,-33.33333333333333,0.0,1.0,
042200028,с.Върбовка,207.0,120.0,42.028985507246375,2.0,2.0,0.0,133.0,58.0,56.390977443609025,48.0,36.0,25.0,8.0,10.0,-25.0,0.0,3.0,,2.0,3.0,-50.0
Общо,,548.0,330.0,39.78102189781022,11.0,15.0,-36.36363636363637,347.0,124.0,64.26512968299711,123.0,115.0,6.504065040650407,23.0,26.0,-13.043478260869565,3.0,7.0,-133.33333333333331,2.0,4.0,-100.0
050900076,с.Новоселци,227.0,137.0,39.647577092511014,78.0,38.0,51.28205128205128,5.0,10.0,-100.0,47.0,30.0,36.17021276595745,35.0,29.0,17.142857142857142,40.0,14.0,65.0,2.0,8.0,-300.0
Общо,,227.0,137.0,39.647577092511014,78.0,38.0,51.28205128205128,5.0,10.0,-100.0,47.0,30.0,36.17021276595745,35.0,29.0,17.142857142857142,40.0,14.0,65.0,2.0,8.0,-300.0
113400033,с.Калейца,260.0,157.0,39.61538461538461,82.0,40.0,51.21951219512195,1.0,0.0,100.0,59.0,32.0,45.76271186440678,50.0,38.0,24.0,3.0,4.0,-33.33333333333333,13.0,21.0,-61.53846153846154
Общо,,260.0,157.0,39.61538461538461,82.0,40.0,51.21951219512195,1.0,0.0,100.0,59.0,32.0,45.76271186440678,50.0,38.0,24.0,3.0,4.0,-33.33333333333333,13.0,21.0,-61.53846153846154
131900161,с.Говедаре,258.0,187.0,27.51937984496124,98.0,55.0,43.87755102040816,10.0,3.0,70.0,31.0,26.0,16.129032258064516,54.0,67.0,-24.074074074074073,4.0,5.0,-25.0,10.0,12.0,-20.0
131900162,с.Говедаре,132.0,49.0,62.878787878787875,19.0,13.0,31.57894736842105,56.0,2.0,96.42857142857143,30.0,10.0,66.66666666666666,18.0,13.0,27.77777777777778,1.0,1.0,0.0,1.0,2.0,-100.0
