секция,населено место,гласове април,гласове юли,спад %,ГЕРБ-СДС април,ГЕРБ-СДС юли,ГЕРБ-СДС спад %,ДПС април,ДПС юли,ДПС спад %,БСП април,БСП юли,БСП спад %,ИТН април,ИТН юли,ИТН спад %,МУТРИ ВЪН! април,МУТРИ ВЪН! юли,МУТРИ ВЪН! спад %,ДБ април,ДБ юли,ДБ спад %
021700010,с.Гълъбец,208.0,111.0,46.63461538461539,33.0,12.0,63.63636363636363,106.0,76.0,28.30188679245283,20.0,3.0,85.0,8.0,8.0,0.0,2.0,4.0,-100.0,0.0,4.0,
021700011,с.Гълъбец,246.0,175.0,28.86178861788618,30.0,27.0,10.0,148.0,91.0,38.513513513513516,17.0,12.0,29.411764705882355,18.0,25.0,-38.88888888888889,5.0,3.0,40.0,4.0,5.0,-25.0
Общо,,454.0,286.0,37.00440528634361,63.0,39.0,38.095238095238095,254.0,167.0,34.25196850393701,37.0,15.0,59.45945945945946,26.0,33.0,-26.923076923076923,7.0,7.0,0.0,4.0,9.0,-125.0
050900118,с.Буковец,238.0,150.0,36.97478991596639,58.0,41.0,29.310344827586203,6.0,5.0,16.666666666666664,42.0,24.0,42.857142857142854,35.0,44.0,-25.71428571428571,7.0,1.0,85.71428571428571,6.0,5.0,16.666666666666664
Общо,,238.0,150.0,36.97478991596639,58.0,41.0,29.310344827586203,6.0,5.0,16.666666666666664,42.0,24.0,42.857142857142854,35.0,44.0,-25.71428571428571,7.0,1.0,85.71428571428571,6.0,5.0,16.666666666666664
283500058,с.Голямо Соколово,211.0,133.0,36.96682464454976,26.0,18.0,30.76923076923077,130.0,85.0,34.61538461538461,9.0,11.0,-22.22222222222222,5.0,9.0,-80.0,2.0,2.0,0.0,2.0,1.0,50.0
Общо,,211.0,133.0,36.96682464454976,26.0,18.0,30.76923076923077,130.0,85.0,34.61538461538461,9.0,11.0,-22.22222222222222,5.0,9.0,-80.0,2.0,2.0,0.0,2.0,1.0,50.0
061000102,с.Девене,393.0,248.0,36.895674300254456,182.0,76.0,58.24175824175825,17.0,6.0,64.70588235294117,82.0,63.0,23.170731707317074,58.0,61.0,-5.172413793103448,8.0,18.0,-125.0,3.0,4.0,-33.33333333333333
Общо,,393.0,248.0,36.895674300254456,182.0,76.0,58.24175824175825,17.0,6.0,64.70588235294117,82.0,63.0,23.170731707317074,58.0,61.0,-5.172413793103448,8.0,18.0,-125.0,3.0,4.0,-33.33333333333333
273600020,с.Зетьово,356.0,231.0,35.1123595505618,240.0,128.0,46.666666666666664,11.0,1.0,90.9090909090909,37.0,26.0,29.72972972972973,45.0,49.0,-8.88888888888889,7.0,4.0,42.857142857142854,2.0,4.0,-100.0
273600021,с.Зетьово,328.0,201.0,38.71951219512195,203.0,129.0,36.45320197044335,17.0,1.0,94.11764705882352,33.0,23.0,30.303030303030305,44.0,27.0,38.63636363636363,5.0,4.0,20.0,9.0,4.0,55.55555555555556
Общо,,684.0,432.0,36.84210526315789,443.0,257.0,41.98645598194131,28.0,2.0,92.85714285714286,70.0,49.0,30.0,89.0,76.0,14.606741573033707,12.0,8.0,33.33333333333333,11.0,8.0,27.27272727272727
131900197,с.Пищигово,372.0,235.0,36.82795698924731,149.0,98.0,34.22818791946309,77.0,0.0,100.0,69.0,41.0,40.57971014492754,37.0,62.0,-67.56756756756756,12.0,12.0,0.0,1.0,2.0,-100.0
Общо,,372.0,235.0,36.82795698924731,149.0,98.0,34.22818791946309,77.0,0.0,100.0,69.0,41.0,40.57971014492754,37.0,62.0,-67.56756756756756,12.0,12.0,0.0,1.0,2.0,-100.0
121100011,с.Мокреш,217.0,136.0,37.327188940092164,62.0,8.0,87.09677419354838,62.0,48.0,22.58064516129032,25.0,25.0,0.0,12.0,41.0,-241.66666666666666,1.0,0.0,100.0,3.0,4.0,-33.33333333333333
121100012,с.Мокреш,137.0,88.0,35.76642335766424,41.0,8.0,80.48780487804879,32.0,30.0,6.25,15.0,13.0,13.333333333333334,12.0,18.0,-50.0,0.0,1.0,,0.0,0.0,
Общо,,354.0,224.0,36.72316384180791,103.0,16.0,84.46601941747572,94.0,78.0,17.02127659574468,40.0,38.0,5.0,24.0,59.0,-145.83333333333331,1.0,1.0,0.0,3.0,4.0,-33.33333333333333
121100014,с.Разград,103.0,61.0,40.77669902912621,53.0,16.0,69.81132075471697,13.0,14.0,-7.6923076923076925,17.0,11.0,35.294117647058826,2.0,9.0,-350.0,2.0,2.0,0.0,1.0,3.0,-200.0
121100015,с.Разград,211.0,138.0,34.59715639810427,67.0,17.0,74.6268656716418,71.0,73.0,-2.8169014084507045,20.0,17.0,15.0,7.0,13.0,-85.71428571428571,0.0,4.0,,0.0,0.0,
Общо,,314.0,199.0,36.624203821656046,120.0,33.0,72.5,84.0,87.0,-3.571428571428571,37.0,28.0,24.324324324324326,9.0,22.0,-144.44444444444443,2.0,6.0,-200.0,1.0,3.0,-200.0
111900011,с.Карлуково,291.0,167.0,42.61168384879725,48.0,33.0,31.25,112.0,25.0,77.67857142857143,47.0,41.0,12.76595744680851,48.0,42.0,12.5,10.0,9.0,10.0,3.0,3.0,0.0
111900027,с.Карлуково,34.0,39.0,-14.705882352941178,7.0,15.0,-114.28571428571428,2.0,3.0,-50.0,7.0,6.0,14.285714285714285,4.0,13.0,-225.0,0.0,1.0,,3.0,0.0,100.0
Общо,,325.0,206.0,36.61538461538461,55.0,48.0,12.727272727272727,114.0,28.0,75.43859649122807,54.0,47.0,12.962962962962962,52.0,55.0,-5.769230769230769,10.0,10.0,0.0,6.0,3.0,50.0
