id,ГЕРБ,БСП,ДПС,РЕФОРМАТОРСКИ БЛОК,ПФ (НФСБ-ВМРО),ББЦ,АТАКА,АБВ,Движение 21,Глас Народен,РЕПУБЛИКА БГ,ЗЕЛЕНИТЕ,Нова България,НОВА АЛТЕРНАТИВА,ОБЕДИНЕНА БЪЛГАРИЯ,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ,НДСВ,ПАРТИЯ НА ЗЕЛЕНИТЕ,ДЕСНИТЕ,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ,НОВА СИЛА,БНС-НД,СОЦИАЛДЕМ. ПАРТИЯ,ОБЩЕСТВО ЗА НОВА БГ,НОВОТО ВРЕМЕ,независими,не подкрепям никого,невалидни,total_valid,total,eligible_voters,n_stations
38426,115,73,7,6,8,11,20,2,0,0,13,1,0,1,1,1,0,2,0,0,1.0,0,1,0.0,0,0.0,0,28,263.0,291.0,697,1
38432,101,95,1,19,35,48,3,15,6,0,1,1,1,2,1,1,1,0,3,0,0.0,0,0,0.0,0,0.0,0,10,334.0,344.0,747,1
38460,26,26,1,10,3,1,5,2,0,0,4,0,0,0,0,2,0,1,1,0,0.0,0,0,0.0,0,0.0,0,1,82.0,83.0,157,1
38474,53,72,1,9,17,19,21,18,4,4,0,1,0,1,0,1,0,1,0,2,0.0,3,1,0.0,0,0.0,0,6,228.0,234.0,552,1
38488,145,57,2,26,8,20,34,1,1,0,0,1,0,0,0,5,2,0,0,0,1.0,1,0,0.0,0,0.0,0,17,304.0,321.0,529,1
38501,4,3,143,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,7,155.0,162.0,255,1
38529,127,65,12,21,48,34,17,44,3,2,1,0,0,0,1,6,0,0,0,0,0.0,1,0,0.0,0,0.0,0,21,382.0,403.0,773,2
38532,226,181,1,47,86,80,13,5,3,1,0,2,2,0,0,2,2,1,0,1,0.0,0,5,0.0,6,4.0,0,60,668.0,728.0,1180,2
38558,302,294,21,108,83,124,69,39,6,9,42,4,9,6,3,11,0,5,1,2,3.0,1,3,2.0,2,0.0,0,90,1149.0,1239.0,2097,3
38563,323,105,348,25,61,72,13,16,4,1,13,0,3,3,3,2,1,0,6,0,0.0,1,0,3.0,2,0.0,0,104,1005.0,1109.0,2390,3
38580,21,12,19,92,4,15,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0.0,1,0,1.0,0,0.0,0,14,173.0,187.0,313,1
38604,20,15,46,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,13,97.0,110.0,187,1
38618,6,13,79,1,13,5,2,0,0,0,1,0,0,0,0,0,1,3,0,0,1.0,0,0,0.0,0,0.0,0,5,125.0,130.0,359,1
38635,14,25,1,1,3,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,5,67.0,72.0,136,1
38652,68,27,65,9,13,12,5,9,1,1,1,0,0,0,0,2,0,0,1,0,0.0,0,2,0.0,0,0.0,0,4,216.0,220.0,492,1
38666,32,16,670,20,7,5,3,3,0,0,0,0,2,0,0,1,0,0,0,2,0.0,3,0,1.0,0,0.0,0,114,765.0,879.0,1829,3
38683,197,170,17,28,63,48,50,28,6,1,1,2,7,3,1,5,2,1,0,1,1.0,1,0,2.0,1,0.0,0,50,636.0,686.0,1565,2
38697,4,1,65,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0.0,0,0.0,0,3,74.0,77.0,185,1
38707,11,2,56,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,107.0,119.0,220,1
38710,6,5,0,0,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,22.0,23.0,85,1
38724,24,27,1,1,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,81.0,83.0,117,1
38769,6,2,101,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,122.0,133.0,204,1
38772,96,88,0,6,3,2,9,2,0,0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0.0,0,0.0,0,6,210.0,216.0,361,1
38804,94,8,1,3,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0.0,0,0.0,0,15,119.0,134.0,247,1
38830,27,43,5,2,30,7,9,2,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,1,0.0,0,6,128.0,134.0,304,1
38844,181,114,965,30,17,174,7,7,5,1,1,3,2,0,2,4,1,1,0,2,3.0,1,0,1.0,3,0.0,0,213,1525.0,1738.0,3601,4
38858,24,10,4,1,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,46.0,50.0,84,1
38861,11,14,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,3,35.0,38.0,64,1
38875,75,91,22,16,17,31,25,19,0,2,0,2,0,0,0,1,0,2,0,1,2.0,0,0,1.0,0,0.0,0,31,307.0,338.0,675,1
38889,8,2,117,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0.0,0,0.0,0,14,132.0,146.0,306,1
38892,12,7,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,5,27.0,32.0,39,1
38902,1011,665,127,220,295,360,119,118,28,29,21,22,8,12,15,12,9,10,3,7,9.0,7,5,8.0,4,0.0,0,185,3124.0,3309.0,6335,11
38916,490,328,68,82,121,192,63,44,13,7,23,4,15,4,7,7,1,3,0,4,3.0,0,3,2.0,2,0.0,0,101,1486.0,1587.0,3138,5
38933,15,8,2,6,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,2,41.0,43.0,68,1
38947,67,28,2,2,25,5,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0.0,0,16,138.0,154.0,230,1
38950,188,101,241,30,26,45,19,9,2,1,3,1,2,2,2,0,3,0,2,1,0.0,2,0,0.0,2,0.0,0,74,682.0,756.0,1365,2
38978,1998,843,361,392,311,271,263,287,48,63,22,63,24,15,16,10,10,25,10,5,8.0,7,11,9.0,3,0.0,0,245,5075.0,5320.0,9771,12
38981,23,3,268,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,298.0,307.0,825,1
38995,18,21,1,4,3,6,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,59.0,63.0,75,1
39001,8,4,0,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,20.0,22.0,36,1
39030,685,240,102,93,182,159,149,47,10,11,10,2,6,4,9,4,2,1,7,6,1.0,4,4,4.0,4,0.0,0,173,1746.0,1919.0,5366,6
39044,15,17,1,1,4,8,7,8,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,64.0,71.0,121,1
39058,2,2,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,56.0,56.0,212,1
39061,24,57,1,1,3,8,2,5,0,0,2,1,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,9,105.0,114.0,195,1
39089,502,47,459,8,0,33,9,18,0,0,0,0,7,0,0,0,0,1,1,1,2.0,0,2,0.0,1,0.0,0,85,1091.0,1176.0,2794,3
39092,49,24,5,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,88.0,90.0,145,1
39102,55,61,2,11,17,19,6,1,0,1,0,0,1,0,2,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,15,177.0,192.0,445,1
39116,245,230,19,33,24,80,47,39,4,4,36,1,3,2,8,7,3,2,2,4,4.0,4,2,0.0,1,0.0,0,36,804.0,840.0,1769,4
39127,33,53,3,4,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0.0,0,11,119.0,130.0,230,1
39133,31,38,89,22,19,7,14,8,0,0,0,0,0,1,1,1,1,0,0,0,1.0,0,0,0.0,0,0.0,0,19,233.0,252.0,638,1
39147,78,65,3,18,14,6,7,2,1,0,2,0,0,0,0,0,0,0,0,2,2.0,1,0,0.0,0,0.0,0,13,201.0,214.0,353,1
39150,33,27,3,6,5,5,18,8,1,0,2,1,0,0,0,1,1,0,0,1,0.0,0,0,0.0,0,0.0,0,8,112.0,120.0,218,1
39164,130,132,9,13,62,16,9,5,4,2,0,1,5,0,3,2,2,1,0,1,0.0,2,0,0.0,1,1.0,0,90,401.0,491.0,904,2
39178,26,14,170,1,3,8,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0.0,0,0,0.0,0,0.0,0,30,229.0,259.0,559,1
39181,18,10,6,1,1,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,45.0,48.0,69,1
39195,5,15,22,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,47.0,47.0,58,1
39205,59,76,0,1,3,8,20,3,2,0,0,0,0,0,2,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,21,175.0,196.0,286,1
39222,10,44,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,58.0,66.0,76,1
39236,56,114,107,8,32,22,10,24,0,0,0,1,2,1,1,1,1,0,1,1,0.0,2,0,0.0,0,0.0,0,36,384.0,420.0,683,1
39242,5,9,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,20.0,22.0,27,1
39267,43,11,0,2,7,2,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0.0,0,0.0,0,7,76.0,83.0,78,1
39270,73,13,1135,11,0,3,3,3,1,1,0,0,2,0,0,0,0,0,1,0,1.0,4,0,0.0,0,0.0,0,164,1251.0,1415.0,2040,3
39298,4,2,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,150.0,152.0,261,1
39325,15,4,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,28.0,28.0,41,1
39339,200,128,13,51,19,97,29,9,1,4,9,1,7,4,0,1,5,4,0,3,2.0,2,0,0.0,0,0.0,0,40,589.0,629.0,1643,3
39342,7,1,222,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,19,237.0,256.0,809,1
39356,3,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,30.0,31,1
39387,178,33,3,21,24,43,17,25,3,1,1,2,2,0,2,1,0,1,1,1,2.0,0,1,0.0,0,0.0,0,7,362.0,369.0,542,1
39390,42,21,446,17,3,3,1,2,0,0,0,0,1,0,0,2,1,1,2,0,1.0,0,1,0.0,0,0.0,0,44,544.0,588.0,994,2
39400,8,9,81,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1.0,0,5,109.0,114.0,243,1
39428,31,17,2,6,6,6,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,1,83.0,84.0,147,1
39431,30,25,43,7,18,10,9,4,1,0,0,2,0,0,1,0,0,0,0,1,0.0,0,1,0.0,0,0.0,0,10,152.0,162.0,367,1
39445,1,0,163,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,168.0,168.0,296,1
39459,139,30,0,10,63,28,23,10,2,0,1,3,4,1,2,1,0,0,0,1,0.0,0,0,1.0,0,0.0,0,13,319.0,332.0,622,1
39462,20,30,0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,63.0,66.0,103,1
39483,56,33,13,2,2,11,3,25,0,0,2,0,0,0,0,0,0,1,0,0,0.0,1,0,0.0,0,0.0,0,29,149.0,178.0,282,1
39493,53,21,1,6,10,19,12,11,0,0,0,0,0,0,0,1,0,4,0,1,0.0,0,0,0.0,0,0.0,0,8,139.0,147.0,262,1
39503,16,22,25,23,7,13,9,4,0,1,0,0,0,0,0,1,1,0,1,1,1.0,0,0,0.0,0,0.0,0,9,125.0,134.0,246,1
39517,13,26,3,4,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,4,56.0,60.0,80,1
39520,104,64,1,9,44,31,30,15,7,1,0,3,0,0,1,1,1,1,0,1,0.0,0,1,0.0,1,0.0,0,22,316.0,338.0,602,1
39534,40,22,1,5,3,6,4,0,0,1,1,1,1,0,0,1,0,2,0,0,0.0,1,1,0.0,0,0.0,0,9,90.0,99.0,224,1
39548,22,14,21,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,62.0,67.0,89,1
39551,18,12,0,0,3,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,45.0,57.0,69,1
39565,3,3,37,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,46.0,49.0,240,1
39579,104,76,19,8,29,14,16,1,2,0,0,0,1,2,0,1,1,4,0,1,0.0,1,1,0.0,0,0.0,0,38,281.0,319.0,675,1
39582,5,17,17,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0,5,51.0,56.0,72,1
39596,40,2,105,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,155.0,157.0,233,1
39614,75,43,3,0,3,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,4,0,0.0,0,1.0,0,23,136.0,159.0,202,1
39623,12,4,35,0,3,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,2,63.0,65.0,65,1
39637,3,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,12.0,21,1
39640,4,18,0,0,0,3,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,32.0,33.0,39,1
39668,128,54,130,136,22,35,23,18,2,1,1,2,2,0,3,5,0,1,0,1,1.0,2,0,0.0,0,9.0,0,59,576.0,635.0,1308,2
39671,30,6,769,15,1,0,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,26,830.0,856.0,1219,2
39699,23,8,0,2,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0,0.0,0,9,48.0,57.0,79,1
39709,11,40,12,1,2,13,12,11,0,1,3,0,0,0,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,8,109.0,117.0,187,1
39712,18,25,8,1,18,50,7,5,1,0,1,0,2,0,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,138.0,148.0,278,1
39726,61,9,111,4,0,5,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,7,199.0,206.0,324,1
39730,54,26,60,6,7,17,7,5,1,1,0,0,0,0,3,2,0,0,0,1,0.0,0,0,0.0,0,0.0,0,13,190.0,203.0,329,1
39743,124,72,56,18,10,23,36,17,1,1,2,1,2,0,2,1,1,1,0,2,0.0,5,0,0.0,0,0.0,0,27,375.0,402.0,895,2
39757,6,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,17.0,18.0,21,1
39760,9,15,212,2,0,2,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0.0,0,0,1.0,0,0.0,0,14,248.0,262.0,446,1
39788,37,31,6,4,76,16,6,11,2,0,1,0,0,0,1,0,1,0,1,1,0.0,1,0,0.0,0,0.0,0,26,195.0,221.0,430,1
39791,254,66,20,40,30,25,21,29,3,9,0,6,4,1,0,1,3,4,1,1,1.0,1,1,0.0,1,0.0,0,62,522.0,584.0,1196,2
39801,14,30,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,64.0,71.0,96,1
39815,5,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,9,178.0,187.0,454,1
39829,16,22,45,2,12,7,8,6,1,0,0,0,0,0,2,0,0,0,1,2,1.0,0,0,0.0,0,0.0,0,15,125.0,140.0,268,1
39832,57,18,104,1,8,8,7,7,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0.0,0,20,213.0,233.0,454,1
39846,290,462,189,51,113,228,96,46,17,11,4,4,2,3,2,6,5,6,2,3,2.0,0,0,1.0,2,0.0,0,99,1545.0,1644.0,2913,5
39863,64,32,136,80,12,18,6,3,0,1,0,0,1,0,0,0,2,1,0,2,0.0,0,1,1.0,0,0.0,0,32,360.0,392.0,783,1
39877,4,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,133.0,140.0,306,1
39894,5,2,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,105.0,112.0,273,1
39918,75,60,15,5,18,38,11,5,3,0,0,0,1,0,0,2,1,0,1,0,1.0,1,0,0.0,0,0.0,0,23,237.0,260.0,476,1
39921,764,476,624,115,247,177,75,93,15,13,15,10,14,1,8,5,33,4,2,2,1.0,2,4,0.0,3,0.0,0,296,2703.0,2999.0,7271,10
39935,29,16,2,8,4,4,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0.0,0,8,74.0,82.0,122,1
39949,6,12,77,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,102.0,104.0,201,1
39952,4,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,78.0,79.0,246,1
39966,35,60,3,25,6,17,18,9,2,0,0,2,1,2,0,1,2,0,3,1,0.0,0,0,1.0,0,0.0,0,17,188.0,205.0,367,1
39970,511,224,1098,62,93,60,22,42,3,4,56,4,4,2,4,2,3,2,1,2,3.0,2,2,1.0,1,0.0,0,105,2208.0,2313.0,7037,7
39983,39,9,5,4,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,9,68.0,77.0,127,1
39997,8,24,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,41.0,44.0,48,1
40004,582,145,0,122,107,85,58,47,11,26,7,5,2,3,7,0,0,4,1,0,8.0,2,0,0.0,6,0.0,0,107,1228.0,1335.0,2708,4
40018,103,111,15,1,16,7,16,5,0,2,0,0,1,0,0,0,0,1,0,0,1.0,1,0,0.0,3,0.0,0,18,283.0,301.0,436,1
40021,35,37,0,2,6,12,10,3,1,1,0,1,0,0,0,0,0,1,0,1,0.0,0,1,1.0,0,0.0,0,30,112.0,142.0,465,1
40049,5,7,0,0,3,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0.0,0,0.0,0,3,23.0,26.0,26,1
40052,372,135,24,14,19,65,61,10,2,1,1,2,1,2,4,0,2,1,3,7,1.0,2,1,1.0,1,1.0,0,84,733.0,817.0,1611,3
40066,31,15,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2,0.0,0,5,60.0,65.0,83,1
40070,22,12,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,44.0,52.0,67,1
40083,266,128,9,10,53,30,31,25,2,1,4,0,4,3,2,0,4,0,0,2,3.0,0,1,0.0,0,0.0,0,89,578.0,667.0,1599,2
40097,92,46,56,16,43,30,29,6,3,0,1,0,0,2,0,0,1,0,1,0,0.0,0,0,0.0,1,0.0,0,27,327.0,354.0,718,1
40124,74,37,100,12,30,12,7,8,0,0,0,0,0,0,1,3,1,0,0,0,0.0,0,0,0.0,0,1.0,0,56,286.0,342.0,661,1
40138,9,6,72,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,92.0,100.0,205,1
40141,28,53,81,3,13,7,18,10,3,0,1,0,0,1,0,1,1,0,1,0,0.0,1,0,1.0,0,0.0,0,14,223.0,237.0,450,1
40155,114,41,84,8,23,40,10,29,0,3,0,0,2,1,2,2,1,1,0,1,0.0,0,1,0.0,1,0.0,0,38,364.0,402.0,737,1
40172,61,98,26,14,6,13,3,0,0,0,1,0,0,0,2,3,1,0,0,2,1.0,0,0,0.0,0,0.0,0,37,231.0,268.0,717,1
40195,80,148,35,6,69,44,20,4,0,0,0,1,0,1,1,2,1,1,1,1,1.0,0,0,1.0,0,0.0,0,43,417.0,460.0,943,2
40200,143,217,7,17,37,102,63,14,3,1,2,0,1,0,1,4,8,1,2,2,0.0,3,1,2.0,0,0.0,0,62,631.0,693.0,1465,2
40213,148,238,239,20,17,26,11,19,3,0,2,0,2,0,0,9,1,2,0,2,0.0,0,2,1.0,1,0.0,0,92,743.0,835.0,1974,3
40230,10,13,0,3,7,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,1.0,0,0.0,0,4,43.0,47.0,96,1
40258,6,3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,36.0,37.0,43,1
40261,41,34,65,3,5,16,7,8,1,0,0,0,0,0,0,1,0,1,0,0,0.0,1,0,2.0,0,0.0,0,15,185.0,200.0,355,1
40275,17,29,0,5,9,1,8,12,1,0,0,0,1,0,1,0,1,1,0,1,0.0,1,0,2.0,0,0.0,0,7,90.0,97.0,186,1
40292,378,220,404,70,152,77,52,42,9,4,7,5,6,3,3,2,0,1,0,3,2.0,1,0,1.0,0,0.0,0,137,1442.0,1579.0,2931,3
40326,16,18,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,44.0,45.0,61,1
40333,33,39,44,0,0,17,4,4,1,1,1,1,0,1,1,2,0,2,1,1,1.0,0,1,0.0,0,0.0,0,29,155.0,184.0,335,1
40381,34,113,1,0,16,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,3.0,0,0,0.0,0,2.0,0,44,175.0,219.0,620,1
40395,7,7,72,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,6,100.0,106.0,171,1
40419,10,5,2,1,12,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,37.0,44.0,51,1
40422,833,433,1049,183,216,156,52,138,20,17,30,5,3,0,4,8,7,2,8,4,3.0,2,6,5.0,3,0.0,0,125,3187.0,3312.0,8281,11
40436,156,46,1,29,21,16,20,10,2,3,5,1,3,0,1,1,1,1,0,0,1.0,7,0,0.0,0,0.0,0,26,325.0,351.0,548,1
40441,21,96,2,4,0,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,17,134.0,151.0,281,1
40453,4,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,161.0,173.0,197,1
40467,638,306,758,174,130,116,82,85,12,13,1,9,17,3,4,3,7,6,2,1,6.0,1,3,0.0,6,0.0,0,312,2383.0,2695.0,5818,9
40484,193,113,43,63,54,47,44,24,2,3,1,1,2,1,0,1,3,0,0,0,1.0,0,1,0.0,1,0.0,0,36,598.0,634.0,1315,2
40508,4,6,0,1,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,1,19.0,20.0,48,1
40511,7,0,93,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,126.0,130.0,211,1
40525,464,428,40,85,52,130,50,38,4,9,15,2,1,0,5,6,3,1,1,5,3.0,1,8,0.0,1,0.0,0,52,1352.0,1404.0,2945,6
40539,123,86,29,14,17,18,23,10,1,2,4,0,2,0,6,1,0,1,0,0,1.0,0,0,0.0,0,0.0,0,36,338.0,374.0,711,2
40573,13,46,1,4,10,9,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,11,105.0,116.0,184,1
40590,78,25,3,11,14,4,13,1,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,1,0.0,0,0.0,0,18,155.0,173.0,258,1
40628,36,22,35,0,0,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,2,0.0,0,0.0,0,7,117.0,124.0,215,1
40645,54,92,11,9,6,32,14,12,0,0,0,2,1,0,0,1,0,2,0,1,1.0,0,0,0.0,0,0.0,0,25,238.0,263.0,426,1
40662,17,3,52,3,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,83.0,83.0,102,1
40676,10,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,44.0,46.0,200,1
40693,11,33,33,1,8,7,1,7,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,1.0,0,0.0,0,5,104.0,109.0,159,1
40703,30,29,1,6,10,25,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,7,114.0,121.0,179,1
40717,264,144,0,161,55,52,52,34,3,36,6,2,1,4,0,3,2,1,0,0,0.0,0,2,0.0,2,0.0,0,103,824.0,927.0,2233,3
40748,48,31,40,13,4,25,1,2,3,2,2,0,0,1,0,1,3,0,0,0,0.0,0,0,0.0,0,0.0,0,6,176.0,182.0,313,1
40751,29,10,0,1,7,2,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,3,55.0,58.0,73,1
40782,46,62,98,5,17,13,17,7,0,0,1,2,0,1,1,1,0,0,2,0,0.0,2,0,0.0,0,0.0,0,12,275.0,287.0,531,1
40806,29,6,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,45.0,52.0,57,1
40823,2,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,59.0,60.0,374,1
40837,34,73,0,3,7,11,9,3,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,1.0,0,0.0,0,15,143.0,158.0,206,1
40840,46,18,0,1,7,9,4,1,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0,1,0.0,0,0.0,0,14,91.0,105.0,138,1
40868,112,29,216,8,17,30,8,5,0,0,0,0,2,0,1,0,0,2,0,2,1.0,0,2,1.0,0,0.0,0,82,436.0,518.0,952,1
40885,12,8,45,1,8,4,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,85.0,93.0,362,1
