id,ГЕРБ,БСП,ДПС,РЕФОРМАТОРСКИ БЛОК,ПФ (НФСБ-ВМРО),ББЦ,АТАКА,АБВ,Движение 21,Глас Народен,РЕПУБЛИКА БГ,ЗЕЛЕНИТЕ,Нова България,НОВА АЛТЕРНАТИВА,ОБЕДИНЕНА БЪЛГАРИЯ,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ,НДСВ,ПАРТИЯ НА ЗЕЛЕНИТЕ,ДЕСНИТЕ,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ,НОВА СИЛА,БНС-НД,СОЦИАЛДЕМ. ПАРТИЯ,ОБЩЕСТВО ЗА НОВА БГ,НОВОТО ВРЕМЕ,независими,не подкрепям никого,невалидни,total_valid,total,eligible_voters,n_stations
16701,75,51,32,12,36,11,16,4,2,1,0,2,0,1,0,3,0,0,0,0,0.0,0,1,0.0,0,0.0,0,44,247.0,291.0,672,1
16729,4,3,36,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,90.0,95.0,181,1
16732,8,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,20.0,24.0,38,1
16754,152,104,1,21,47,65,27,6,0,3,4,0,0,1,1,2,2,2,0,2,1.0,1,1,0.0,1,0.0,0,60,444.0,504.0,841,1
16763,136,33,251,4,3,2,3,5,0,0,0,0,3,0,0,16,0,0,1,0,0.0,0,0,0.0,0,3.0,0,35,460.0,495.0,872,1
16780,30,30,12,1,9,17,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,110.0,115.0,208,1
16794,26,18,7,3,4,35,4,1,3,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0.0,0,0.0,0,7,104.0,111.0,175,1
16818,18,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,190.0,192.0,186,1
16821,79,6,45,3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0.0,1,0,0.0,0,0.0,0,9,144.0,153.0,270,1
16849,51,4,76,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0.0,0,0.0,0,4,136.0,140.0,182,1
16852,3,5,60,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,15,71.0,86.0,156,1
16866,63,43,28,4,9,6,11,2,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,2,0.0,0,0.0,0,18,171.0,189.0,247,1
16883,22,48,3,7,10,12,12,6,2,0,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0.0,1,0.0,0,6,126.0,132.0,195,1
16897,35,26,2,14,21,34,6,8,0,0,0,0,7,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,12,155.0,167.0,312,1
16907,24,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,34.0,37.0,41,1
16910,17,11,432,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0.0,0,0.0,0,29,465.0,494.0,1435,2
16924,195,116,188,12,116,17,12,13,3,2,1,0,1,3,0,1,0,0,0,1,0.0,0,0,0.0,0,0.0,0,64,681.0,745.0,1241,1
16955,19,11,1,2,4,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,51.0,57.0,65,1
16969,3,2,0,3,3,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0.0,0,4,20.0,24.0,66,1
16986,40,25,0,0,6,3,8,6,0,0,1,0,0,2,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,6,92.0,98.0,134,1
17004,11,8,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,4,27.0,31.0,77,1
17018,52,37,1,15,5,24,36,6,3,1,0,0,1,1,0,1,1,1,0,0,0.0,2,0,0.0,0,0.0,0,12,187.0,199.0,371,1
17035,13,4,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,24.0,25.0,28,1
17049,6,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,0,15.0,15.0,17,1
17052,15,14,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0.0,0,0.0,0,2,36.0,38.0,54,1
17066,26,9,126,6,6,2,2,3,1,0,0,0,1,0,0,0,1,0,2,1,0.0,0,0,0.0,0,0.0,0,12,186.0,198.0,350,1
17097,17,19,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,43.0,47.0,56,1
17107,23,28,7,1,3,2,3,5,0,0,0,0,1,1,0,0,1,0,0,0,1.0,0,1,0.0,1,0.0,0,6,78.0,84.0,134,2
17124,27,18,57,3,2,4,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0.0,0,1,0.0,1,0.0,0,37,120.0,157.0,257,1
17138,8,6,436,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,16,454.0,470.0,1013,2
17141,259,78,13,137,77,29,60,10,4,2,7,2,3,0,0,4,1,1,1,2,0.0,0,0,1.0,0,0.0,0,52,691.0,743.0,1171,2
17155,56,25,33,7,9,7,7,9,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,16,156.0,172.0,238,1
17172,46,45,69,8,15,6,7,12,2,0,0,0,1,0,0,3,0,0,1,1,4.0,0,1,2.0,0,0.0,0,13,223.0,236.0,405,1
17186,6,1,42,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,53.0,56.0,137,1
17192,11,21,4,2,7,6,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0.0,0,0.0,0,10,58.0,68.0,95,1
17208,9,28,3,2,4,7,8,0,0,1,0,2,1,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0.0,0,19,67.0,86.0,138,2
17213,37,14,158,3,37,16,3,1,0,2,6,0,0,0,0,0,0,0,0,1,1.0,0,1,0.0,0,0.0,0,17,280.0,297.0,433,1
17230,9,4,92,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1.0,0,0.0,0,5,114.0,119.0,234,1
17244,30,45,172,4,10,12,8,7,3,3,0,0,0,2,1,1,2,1,1,0,0.0,0,1,0.0,0,0.0,0,22,303.0,325.0,521,1
17258,39,16,2,7,10,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,90.0,95.0,129,1
17275,13,7,4,6,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,41.0,43.0,75,1
17323,19,22,58,0,18,4,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,9,129.0,138.0,265,1
17347,58,18,92,3,6,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.0,1,0,0.0,0,0.0,0,22,185.0,207.0,378,1
17350,46,41,0,3,13,15,18,12,0,1,1,1,1,0,2,2,0,0,0,1,0.0,1,1,1.0,0,0.0,0,8,160.0,168.0,279,1
17364,23,35,2,8,6,10,5,4,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,96.0,100.0,212,1
17378,14,49,12,3,7,8,8,3,1,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,3,110.0,113.0,132,1
17381,11,4,1,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,24.0,27.0,44,1
17395,3599,2148,296,574,404,352,411,410,56,26,22,21,20,11,16,21,10,10,30,14,9.0,19,31,9.0,5,42.0,0,635,8566.0,9201.0,17725,24
17405,37,22,0,0,0,6,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,18,78.0,96.0,166,1
17419,127,87,316,68,9,38,34,4,0,1,0,1,2,2,2,2,0,1,0,1,1.0,2,2,0.0,1,0.0,0,43,701.0,744.0,1540,2
17422,156,129,4,38,27,51,35,18,2,0,9,0,2,0,2,2,2,3,0,8,1.0,0,1,0.0,0,0.0,0,42,490.0,532.0,1231,2
17436,273,27,12,4,20,56,14,13,1,2,0,1,1,1,1,2,1,0,1,4,0.0,1,1,2.0,1,0.0,0,90,439.0,529.0,3430,4
17449,80,25,8,12,4,10,6,5,1,5,0,0,2,1,0,0,0,3,0,0,0.0,0,0,0.0,0,0.0,0,13,162.0,175.0,267,1
17453,51,34,87,6,17,17,4,8,1,0,0,1,1,1,0,1,3,0,0,0,1.0,1,0,0.0,0,0.0,0,15,234.0,249.0,417,1
17467,10,110,2,3,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,4,136.0,140.0,171,1
17470,35,73,41,2,29,26,4,7,1,1,1,1,0,0,0,3,0,1,0,0,1.0,0,0,0.0,0,0.0,0,43,226.0,269.0,908,1
17484,356,175,7,16,85,43,53,79,1,7,0,4,14,1,1,3,0,1,1,0,1.0,0,4,0.0,1,0.0,0,150,853.0,1003.0,2064,3
17498,8,6,257,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,1,275.0,276.0,449,1
17508,74,26,58,2,8,5,3,13,1,1,0,0,1,0,1,0,0,1,0,0,1.0,0,1,0.0,1,0.0,0,48,197.0,245.0,673,1
17511,10,13,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,1,29.0,30.0,40,1
17542,11,35,15,1,2,2,8,2,0,0,2,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,3,80.0,83.0,79,1
17556,106,61,15,24,21,52,50,21,3,0,2,0,0,2,1,0,0,0,0,1,0.0,1,0,0.0,1,0.0,0,41,361.0,402.0,960,2
17573,10,15,208,21,8,2,3,11,0,0,0,0,2,0,0,0,1,1,1,0,0.0,0,0,0.0,0,0.0,0,26,283.0,309.0,840,1
17587,77,86,217,2,12,22,5,16,1,1,1,0,1,0,3,0,1,0,3,2,0.0,0,0,0.0,1,0.0,0,25,451.0,476.0,952,2
17590,7,4,95,5,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,14,120.0,134.0,525,1
17600,12,19,210,3,3,1,0,7,0,1,0,0,1,4,1,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,29,263.0,292.0,552,1
17614,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,21.0,22.0,30,1
17631,31,19,30,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,89.0,96.0,112,1
17645,124,175,50,28,33,129,35,8,3,2,4,3,2,3,2,3,3,1,0,1,1.0,1,1,0.0,1,0.0,0,41,613.0,654.0,1329,3
17659,2,14,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,20.0,21.0,32,1
17676,18,2,42,8,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,2,79.0,81.0,135,1
17680,31,39,1,0,5,13,26,6,1,2,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,0,0.0,0,4,126.0,130.0,261,1
17693,49,37,2,5,13,10,2,34,1,1,0,0,1,0,0,0,1,0,0,4,1.0,0,0,1.0,0,0.0,0,32,162.0,194.0,288,1
17717,39,115,15,5,20,6,1,6,0,2,0,0,3,1,1,0,0,3,0,1,3.0,1,0,0.0,0,0.0,0,34,222.0,256.0,539,1
17734,6,12,1,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,26.0,27.0,40,1
17748,46,53,0,4,27,26,29,7,0,0,0,1,1,1,1,2,0,0,1,0,1.0,2,0,0.0,3,0.0,0,19,205.0,224.0,515,1
17751,96,38,9,11,12,18,35,3,1,2,1,1,1,2,0,0,1,0,0,0,0.0,0,0,0.0,1,0.0,0,20,232.0,252.0,580,1
17782,13,18,23,0,1,5,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0.0,0,0.0,0,8,68.0,76.0,145,1
17796,11,13,2,3,0,1,4,15,0,0,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,1,53.0,54.0,81,1
17806,213,85,14,46,87,65,21,32,26,1,2,5,5,4,1,4,1,2,2,3,4.0,1,1,0.0,2,0.0,0,83,627.0,710.0,1453,2
17823,175,22,244,1,5,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0,50,456.0,506.0,1025,2
17854,150,49,26,29,124,65,58,35,9,1,1,4,4,5,3,2,1,1,1,3,3.0,2,1,0.0,0,0.0,0,34,577.0,611.0,1391,2
17868,6,3,94,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,106.0,109.0,350,1
17871,5,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,7,76.0,83.0,252,1
17885,62,33,1,12,10,13,23,10,1,1,2,2,0,3,1,2,0,0,0,1,0.0,0,0,0.0,0,0.0,0,12,177.0,189.0,351,1
17909,107,17,158,2,6,12,7,3,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,47,315.0,362.0,609,1
17912,120,164,343,8,46,26,29,7,4,2,2,0,1,1,0,1,0,2,4,2,1.0,0,1,2.0,1,0.0,0,184,767.0,951.0,1987,3
17943,83,44,82,105,12,13,15,11,3,2,0,0,2,0,1,4,0,0,0,0,0.0,0,0,1.0,0,0.0,0,26,378.0,404.0,677,1
17957,58,27,293,1,0,4,4,2,6,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,1.0,0,0.0,0,10,399.0,409.0,828,1
17960,47,53,11,2,12,8,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,1.0,0,0.0,0,10,145.0,155.0,313,1
17974,959,420,117,131,702,216,96,135,28,15,8,8,7,14,6,3,8,2,4,8,3.0,10,6,4.0,2,8.0,0,346,2920.0,3266.0,7569,11
17988,30,5,451,3,1,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1.0,0,0,1.0,0,0.0,0,27,500.0,527.0,1406,2
17991,14,7,1,1,3,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,42.0,77,1
18018,67,48,96,3,18,5,8,2,0,1,0,1,0,0,0,0,0,1,0,2,1.0,0,0,0.0,0,0.0,0,11,253.0,264.0,467,1
18037,4,9,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,23.0,25.0,39,1
18040,5,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,15.0,17.0,38,1
18054,22,11,59,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0.0,0,0.0,0,11,98.0,109.0,297,1
18071,7,4,101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,114.0,120.0,365,1
18085,6,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,59.0,59.0,236,1
18099,307,192,170,45,91,192,137,94,22,7,2,1,5,3,4,8,7,3,2,3,4.0,1,0,3.0,0,0.0,0,118,1303.0,1421.0,2916,4
18109,21,25,1,4,5,6,4,4,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0.0,0,10,73.0,83.0,146,1
18126,14,0,36,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,53.0,54.0,140,1
18133,12,4,3,1,4,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,31.0,34,1
18143,64,31,1,5,7,14,4,7,1,0,3,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,1,0.0,0,18,139.0,157.0,224,1
18157,246,269,220,78,76,208,43,27,11,3,13,0,5,5,3,7,1,2,4,3,1.0,4,2,2.0,1,0.0,0,161,1234.0,1395.0,2416,3
18160,38,33,23,8,40,33,11,9,1,0,0,1,0,0,0,0,1,0,0,1,0.0,1,0,4.0,0,0.0,0,18,204.0,222.0,440,1
18174,60,14,6,15,14,5,11,3,0,2,1,2,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0.0,0,11,136.0,147.0,252,1
18188,30,20,300,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,50,361.0,411.0,760,1
18191,3,8,15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,30.0,146,1
18201,8,18,1,6,5,7,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,53.0,60.0,113,1
18215,60,14,1,9,18,10,5,4,0,0,5,0,1,1,0,1,1,0,0,1,0.0,0,1,1.0,0,0.0,0,7,133.0,140.0,253,1
18229,48,37,192,11,10,94,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0.0,1,2.0,0,84,401.0,485.0,999,2
18232,39,4,109,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,11,167.0,178.0,349,1
18259,40,59,2,5,21,14,9,2,0,0,4,0,0,1,0,4,0,3,0,1,0.0,0,0,1.0,0,0.0,0,13,166.0,179.0,281,1
18263,43,35,2,9,8,4,4,3,0,2,1,2,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,114.0,123.0,200,1
18277,41,15,0,3,9,2,4,1,0,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,12,79.0,91.0,131,1
18280,786,855,332,109,261,808,198,83,86,37,5,12,19,9,22,22,7,15,8,6,10.0,7,12,14.0,3,0.0,0,354,3726.0,4080.0,7131,11
18294,26,12,3,4,6,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,62.0,71.0,107,1
18304,87,113,2,7,9,14,32,8,2,1,1,1,0,0,0,2,1,0,0,3,1.0,1,0,1.0,0,0.0,0,11,286.0,297.0,604,1
18321,15,5,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,7,119.0,126.0,810,1
18335,11,5,1,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,24.0,25.0,33,1
18349,16,15,1,0,1,3,4,4,2,0,6,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,59.0,61.0,85,1
18352,31,17,2,0,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,1,65.0,66.0,217,1
18366,338,106,70,42,61,13,37,43,4,0,3,3,2,2,2,3,1,1,0,1,1.0,1,0,1.0,1,3.0,0,107,739.0,846.0,1513,2
18374,27,29,2,2,4,33,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,106.0,110.0,236,1
18407,17,13,247,5,1,1,1,3,0,2,0,0,0,0,0,2,0,0,0,0,1.0,0,0,0.0,0,0.0,0,13,293.0,306.0,526,1
18424,97,24,365,8,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,0,0,0.0,0,0.0,0,29,500.0,529.0,839,1
18455,29,23,4,4,7,11,9,1,2,2,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,93.0,96.0,197,1
18469,50,108,97,57,51,1,6,4,0,0,0,0,0,0,2,1,5,0,1,0,2.0,0,0,0.0,3,0.0,0,39,388.0,427.0,835,2
18486,22,66,4,1,7,5,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0,1,0.0,0,0.0,0,13,113.0,126.0,207,1
18490,513,233,23,120,114,102,127,60,23,11,8,8,18,4,9,8,3,3,4,2,4.0,6,2,7.0,3,0.0,0,105,1415.0,1520.0,3076,4
18505,177,183,316,60,37,164,33,48,5,3,0,2,3,3,2,3,4,2,0,5,4.0,1,2,0.0,1,0.0,0,66,1058.0,1124.0,2307,4
18513,33,0,24,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,62.0,69.0,147,1
18527,8,7,52,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,94.0,99.0,174,1
18544,9,8,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,1,56.0,57.0,91,1
18558,81,31,79,63,15,2,0,3,0,0,11,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,30,286.0,316.0,508,1
18561,9,51,1,6,1,16,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,24,92.0,116.0,204,1
18575,6,8,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,35.0,38.0,67,1
18589,262,123,2,57,89,43,48,18,10,7,18,0,4,1,0,3,0,1,0,1,3.0,0,1,1.0,1,0.0,0,26,693.0,719.0,1636,2
20033,70,122,45,16,23,60,6,2,1,0,0,0,1,0,0,0,1,2,0,0,1.0,0,2,0.0,1,0.0,0,29,353.0,382.0,646,2
20047,69,6,14,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,4,95.0,99.0,131,1
20050,11,28,117,2,2,8,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,6,178.0,184.0,295,1
20064,39,4,404,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0.0,0,0.0,0,55,458.0,513.0,608,1
20105,168,42,110,9,53,86,23,10,1,0,3,1,2,1,0,4,0,0,2,5,0.0,1,0,0.0,0,0.0,0,48,521.0,569.0,1054,2
20119,55,45,40,0,12,7,4,5,0,0,0,0,0,0,0,1,1,0,0,0,0.0,2,1,0.0,0,0.0,0,14,173.0,187.0,374,1
20153,34,40,1,9,10,16,5,6,0,0,0,1,1,0,1,1,0,0,0,1,1.0,0,1,1.0,0,0.0,0,11,129.0,140.0,229,1
20167,12,2,245,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,261.0,266.0,456,1
20184,386,187,504,186,166,95,108,72,12,5,8,2,5,12,11,9,1,0,3,4,3.0,1,5,3.0,1,0.0,0,104,1789.0,1893.0,3853,5
20208,21,26,1,0,6,7,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,69.0,73.0,125,1
20225,24,13,1,0,6,4,5,4,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0,1,0.0,0,0.0,0,6,61.0,67.0,81,1
20242,529,325,47,84,224,107,89,108,9,54,15,8,6,9,7,7,2,3,7,3,2.0,5,3,4.0,1,0.0,0,73,1658.0,1731.0,3433,5
20256,25,37,2,4,4,12,4,4,0,0,3,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,98.0,100.0,137,1
20273,141,30,5,11,192,41,25,10,1,3,0,0,1,0,2,1,5,0,1,0,0.0,2,2,0.0,1,0.0,0,70,474.0,544.0,1401,2
20300,76,88,70,11,13,28,15,17,4,0,0,0,0,0,2,2,1,0,0,2,1.0,0,0,0.0,1,0.0,0,30,331.0,361.0,596,1
20314,46,65,16,3,31,14,9,32,1,0,1,3,1,0,1,1,1,0,0,0,0.0,0,1,1.0,0,0.0,0,29,227.0,256.0,512,1
20328,4,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,13.0,15.0,32,1
20331,275,48,652,3,0,10,2,17,0,0,0,0,1,0,1,1,0,0,0,0,0.0,1,0,2.0,0,0.0,0,65,1013.0,1078.0,1959,2
20345,12,6,1,1,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0,0.0,0,0,31.0,31.0,66,1
20359,15,13,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,6,35.0,41.0,64,1
20362,105,76,0,21,14,61,41,52,2,11,2,1,0,0,0,1,2,1,0,0,0.0,0,2,0.0,0,0.0,0,32,392.0,424.0,785,1
20376,92,110,73,14,38,43,39,6,1,0,1,0,0,0,2,2,0,0,0,0,0.0,1,0,0.0,1,0.0,0,37,423.0,460.0,879,1
20383,64,59,49,8,38,27,10,8,2,0,0,0,0,0,0,1,1,1,0,0,0.0,0,1,3.0,0,0.0,0,25,272.0,297.0,641,1
20393,7,14,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,1,35.0,36.0,76,1
20403,42,5,74,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,132.0,140.0,245,1
20417,10,13,1,2,6,6,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0.0,0,0.0,0,12,49.0,61.0,137,1
20420,29,24,0,0,10,5,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1.0,0,0.0,0,6,80.0,86.0,137,1
20448,7,12,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,6,28.0,34.0,51,1
20465,1011,773,432,77,137,128,230,57,27,16,67,4,6,1,4,11,10,2,1,2,7.0,2,2,2.0,8,0.0,0,128,3017.0,3145.0,6216,10
20482,922,443,332,145,298,269,106,276,16,14,13,12,10,10,6,15,4,9,2,12,9.0,5,10,5.0,15,0.0,0,438,2958.0,3396.0,7256,9
20514,7,10,6,0,9,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,42.0,62,1
20523,17,15,0,1,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,42.0,50.0,67,1
20537,48,57,6,12,17,32,39,5,0,1,3,0,0,1,0,2,1,0,0,3,1.0,1,0,0.0,0,0.0,0,26,229.0,255.0,451,1
20554,4,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,97.0,104.0,346,1
20568,37,89,2,5,0,3,11,3,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0.0,0,0.0,0,15,152.0,167.0,272,1
20585,12,11,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,2.0,0,7,32.0,39.0,48,1
