id,ПП ДРОМ,БЪЛГАРСКА ПРОЛЕТ,ДНБ,ДСБ (коалиция),КОАЛИЦИЯ НА НЕДОВОЛНИТЕ,ВОЛЯ,БДЦ,АБВ/Движение 21,ДПС,БСП,ГЕРБ,Партия на ЗЕЛЕНИТЕ,ДОСТ,ВЪЗР,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,"Зелените, ДЕОС",ОБЕДИНЕНИ ПАТРИОТИ,КОЙ,НРП,БНО,РБ-ГЛАС НАРОДЕН,независими1,независими2,не подкрепям никого,total,eligible_voters,активност
196,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0410958904109589,0.5547945205479452,0.3424657534246575,0.0,0.0,0.00684931506849315,0.0,0.0,0.04794520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,271,0.5387453874538746
215,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.32608695652173914,0.391304347826087,0.0,0.0,0.010869565217391304,0.0,0.010869565217391304,0.1956521739130435,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,92.0,88,1.0454545454545454
223,0.0,0.0,0.001694915254237288,0.015254237288135594,0.001694915254237288,0.0288135593220339,0.0,0.00847457627118644,0.015254237288135594,0.3728813559322034,0.43050847457627117,0.003389830508474576,0.0,0.003389830508474576,0.0,0.006779661016949152,0.061016949152542375,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.03389830508474576,590.0,1107,0.5329719963866305
237,0.0,0.003816793893129771,0.003816793893129771,0.015267175572519083,0.003816793893129771,0.030534351145038167,0.0,0.007633587786259542,0.08015267175572519,0.42366412213740456,0.2595419847328244,0.0,0.003816793893129771,0.0,0.0,0.0,0.0916030534351145,0.0,0.0,0.0,0.061068702290076333,0.0,0.0,0.015267175572519083,262.0,491,0.5336048879837068
240,0.0,0.0,0.0,0.0,0.0,0.01875,0.00625,0.00625,0.00625,0.35625,0.45625,0.0,0.00625,0.0,0.0,0.0,0.1,0.00625,0.0,0.0,0.025,0.0,0.0,0.0125,160.0,377,0.4244031830238727
254,0.0,0.0,0.0009950248756218905,0.0009950248756218905,0.0,0.01890547263681592,0.0009950248756218905,0.005970149253731343,0.5164179104477612,0.20398009950248755,0.16417910447761194,0.0,0.003980099502487562,0.0029850746268656717,0.0,0.001990049751243781,0.06069651741293532,0.0009950248756218905,0.0029850746268656717,0.0009950248756218905,0.007960199004975124,0.0,0.0,0.004975124378109453,1005.0,2338,0.4298545765611634
268,0.0,0.02857142857142857,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.2857142857142857,0.2,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,35.0,61,0.5737704918032787
271,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.018518518518518517,0.037037037037037035,0.2777777777777778,0.4074074074074074,0.0,0.0,0.0,0.0,0.018518518518518517,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,64,0.84375
285,0.0,0.0,0.018691588785046728,0.018691588785046728,0.0,0.028037383177570093,0.0,0.018691588785046728,0.037383177570093455,0.411214953271028,0.21495327102803738,0.0,0.0,0.0,0.0,0.0,0.19626168224299065,0.0,0.0,0.009345794392523364,0.037383177570093455,0.0,0.0,0.009345794392523364,107.0,169,0.6331360946745562
299,0.0,0.004081632653061225,0.0,0.0,0.0,0.0163265306122449,0.0,0.004081632653061225,0.3224489795918367,0.32448979591836735,0.20612244897959184,0.0020408163265306124,0.014285714285714285,0.004081632653061225,0.0,0.004081632653061225,0.061224489795918366,0.0,0.0,0.0020408163265306124,0.018367346938775512,0.0,0.0,0.0163265306122449,490.0,1643,0.29823493609251367
309,0.0,0.0,0.0023148148148148147,0.0,0.0011574074074074073,0.0023148148148148147,0.0,0.0023148148148148147,0.07407407407407407,0.1076388888888889,0.037037037037037035,0.0,0.7152777777777778,0.005787037037037037,0.0,0.0023148148148148147,0.041666666666666664,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0,0.005787037037037037,864.0,2069,0.41759304011599807
312,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.7904191616766467,0.059880239520958084,0.029940119760479042,0.0,0.07784431137724551,0.005988023952095809,0.0,0.0,0.017964071856287425,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.005988023952095809,167.0,272,0.6139705882352942
326,0.0,0.0,0.0,0.0,0.013422818791946308,0.0,0.0,0.0,0.087248322147651,0.09395973154362416,0.026845637583892617,0.006711409395973154,0.0,0.0,0.0,0.020134228187919462,0.06040268456375839,0.0,0.0,0.013422818791946308,0.6644295302013423,0.0,0.0,0.013422818791946308,149.0,211,0.7061611374407583
330,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.024390243902439025,0.21951219512195122,0.3170731707317073,0.0,0.07317073170731707,0.0,0.0,0.0,0.21951219512195122,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.024390243902439025,41.0,41,1.0
343,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.023809523809523808,0.0,0.17857142857142858,0.13095238095238096,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.0,0.023809523809523808,84.0,107,0.7850467289719626
357,0.0019117135905457074,0.002780674313521029,0.0012165450121654502,0.014946124435175531,0.0024330900243309003,0.05265901981230448,0.0012165450121654502,0.006951685783802572,0.025547445255474453,0.27911018421967326,0.4045881126173097,0.0036496350364963502,0.0001737921445950643,0.012686826555439694,0.0,0.019638512339242267,0.09332638164754953,0.0006951685783802572,0.0005213764337851929,0.002780674313521029,0.03110879388251651,0.0074730622175877654,0.0,0.034584636774417796,5754.0,11508,0.5
360,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,18.0,29,0.6206896551724138
374,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.13559322033898305,0.559322033898305,0.11864406779661017,0.0,0.03389830508474576,0.0,0.0,0.0,0.1016949152542373,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,59.0,111,0.5315315315315315
391,0.0,0.0,0.013422818791946308,0.013422818791946308,0.006711409395973154,0.020134228187919462,0.013422818791946308,0.0,0.0,0.33557046979865773,0.47651006711409394,0.0,0.0,0.006711409395973154,0.0,0.013422818791946308,0.08053691275167785,0.0,0.0,0.0,0.013422818791946308,0.0,0.0,0.006711409395973154,149.0,214,0.6962616822429907
401,0.003738317757009346,0.0,0.001869158878504673,0.003738317757009346,0.0,0.020560747663551402,0.0,0.013084112149532711,0.13457943925233645,0.1925233644859813,0.5663551401869159,0.001869158878504673,0.001869158878504673,0.001869158878504673,0.0,0.0,0.037383177570093455,0.0,0.0,0.0,0.007476635514018692,0.0,0.0,0.013084112149532711,535.0,975,0.5487179487179488
415,0.0,0.0011350737797956867,0.0022701475595913734,0.0011350737797956867,0.0011350737797956867,0.04426787741203178,0.0011350737797956867,0.00681044267877412,0.0,0.39500567536889897,0.34619750283768447,0.0011350737797956867,0.0,0.00681044267877412,0.0,0.0,0.14869466515323496,0.0,0.0011350737797956867,0.0022701475595913734,0.022701475595913734,0.0,0.0,0.018161180476730987,881.0,1395,0.6315412186379928
429,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.5289855072463768,0.036231884057971016,0.41304347826086957,0.0,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,272,0.5073529411764706
432,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.6559139784946236,0.021505376344086023,0.16129032258064516,0.0,0.12903225806451613,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,250,0.372
446,0.0,0.0,0.0,0.0035460992907801418,0.0,0.0,0.0,0.0035460992907801418,0.8546099290780141,0.0070921985815602835,0.0035460992907801418,0.0,0.10638297872340426,0.0,0.0,0.0035460992907801418,0.0070921985815602835,0.0,0.0035460992907801418,0.0,0.0,0.0,0.0,0.0070921985815602835,282.0,538,0.5241635687732342
480,0.0039603960396039604,0.0019801980198019802,0.0039603960396039604,0.0,0.0039603960396039604,0.03564356435643564,0.0,0.009900990099009901,0.1782178217821782,0.41386138613861384,0.13267326732673268,0.0019801980198019802,0.02574257425742574,0.0039603960396039604,0.0,0.0019801980198019802,0.09504950495049505,0.0019801980198019802,0.0,0.0,0.06336633663366337,0.0,0.0,0.02178217821782178,505.0,994,0.5080482897384306
494,0.0,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.15151515151515152,0.30303030303030304,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,40,0.825
504,0.0,0.0,0.0013550135501355014,0.013550135501355014,0.0040650406504065045,0.06368563685636856,0.0,0.009485094850948509,0.06504065040650407,0.34688346883468835,0.2791327913279133,0.0013550135501355014,0.0,0.006775067750677507,0.0,0.023035230352303523,0.10975609756097561,0.0013550135501355014,0.0,0.0,0.044715447154471545,0.0,0.0,0.02981029810298103,738.0,1307,0.5646518745218057
518,0.0015082956259426848,0.0015082956259426848,0.0,0.0,0.0,0.024132730015082957,0.0,0.0015082956259426848,0.34992458521870284,0.2730015082956259,0.21417797888386123,0.0015082956259426848,0.004524886877828055,0.0015082956259426848,0.0,0.0015082956259426848,0.0889894419306184,0.0015082956259426848,0.0,0.0030165912518853697,0.010558069381598794,0.0,0.0,0.021116138763197588,663.0,1401,0.4732334047109208
