;from;to;fromLabel;toLabel;value;color;toTotal
51;[20.801944444,41.116944444];[23.321726,42.697886];Охрид;София;69;#ff3a31;559
240;[21.554166666,41.346388888];[23.321726,42.697886];Прилеп;София;63;#ff3a31;559
168;[22.191388888,41.735833333];[23.321726,42.697886];Щип;София;45;#ff3a31;559
302;[21.775277777,41.715277777];[23.321726,42.697886];Велес;София;42;#ff3a31;559
369;[21.334722222,41.031944444];[23.321726,42.697886];Битоля;София;38;#ff3a31;559
260;[21.248333333,41.37];[23.321726,42.697886];Крушево;София;36;#ff3a31;559
671;[22.8765,40.9954];[23.321726,42.697886];Кукуш;София;36;#ff3a31;559
501;[22.935555555,40.640277777];[23.321726,42.697886];Солун;София;20;#ff3a31;559
1206;[21.433333333,41.983333333];[23.321726,42.697886];Скопие;София;20;#ff3a31;559
189;[20.678888888,41.1775];[23.321726,42.697886];Струга;София;16;#ff3a31;559
406;[21.012222222,41.088888888];[23.321726,42.697886];Ресен;София;13;#ff3a31;559
399;[22.011666666,41.432777777];[23.321726,42.697886];Кавадарци;София;7;#ff3a31;559
1355;[22.72472222,41.17916667];[23.321726,42.697886];Дойран;София;7;#ff3a31;559
204;[20.971388888,42.010277777];[23.321726,42.697886];Тетово;София;6;#ff3a31;559
626;[22.05,40.8];[23.321726,42.697886];Воден;София;6;#ff3a31;559
1050;[21.429166666,40.565277777];[23.321726,42.697886];Загоричани;София;6;#ff3a31;559
1259;[22.331666666,42.201666666];[23.321726,42.697886];Крива паланка;София;6;#ff3a31;559
650;[22.4125,41.916666666];[23.321726,42.697886];Кочани;София;4;#ff3a31;559
1022;[21.556111111,40.49];[23.321726,42.697886];Емборе;София;4;#ff3a31;559
1238;[22.643055555,41.4375];[23.321726,42.697886];Струмица;София;4;#ff3a31;559
1252;[21.714444444,42.132222222];[23.321726,42.697886];Куманово;София;4;#ff3a31;559
1346;[22.41453,40.79622];[23.321726,42.697886];Енидже Вардар;София;4;#ff3a31;559
126;[20.653055555,41.594166666];[23.321726,42.697886];Галичник;София;3;#ff3a31;559
727;[21.08333333,40.63333333];[23.321726,42.697886];Смърдеш;София;3;#ff3a31;559
768;[23.683333333,41.3];[23.321726,42.697886];Горно Броди;София;3;#ff3a31;559
536;[22.5714,40.9954];[23.321726,42.697886];Ругуновец;София;2;#ff3a31;559
557;[22.175,42.078333333];[23.321726,42.697886];Кратово;София;2;#ff3a31;559
634;[22.00363,40.8055];[23.321726,42.697886];Владово;София;2;#ff3a31;559
686;[22.8075,41.687222222];[23.321726,42.697886];Русиново;София;2;#ff3a31;559
698;[21.061666666,40.412222222];[23.321726,42.697886];Нестрам;София;2;#ff3a31;559
710;[22.451944444,40.948055555];[23.321726,42.697886];Гумендже;София;2;#ff3a31;559
748;[23.542222222,41.320833333];[23.321726,42.697886];Крушево;София;2;#ff3a31;559
990;[21.07972222,40.57888889];[23.321726,42.697886];Косинец;София;2;#ff3a31;559
1110;[21.2625,40.672777777];[23.321726,42.697886];Кономлади;София;2;#ff3a31;559
1118;[21.33864444,40.62];[23.321726,42.697886];Вишени;София;2;#ff3a31;559
1141;[21.513611111,40.835833333];[23.321726,42.697886];Върбени;София;2;#ff3a31;559
8;[21.050277777,41.024722222];[23.321726,42.697886];Подмочани;София;1;#ff3a31;559
15;[22.592777777,40.826111111];[23.321726,42.697886];Бозец;София;1;#ff3a31;559
68;[21.410277777,40.763333333];[23.321726,42.697886];Горно Неволяни;София;1;#ff3a31;559
75;[23.718861111,41.133583333];[23.321726,42.697886];Дряново (Серско);София;1;#ff3a31;559
79;[21.1774,40.40443];[23.321726,42.697886];Жужелци;София;1;#ff3a31;559
90;[21.32144,40.52154];[23.321726,42.697886];Личища;София;1;#ff3a31;559
91;[21.53611111,40.50472222];[23.321726,42.697886];Лъка (дем Еордея);София;1;#ff3a31;559
99;[21.2325,40.646666666];[23.321726,42.697886];Поздивища;София;1;#ff3a31;559
105;[21.748166666,40.726444444];[23.321726,42.697886];Пътеле;София;1;#ff3a31;559
315;[22.5025,41.139166666];[23.321726,42.697886];Гевгели;София;1;#ff3a31;559
421;[22.089166666,41.483888888];[23.321726,42.697886];Неготино;София;1;#ff3a31;559
570;[21.408888888,40.782777777];[23.321726,42.697886];Лерин;София;1;#ff3a31;559
591;[21.268761111,40.518130555];[23.321726,42.697886];Костур;София;1;#ff3a31;559
608;[23.55,41.083333333];[23.321726,42.697886];Сяр;София;1;#ff3a31;559
635;[22.743611111,41.145277777];[23.321726,42.697886];Владая;София;1;#ff3a31;559
639;[21.7953,41.6572];[23.321726,42.697886];Църквино;София;1;#ff3a31;559
641;[22.519167,40.76];[23.321726,42.697886];Пела;София;1;#ff3a31;559
692;[23.039444444,41.088888888];[23.321726,42.697886];Междурек;София;1;#ff3a31;559
702;[22.23,42.013888888];[23.321726,42.697886];Лесново;София;1;#ff3a31;559
730;[21.502777777,40.539722222];[23.321726,42.697886];Мокрени;София;1;#ff3a31;559
737;[22.105,41.7872];[23.321726,42.697886];Криви дол;София;1;#ff3a31;559
762;[22.7436,41.3838];[23.321726,42.697886];Банско;София;1;#ff3a31;559
773;[22.234722222,41.9875];[23.321726,42.697886];Злетово;София;1;#ff3a31;559
784;[21.346111111,40.991666666];[23.321726,42.697886];Кърстоар;София;1;#ff3a31;559
802;[22.6094,41.3572];[23.321726,42.697886];Костурино;София;1;#ff3a31;559
806;[21.461666666,41.477222222];[23.321726,42.697886];Браилово;София;1;#ff3a31;559
829;[21.0,41.0331];[23.321726,42.697886];Дърмени;София;1;#ff3a31;559
846;[21.698611111,41.553055555];[23.321726,42.697886];Извор;София;1;#ff3a31;559
849;[21.7489,41.6031];[23.321726,42.697886];Войница;София;1;#ff3a31;559
858;[21.739722222,41.3725];[23.321726,42.697886];Трояци;София;1;#ff3a31;559
862;[21.0639,41.085];[23.321726,42.697886];Сопотско;София;1;#ff3a31;559
866;[21.2725,41.267222222];[23.321726,42.697886];Света;София;1;#ff3a31;559
876;[21.2533,41.4192];[23.321726,42.697886];Селце;София;1;#ff3a31;559
879;[20.7897,41.8072];[23.321726,42.697886];Горно Йеловце;София;1;#ff3a31;559
884;[21.026666666,41.445833333];[23.321726,42.697886];Вранещица;София;1;#ff3a31;559
886;[21.378611111,41.108333333];[23.321726,42.697886];Могила;София;1;#ff3a31;559
890;[21.1219,41.12];[23.321726,42.697886];Гопеш;София;1;#ff3a31;559
892;[22.7025,41.47777778];[23.321726,42.697886];Сарай;София;1;#ff3a31;559
912;[22.11,42.2];[23.321726,42.697886];Радибуш;София;1;#ff3a31;559
915;[22.3622,41.9063];[23.321726,42.697886];Търкане;София;1;#ff3a31;559
917;[22.8497,41.9083];[23.321726,42.697886];Вирче;София;1;#ff3a31;559
947;[21.111111111,41.155];[23.321726,42.697886];Смилево;София;1;#ff3a31;559
963;[20.693888888,41.536111111];[23.321726,42.697886];Лазарополе;София;1;#ff3a31;559
979;[21.521944444,40.705833333];[23.321726,42.697886];Негован;София;1;#ff3a31;559
998;[21.09906,40.45748];[23.321726,42.697886];Дреничево;София;1;#ff3a31;559
1023;[22.97805556,40.74472222];[23.321726,42.697886];Айватово;София;1;#ff3a31;559
1024;[21.37472222,40.505];[23.321726,42.697886];Горенци;София;1;#ff3a31;559
1031;[23.036944444,41.285555555];[23.321726,42.697886];Горни Порой;София;1;#ff3a31;559
1042;[21.62333333,40.68916667];[23.321726,42.697886];Горно Върбени;София;1;#ff3a31;559
1053;[21.9525,40.91583333];[23.321726,42.697886];Саракиново;София;1;#ff3a31;559
1055;[22.708888888,40.769444444];[23.321726,42.697886];Ватилък;София;1;#ff3a31;559
1064;[23.28194444,41.18305556];[23.321726,42.697886];Долна Джумая;София;1;#ff3a31;559
1072;[22.51102,41.12209];[23.321726,42.697886];Сехово;София;1;#ff3a31;559
1076;[21.599444444,40.570555555];[23.321726,42.697886];Ракита;София;1;#ff3a31;559
1101;[21.3027,40.7769];[23.321726,42.697886];Арменско;София;1;#ff3a31;559
1106;[21.301111111,40.815555555];[23.321726,42.697886];Буф;София;1;#ff3a31;559
1114;[21.469444444,40.613333333];[23.321726,42.697886];Сребрено;София;1;#ff3a31;559
1120;[21.44611111,40.55222222];[23.321726,42.697886];Бобища;София;1;#ff3a31;559
1124;[21.36527778,40.59361111];[23.321726,42.697886];Черешница;София;1;#ff3a31;559
1127;[23.18,40.8883];[23.321726,42.697886];Зарово;София;1;#ff3a31;559
1138;[21.27194444,40.59388889];[23.321726,42.697886];Шестеово;София;1;#ff3a31;559
1149;[21.143333333,40.582222222];[23.321726,42.697886];Дъмбени;София;1;#ff3a31;559
1154;[23.1783,40.9267];[23.321726,42.697886];Негован;София;1;#ff3a31;559
1160;[22.7805,41.088916666];[23.321726,42.697886];Хърсово;София;1;#ff3a31;559
1165;[21.9425,41.865];[23.321726,42.697886];Свети Никола;София;1;#ff3a31;559
1221;[21.61667,40.76667];[23.321726,42.697886];Баница;София;1;#ff3a31;559
1265;[21.17805556,41.05583333];[23.321726,42.697886];Цапари;София;1;#ff3a31;559
1270;[21.0153,41.6278];[23.321726,42.697886];Ягол Доленци;София;1;#ff3a31;559
1328;[21.475277777,41.594166666];[23.321726,42.697886];Богомила;София;1;#ff3a31;559
1358;[20.56055556,41.39138889];[23.321726,42.697886];Дренок;София;1;#ff3a31;559
1361;[21.6089,41.5344];[23.321726,42.697886];Оморани;София;1;#ff3a31;559
1372;[22.464444444,41.638055555];[23.321726,42.697886];Радовиш;София;1;#ff3a31;559
234;[21.554166666,41.346388888];[21.433333333,41.983333333];Прилеп;Скопие;45;#ff7e2b;390
361;[21.334722222,41.031944444];[21.433333333,41.983333333];Битоля;Скопие;33;#ff7e2b;390
297;[21.775277777,41.715277777];[21.433333333,41.983333333];Велес;Скопие;29;#ff7e2b;390
1250;[21.714444444,42.132222222];[21.433333333,41.983333333];Куманово;Скопие;17;#ff7e2b;390
202;[20.971388888,42.010277777];[21.433333333,41.983333333];Тетово;Скопие;16;#ff7e2b;390
166;[22.191388888,41.735833333];[21.433333333,41.983333333];Щип;Скопие;15;#ff7e2b;390
46;[20.801944444,41.116944444];[21.433333333,41.983333333];Охрид;Скопие;14;#ff7e2b;390
649;[22.4125,41.916666666];[21.433333333,41.983333333];Кочани;Скопие;11;#ff7e2b;390
259;[21.248333333,41.37];[21.433333333,41.983333333];Крушево;Скопие;10;#ff7e2b;390
397;[22.011666666,41.432777777];[21.433333333,41.983333333];Кавадарци;Скопие;10;#ff7e2b;390
1236;[22.643055555,41.4375];[21.433333333,41.983333333];Струмица;Скопие;10;#ff7e2b;390
1294;[20.527222222,41.525];[21.433333333,41.983333333];Дебър;Скопие;10;#ff7e2b;390
125;[20.653055555,41.594166666];[21.433333333,41.983333333];Галичник;Скопие;6;#ff7e2b;390
308;[20.916666666,41.8];[21.433333333,41.983333333];Гостивар;Скопие;6;#ff7e2b;390
387;[20.963055555,41.514166666];[21.433333333,41.983333333];Кичево;Скопие;6;#ff7e2b;390
420;[22.089166666,41.483888888];[21.433333333,41.983333333];Неготино;Скопие;6;#ff7e2b;390
556;[22.175,42.078333333];[21.433333333,41.983333333];Кратово;Скопие;6;#ff7e2b;390
314;[22.5025,41.139166666];[21.433333333,41.983333333];Гевгели;Скопие;5;#ff7e2b;390
955;[20.7231,41.5611];[21.433333333,41.983333333];Тресонче;Скопие;5;#ff7e2b;390
960;[20.693888888,41.536111111];[21.433333333,41.983333333];Лазарополе;Скопие;5;#ff7e2b;390
405;[21.012222222,41.088888888];[21.433333333,41.983333333];Ресен;Скопие;4;#ff7e2b;390
497;[22.935555555,40.640277777];[21.433333333,41.983333333];Солун;Скопие;4;#ff7e2b;390
623;[22.05,40.8];[21.433333333,41.983333333];Воден;Скопие;4;#ff7e2b;390
1147;[21.143333333,40.582222222];[21.433333333,41.983333333];Дъмбени;Скопие;4;#ff7e2b;390
1371;[22.464444444,41.638055555];[21.433333333,41.983333333];Радовиш;Скопие;4;#ff7e2b;390
186;[20.678888888,41.1775];[21.433333333,41.983333333];Струга;Скопие;3;#ff7e2b;390
132;[20.7344,41.6758];[21.433333333,41.983333333];Маврово;Скопие;2;#ff7e2b;390
416;[21.137777777,40.895];[21.433333333,41.983333333];Любойно;Скопие;2;#ff7e2b;390
697;[21.061666666,40.412222222];[21.433333333,41.983333333];Нестрам;Скопие;2;#ff7e2b;390
855;[21.635,41.3881];[21.433333333,41.983333333];Ореовец;Скопие;2;#ff7e2b;390
873;[21.2372,41.3344];[21.433333333,41.983333333];Острилци;Скопие;2;#ff7e2b;390
881;[20.7978,41.695];[21.433333333,41.983333333];Леуново;Скопие;2;#ff7e2b;390
895;[21.006388888,41.043888888];[21.433333333,41.983333333];Царев двор;Скопие;2;#ff7e2b;390
919;[22.47,41.2594];[21.433333333,41.983333333];Смоквица;Скопие;2;#ff7e2b;390
942;[22.0188,41.4169];[21.433333333,41.983333333];Ваташа;Скопие;2;#ff7e2b;390
1136;[21.19,40.626111111];[21.433333333,41.983333333];Габреш;Скопие;2;#ff7e2b;390
1164;[21.9425,41.865];[21.433333333,41.983333333];Свети Никола;Скопие;2;#ff7e2b;390
1308;[22.572777777,41.203055555];[21.433333333,41.983333333];Богданци;Скопие;2;#ff7e2b;390
1367;[20.57194444,41.36666667];[21.433333333,41.983333333];Модрич;Скопие;2;#ff7e2b;390
1;[21.665,42.23305556];[21.433333333,41.983333333];Лояне;Скопие;1;#ff7e2b;390
4;[20.623055555,41.164166666];[21.433333333,41.983333333];Радолища;Скопие;1;#ff7e2b;390
5;[20.60444444,41.34916667];[21.433333333,41.983333333];Луково;Скопие;1;#ff7e2b;390
13;[22.792777777,41.71];[21.433333333,41.983333333];Владимирово;Скопие;1;#ff7e2b;390
78;[21.1774,40.40443];[21.433333333,41.983333333];Жужелци;Скопие;1;#ff7e2b;390
80;[21.211944444,40.487222222];[21.433333333,41.983333333];Изглибе;Скопие;1;#ff7e2b;390
85;[21.96264,40.87721];[21.433333333,41.983333333];Кронцелево;Скопие;1;#ff7e2b;390
93;[21.7819,41.1681];[21.433333333,41.983333333];Мелница (Мариово);Скопие;1;#ff7e2b;390
95;[23.24817,41.23748];[21.433333333,41.983333333];Мръсна;Скопие;1;#ff7e2b;390
97;[21.20332,40.74114];[21.433333333,41.983333333];Ощима;Скопие;1;#ff7e2b;390
114;[21.201111111,40.429444444];[21.433333333,41.983333333];Старичани;Скопие;1;#ff7e2b;390
145;[21.258055555,40.4525];[21.433333333,41.983333333];Хрупища;Скопие;1;#ff7e2b;390
383;[22.774722222,41.966111111];[21.433333333,41.983333333];Царево село;Скопие;1;#ff7e2b;390
415;[22.890555555,41.759166666];[21.433333333,41.983333333];Пехчево;Скопие;1;#ff7e2b;390
558;[21.203055555,41.220833333];[21.433333333,41.983333333];Демир Хисар;Скопие;1;#ff7e2b;390
559;[20.6072,41.2325];[21.433333333,41.983333333];Октиси;Скопие;1;#ff7e2b;390
568;[21.408888888,40.782777777];[21.433333333,41.983333333];Лерин;Скопие;1;#ff7e2b;390
574;[20.64388889,41.24083333];[21.433333333,41.983333333];Велеща;Скопие;1;#ff7e2b;390
708;[22.451944444,40.948055555];[21.433333333,41.983333333];Гумендже;Скопие;1;#ff7e2b;390
711;[21.5303,41.1342];[21.433333333,41.983333333];Путурус;Скопие;1;#ff7e2b;390
713;[21.453611111,41.426388888];[21.433333333,41.983333333];Долнени;Скопие;1;#ff7e2b;390
716;[20.6225,41.3997];[21.433333333,41.983333333];Селци;Скопие;1;#ff7e2b;390
733;[22.526388888,40.761666666];[21.433333333,41.983333333];Постол;Скопие;1;#ff7e2b;390
736;[21.15,40.5];[21.433333333,41.983333333];Четирок;Скопие;1;#ff7e2b;390
743;[21.333055555,41.335833333];[21.433333333,41.983333333];Кривогащани;Скопие;1;#ff7e2b;390
744;[21.1592,40.9064];[21.433333333,41.983333333];Брайчино;Скопие;1;#ff7e2b;390
772;[22.234722222,41.9875];[21.433333333,41.983333333];Злетово;Скопие;1;#ff7e2b;390
781;[21.061944444,41.979444444];[21.433333333,41.983333333];Желино;Скопие;1;#ff7e2b;390
787;[20.8289,41.3706];[21.433333333,41.983333333];Ърбиново;Скопие;1;#ff7e2b;390
796;[20.989444444,41.486111111];[21.433333333,41.983333333];Бигор Доленци;Скопие;1;#ff7e2b;390
798;[20.5883,41.6167];[21.433333333,41.983333333];Битуше;Скопие;1;#ff7e2b;390
804;[20.9594,41.6253];[21.433333333,41.983333333];Букойчани;Скопие;1;#ff7e2b;390
810;[20.5847,41.4919];[21.433333333,41.983333333];Брощица;Скопие;1;#ff7e2b;390
814;[22.444166666,41.854166666];[21.433333333,41.983333333];Зърновци;Скопие;1;#ff7e2b;390
818;[21.0975,41.3153];[21.433333333,41.983333333];Доленци;Скопие;1;#ff7e2b;390
821;[22.0956,41.4283];[21.433333333,41.983333333];Долни Дисан;Скопие;1;#ff7e2b;390
825;[22.145,41.470555555];[21.433333333,41.983333333];Дуброво;Скопие;1;#ff7e2b;390
830;[21.118055555,42.143333333];[21.433333333,41.983333333];Вратница;Скопие;1;#ff7e2b;390
833;[21.3025,41.0147];[21.433333333,41.983333333];Лавци;Скопие;1;#ff7e2b;390
835;[20.9106,41.9108];[21.433333333,41.983333333];Пирок;Скопие;1;#ff7e2b;390
836;[20.6,41.61];[21.433333333,41.983333333];Ростуша;Скопие;1;#ff7e2b;390
841;[21.6822,41.8406];[21.433333333,41.983333333];Кожле;Скопие;1;#ff7e2b;390
842;[21.5878,42.1439];[21.433333333,41.983333333];Отля;Скопие;1;#ff7e2b;390
843;[21.578055555,42.203333333];[21.433333333,41.983333333];Извор;Скопие;1;#ff7e2b;390
845;[21.8358,42.0961];[21.433333333,41.983333333];Зубовце;Скопие;1;#ff7e2b;390
848;[21.7781,41.5708];[21.433333333,41.983333333];Крайници;Скопие;1;#ff7e2b;390
852;[21.533333333,41.527222222];[21.433333333,41.983333333];Ораов дол;Скопие;1;#ff7e2b;390
861;[21.0639,41.085];[21.433333333,41.983333333];Сопотско;Скопие;1;#ff7e2b;390
878;[20.9247,42.0038];[21.433333333,41.983333333];Лисец;Скопие;1;#ff7e2b;390
888;[20.86638889,41.34833333];[21.433333333,41.983333333];Слатино;Скопие;1;#ff7e2b;390
902;[22.371,42.2827];[21.433333333,41.983333333];Търново;Скопие;1;#ff7e2b;390
910;[22.1822,41.735];[21.433333333,41.983333333];Ново село;Скопие;1;#ff7e2b;390
921;[22.5775,41.1556];[21.433333333,41.983333333];Стояково;Скопие;1;#ff7e2b;390
924;[22.7267,41.4153];[21.433333333,41.983333333];Муртино;Скопие;1;#ff7e2b;390
926;[22.8125,41.381666666];[21.433333333,41.983333333];Колешино;Скопие;1;#ff7e2b;390
930;[21.7594,41.6353];[21.433333333,41.983333333];Ораовец;Скопие;1;#ff7e2b;390
936;[21.4394,41.6414];[21.433333333,41.983333333];Папрадище;Скопие;1;#ff7e2b;390
949;[20.7964,41.3875];[21.433333333,41.983333333];Лактине;Скопие;1;#ff7e2b;390
965;[20.7758,41.6758];[21.433333333,41.983333333];Никифорово;Скопие;1;#ff7e2b;390
966;[20.5911,41.6592];[21.433333333,41.983333333];Видуша;Скопие;1;#ff7e2b;390
997;[21.084444444,40.516666666];[21.433333333,41.983333333];Ощени;Скопие;1;#ff7e2b;390
1007;[20.807472222,41.476916666];[21.433333333,41.983333333];Кленоец;Скопие;1;#ff7e2b;390
1021;[21.556111111,40.49];[21.433333333,41.983333333];Емборе;Скопие;1;#ff7e2b;390
1034;[21.850277777,40.498055555];[21.433333333,41.983333333];Ранци;Скопие;1;#ff7e2b;390
1039;[21.207222222,40.758888888];[21.433333333,41.983333333];Желево;Скопие;1;#ff7e2b;390
1059;[21.688888888,40.786666666];[21.433333333,41.983333333];Горничево;Скопие;1;#ff7e2b;390
1073;[22.49888889,41.01];[21.433333333,41.983333333];Извор;Скопие;1;#ff7e2b;390
1157;[22.1433,40.2583];[21.433333333,41.983333333];Катафиги;Скопие;1;#ff7e2b;390
1220;[21.61667,40.76667];[21.433333333,41.983333333];Баница;Скопие;1;#ff7e2b;390
1226;[21.679722222,40.689722222];[21.433333333,41.983333333];Суровичево;Скопие;1;#ff7e2b;390
1258;[22.331666666,42.201666666];[21.433333333,41.983333333];Крива паланка;Скопие;1;#ff7e2b;390
1272;[21.051944444,42.0775];[21.433333333,41.983333333];Теарце;Скопие;1;#ff7e2b;390
1327;[22.775,41.763611111];[21.433333333,41.983333333];Будинарци;Скопие;1;#ff7e2b;390
1335;[22.509166666,41.882777777];[21.433333333,41.983333333];Виница;Скопие;1;#ff7e2b;390
1357;[21.343611111,40.901111111];[21.433333333,41.983333333];Градешница;Скопие;1;#ff7e2b;390
1366;[21.9039,41.9983];[21.433333333,41.983333333];Павлешенци;Скопие;1;#ff7e2b;390
440;[22.935555555,40.640277777];[23.728055555,37.984166666];Солун;Атина;43;#ffc726;118
617;[22.05,40.8];[23.728055555,37.984166666];Воден;Атина;9;#ffc726;118
597;[23.55,41.083333333];[23.728055555,37.984166666];Сяр;Атина;7;#ffc726;118
1276;[21.552222222,40.256388888];[23.728055555,37.984166666];Сятища;Атина;7;#ffc726;118
577;[21.268761111,40.518130555];[23.728055555,37.984166666];Костур;Атина;6;#ffc726;118
539;[21.78896,40.30069];[23.728055555,37.984166666];Кожани;Атина;4;#ffc726;118
677;[21.4275,40.085];[23.728055555,37.984166666];Гревена;Атина;4;#ffc726;118
3;[23.388333333,41.233611111];[23.728055555,37.984166666];Валовища;Атина;2;#ffc726;118
135;[21.52497222,40.45416667];[23.728055555,37.984166666];Влашка Блаца;Атина;2;#ffc726;118
247;[21.248333333,41.37];[23.728055555,37.984166666];Крушево;Атина;2;#ffc726;118
1011;[21.378888888,40.413611111];[23.728055555,37.984166666];Богатско;Атина;2;#ffc726;118
19;[23.74638889,41.06055556];[23.728055555,37.984166666];Долна Нушка;Атина;1;#ffc726;118
24;[20.801944444,41.116944444];[23.728055555,37.984166666];Охрид;Атина;1;#ffc726;118
100;[22.587777777,39.968055555];[23.728055555,37.984166666];Пори (дем Дион-Олимп);Атина;1;#ffc726;118
107;[21.170583333,40.69425];[23.728055555,37.984166666];Руля;Атина;1;#ffc726;118
326;[21.334722222,41.031944444];[23.728055555,37.984166666];Битоля;Атина;1;#ffc726;118
422;[22.0023,40.1844];[23.728055555,37.984166666];Сервия;Атина;1;#ffc726;118
560;[21.408888888,40.782777777];[23.728055555,37.984166666];Лерин;Атина;1;#ffc726;118
674;[20.87389,40.45983];[23.728055555,37.984166666];Слимница;Атина;1;#ffc726;118
693;[23.501388888,40.913333333];[23.728055555,37.984166666];Нигрита;Атина;1;#ffc726;118
699;[22.91666667,40.73333333];[23.728055555,37.984166666];Даутбал;Атина;1;#ffc726;118
717;[21.492222222,40.584444444];[23.728055555,37.984166666];Лехово;Атина;1;#ffc726;118
749;[24.001666666,40.944166666];[23.728055555,37.984166666];Кюпкьой;Атина;1;#ffc726;118
750;[21.125277777,40.006944444];[23.728055555,37.984166666];Авдела;Атина;1;#ffc726;118
757;[21.320833333,40.511388888];[23.728055555,37.984166666];Маврово;Атина;1;#ffc726;118
800;[22.383333333,41.093666666];[23.728055555,37.984166666];Люмница;Атина;1;#ffc726;118
834;[21.2369,41.0425];[23.728055555,37.984166666];Магарево;Атина;1;#ffc726;118
984;[21.12027778,40.43111111];[23.728055555,37.984166666];Галища;Атина;1;#ffc726;118
985;[21.07972222,40.57888889];[23.728055555,37.984166666];Косинец;Атина;1;#ffc726;118
1004;[20.924722222,40.448055555];[23.728055555,37.984166666];Яновени;Атина;1;#ffc726;118
1016;[21.556111111,40.49];[23.728055555,37.984166666];Емборе;Атина;1;#ffc726;118
1028;[23.036944444,41.285555555];[23.728055555,37.984166666];Горни Порой;Атина;1;#ffc726;118
1058;[21.688888888,40.786666666];[23.728055555,37.984166666];Горничево;Атина;1;#ffc726;118
1068;[23.709444444,41.084166666];[23.728055555,37.984166666];Довища;Атина;1;#ffc726;118
1134;[21.19,40.626111111];[23.728055555,37.984166666];Габреш;Атина;1;#ffc726;118
1161;[22.542222222,40.502222222];[23.728055555,37.984166666];Егинио;Атина;1;#ffc726;118
1223;[21.679722222,40.689722222];[23.728055555,37.984166666];Суровичево;Атина;1;#ffc726;118
1228;[22.643055555,41.4375];[23.728055555,37.984166666];Струмица;Атина;1;#ffc726;118
1273;[22.05833333,40.975];[23.728055555,37.984166666];Съботско;Атина;1;#ffc726;118
1312;[22.506944444,40.102777777];[23.728055555,37.984166666];Литохоро;Атина;1;#ffc726;118
1338;[22.41453,40.79622];[23.728055555,37.984166666];Енидже Вардар;Атина;1;#ffc726;118
498;[22.935555555,40.640277777];[28.960277777,41.01];Солун;Истанбул;44;#e9ff20;105
1203;[21.433333333,41.983333333];[28.960277777,41.01];Скопие;Истанбул;14;#e9ff20;105
365;[21.334722222,41.031944444];[28.960277777,41.01];Битоля;Истанбул;13;#e9ff20;105
47;[20.801944444,41.116944444];[28.960277777,41.01];Охрид;Истанбул;5;#e9ff20;105
606;[23.55,41.083333333];[28.960277777,41.01];Сяр;Истанбул;3;#e9ff20;105
167;[22.191388888,41.735833333];[28.960277777,41.01];Щип;Истанбул;2;#e9ff20;105
235;[21.554166666,41.346388888];[28.960277777,41.01];Прилеп;Истанбул;2;#e9ff20;105
389;[20.963055555,41.514166666];[28.960277777,41.01];Кичево;Истанбул;2;#e9ff20;105
545;[21.78896,40.30069];[28.960277777,41.01];Кожани;Истанбул;2;#e9ff20;105
1295;[20.527222222,41.525];[28.960277777,41.01];Дебър;Истанбул;2;#e9ff20;105
0;[22.559166666,41.104166666];[28.960277777,41.01];Мачуково;Истанбул;1;#e9ff20;105
61;[21.320833333,40.193333333];[28.960277777,41.01];Айдония;Истанбул;1;#e9ff20;105
116;[21.236666666,40.374444444];[28.960277777,41.01];Чърчища (дем Горуша);Истанбул;1;#e9ff20;105
188;[20.678888888,41.1775];[28.960277777,41.01];Струга;Истанбул;1;#e9ff20;105
203;[20.971388888,42.010277777];[28.960277777,41.01];Тетово;Истанбул;1;#e9ff20;105
298;[21.775277777,41.715277777];[28.960277777,41.01];Велес;Истанбул;1;#e9ff20;105
426;[22.0023,40.1844];[28.960277777,41.01];Сервия;Истанбул;1;#e9ff20;105
569;[21.408888888,40.782777777];[28.960277777,41.01];Лерин;Истанбул;1;#e9ff20;105
588;[21.268761111,40.518130555];[28.960277777,41.01];Костур;Истанбул;1;#e9ff20;105
625;[22.05,40.8];[28.960277777,41.01];Воден;Истанбул;1;#e9ff20;105
679;[21.4275,40.085];[28.960277777,41.01];Гревена;Истанбул;1;#e9ff20;105
745;[21.29293611,40.208975];[28.960277777,41.01];Родохори;Истанбул;1;#e9ff20;105
971;[21.387777777,40.312777777];[28.960277777,41.01];Неаполи;Истанбул;1;#e9ff20;105
1026;[23.025,40.6417];[28.960277777,41.01];Пейзаново;Истанбул;1;#e9ff20;105
1214;[20.91555556,42.035];[28.960277777,41.01];Шипковица (Община Тетово);Истанбул;1;#e9ff20;105
1283;[21.552222222,40.256388888];[28.960277777,41.01];Сятища;Истанбул;1;#e9ff20;105
1201;[21.433333333,41.983333333];[20.466666666,44.816666666];Скопие;Белград;20;#99ff1b;80
359;[21.334722222,41.031944444];[20.466666666,44.816666666];Битоля;Белград;9;#99ff1b;80
296;[21.775277777,41.715277777];[20.466666666,44.816666666];Велес;Белград;5;#99ff1b;80
495;[22.935555555,40.640277777];[20.466666666,44.816666666];Солун;Белград;4;#99ff1b;80
165;[22.191388888,41.735833333];[20.466666666,44.816666666];Щип;Белград;2;#99ff1b;80
233;[21.554166666,41.346388888];[20.466666666,44.816666666];Прилеп;Белград;2;#99ff1b;80
258;[21.248333333,41.37];[20.466666666,44.816666666];Крушево;Белград;2;#99ff1b;80
