;from;to;fromLabel;toLabel;value;color;toTotal
1227;[22.643055555,41.4375];[15.977222222,45.813055555];Струмица;Загреб;1;#2A4858;9
1243;[21.714444444,42.132222222];[15.977222222,45.813055555];Куманово;Загреб;1;#2A4858;9
484;[22.935555555,40.640277777];[34.78,32.08];Солун;Тел Авив;6;#2A4858;8
696;[21.061666666,40.412222222];[20.75,40.333333333];Нестрам;Грамос;2;#2A4858;8
975;[21.454166666,40.689166666];[21.408888888,40.782777777];Бел камен;Лерин;2;#2A4858;8
1183;[21.433333333,41.983333333];[21.716667,41.65];Скопие;Северна Македония;2;#2A4858;8
84;[21.96264,40.87721];[20.75,40.333333333];Кронцелево;Грамос;1;#2A4858;8
161;[22.191388888,41.735833333];[21.716667,41.65];Щип;Северна Македония;1;#2A4858;8
224;[21.554166666,41.346388888];[21.716667,41.65];Прилеп;Северна Македония;1;#2A4858;8
286;[21.775277777,41.715277777];[21.716667,41.65];Велес;Северна Македония;1;#2A4858;8
340;[21.334722222,41.031944444];[21.408888888,40.782777777];Битоля;Лерин;1;#2A4858;8
356;[21.334722222,41.031944444];[34.78,32.08];Битоля;Тел Авив;1;#2A4858;8
403;[21.012222222,41.088888888];[21.716667,41.65];Ресен;Северна Македония;1;#2A4858;8
732;[22.526388888,40.761666666];[20.75,40.333333333];Постол;Грамос;1;#2A4858;8
760;[21.24694444,40.78611111];[21.408888888,40.782777777];Писодер;Лерин;1;#2A4858;8
981;[21.1336613,40.4864527];[20.75,40.333333333];Добролища;Грамос;1;#2A4858;8
988;[21.07972222,40.57888889];[21.408888888,40.782777777];Косинец;Лерин;1;#2A4858;8
996;[21.0175,40.741666666];[21.408888888,40.782777777];Гражден;Лерин;1;#2A4858;8
999;[21.038888888,40.533888888];[20.75,40.333333333];Кърчища;Грамос;1;#2A4858;8
1057;[22.769166666,40.751666666];[21.716667,41.65];Бугариево;Северна Македония;1;#2A4858;8
1060;[22.008055555,41.023611111];[20.75,40.333333333];Бахово;Грамос;1;#2A4858;8
1082;[21.498055555,40.838611111];[21.408888888,40.782777777];Попължани;Лерин;1;#2A4858;8
1129;[21.0213,40.22224];[20.75,40.333333333];Борботско;Грамос;1;#2A4858;8
1197;[21.433333333,41.983333333];[34.78,32.08];Скопие;Тел Авив;1;#2A4858;8
1218;[21.61667,40.76667];[21.408888888,40.782777777];Баница;Лерин;1;#2A4858;8
1303;[21.1692,41.4883];[21.716667,41.65];Латово;Северна Македония;1;#2A4858;8
1045;[22.576666666,40.779166666];[27.724724,42.659507];Куфалово;Несебър;3;#2A4858;7
1318;[22.85639,41.707835];[23.118525,42.264965];Берово;Дупница;3;#2A4858;7
303;[21.775277777,41.715277777];[37.617777777,55.755833333];Велес;Москва;2;#2A4858;7
1342;[22.41453,40.79622];[27.724724,42.659507];Енидже Вардар;Несебър;2;#2A4858;7
64;[22.457777777,40.899444444];[27.724724,42.659507];Геракарци;Несебър;1;#2A4858;7
83;[22.331666666,40.903611111];[23.118525,42.264965];Корнишор;Дупница;1;#2A4858;7
98;[22.410277777,40.929444444];[27.724724,42.659507];Петгъс;Несебър;1;#2A4858;7
205;[20.971388888,42.010277777];[37.617777777,55.755833333];Тетово;Москва;1;#2A4858;7
364;[21.334722222,41.031944444];[23.118525,42.264965];Битоля;Дупница;1;#2A4858;7
515;[22.935555555,40.640277777];[37.617777777,55.755833333];Солун;Москва;1;#2A4858;7
652;[22.4125,41.916666666];[37.617777777,55.755833333];Кочани;Москва;1;#2A4858;7
672;[22.8765,40.9954];[37.617777777,55.755833333];Кукуш;Москва;1;#2A4858;7
767;[23.683333333,41.3];[23.118525,42.264965];Горно Броди;Дупница;1;#2A4858;7
1030;[23.036944444,41.285555555];[23.118525,42.264965];Горни Порой;Дупница;1;#2A4858;7
1348;[22.41453,40.79622];[37.617777777,55.755833333];Енидже Вардар;Москва;1;#2A4858;7
429;[22.930833333,40.643611111];[35.216666666,31.783333333];Солун;Йерусалим;5;#2A4858;6
213;[21.554166666,41.346388888];[25.953907,43.844532];Прилеп;Русе;3;#2A4858;6
334;[21.334722222,41.031944444];[25.55556,41.93465];Битоля;Хасково;2;#2A4858;6
1352;[20.613333333,42.026388888];[20.971388888,42.010277777];Гайре;Тетово;2;#2A4858;6
26;[20.801944444,41.116944444];[25.953907,43.844532];Охрид;Русе;1;#2A4858;6
54;[20.801944444,41.116944444];[21.714444444,42.132222222];Охрид;Куманово;1;#2A4858;6
65;[23.010277777,41.156944444];[25.953907,43.844532];Горни Тодорак;Русе;1;#2A4858;6
127;[20.653055555,41.594166666];[21.714444444,42.132222222];Галичник;Куманово;1;#2A4858;6
155;[22.191388888,41.735833333];[25.55556,41.93465];Щип;Хасково;1;#2A4858;6
217;[21.554166666,41.346388888];[25.55556,41.93465];Прилеп;Хасково;1;#2A4858;6
262;[21.248333333,41.37];[21.714444444,42.132222222];Крушево;Куманово;1;#2A4858;6
276;[21.775277777,41.715277777];[25.953907,43.844532];Велес;Русе;1;#2A4858;6
317;[21.334722222,41.031944444];[35.216666666,31.783333333];Битоля;Йерусалим;1;#2A4858;6
372;[21.334722222,41.031944444];[21.714444444,42.132222222];Битоля;Куманово;1;#2A4858;6
386;[20.963055555,41.514166666];[20.971388888,42.010277777];Кичево;Тетово;1;#2A4858;6
793;[20.6903,41.6939];[20.971388888,42.010277777];Беличица;Тетово;1;#2A4858;6
811;[21.0797,42.0247];[20.971388888,42.010277777];Шемшево (Община Йегуновце);Тетово;1;#2A4858;6
913;[21.797683,42.216631];[21.714444444,42.132222222];Никуляне;Куманово;1;#2A4858;6
995;[21.0175,40.741666666];[25.55556,41.93465];Гражден;Хасково;1;#2A4858;6
1054;[22.708888888,40.769444444];[25.55556,41.93465];Ватилък;Хасково;1;#2A4858;6
1174;[21.433333333,41.983333333];[20.971388888,42.010277777];Скопие;Тетово;1;#2A4858;6
1209;[21.433333333,41.983333333];[21.714444444,42.132222222];Скопие;Куманово;1;#2A4858;6
30;[20.801944444,41.116944444];[22.874058,43.98869];Охрид;Видин;3;#2A4858;5
219;[21.554166666,41.346388888];[23.206944444,41.395277777];Прилеп;Петрич;2;#2A4858;5
221;[21.554166666,41.346388888];[24.25,42.083333333];Прилеп;Област Пазарджик;2;#2A4858;5
1231;[22.643055555,41.4375];[23.206944444,41.395277777];Струмица;Петрич;2;#2A4858;5
23;[20.801944444,41.116944444];[29.0,41.0];Охрид;Османска империя;1;#2A4858;5
36;[20.801944444,41.116944444];[21.268761111,40.518130555];Охрид;Костур;1;#2A4858;5
122;[20.653055555,41.594166666];[24.25,42.083333333];Галичник;Област Пазарджик;1;#2A4858;5
158;[22.191388888,41.735833333];[24.25,42.083333333];Щип;Област Пазарджик;1;#2A4858;5
270;[21.775277777,41.715277777];[29.0,41.0];Велес;Османска империя;1;#2A4858;5
410;[21.215277777,41.513333333];[22.643055555,41.4375];Брод;Струмица;1;#2A4858;5
462;[22.930833333,40.643611111];[24.25,42.083333333];Солун;Област Пазарджик;1;#2A4858;5
564;[21.408888888,40.782777777];[21.268761111,40.518130555];Лерин;Костур;1;#2A4858;5
734;[21.465277777,40.367777777];[21.268761111,40.518130555];Пелеканос;Костур;1;#2A4858;5
775;[21.251111111,41.045277777];[29.0,41.0];Търново;Османска империя;1;#2A4858;5
883;[20.7128,41.5733];[22.874058,43.98869];Селце;Видин;1;#2A4858;5
885;[21.378611111,41.108333333];[29.0,41.0];Могила;Османска империя;1;#2A4858;5
906;[22.1822,41.735];[29.0,41.0];Ново село;Османска империя;1;#2A4858;5
927;[22.8125,41.381666666];[22.643055555,41.4375];Колешино;Струмица;1;#2A4858;5
976;[21.454166666,40.689166666];[21.268761111,40.518130555];Бел камен;Костур;1;#2A4858;5
1075;[22.99138889,41.11027778];[22.643055555,41.4375];Планиница;Струмица;1;#2A4858;5
1300;[21.14,40.45];[21.268761111,40.518130555];Желегоже;Костур;1;#2A4858;5
1301;[20.730555555,41.721111111];[22.874058,43.98869];Върбен;Видин;1;#2A4858;5
1309;[22.572777777,41.203055555];[22.643055555,41.4375];Богданци;Струмица;1;#2A4858;5
1311;[22.561111111,41.316944444];[22.643055555,41.4375];Валандово;Струмица;1;#2A4858;5
1370;[22.464444444,41.638055555];[23.206944444,41.395277777];Радовиш;Петрич;1;#2A4858;5
472;[22.930833333,40.643611111];[8.538827,45.788773];Солун;Мейна;4;#2A4858;4
512;[22.930833333,40.643611111];[-74.006015,40.712728];Солун;Ню Йорк;3;#2A4858;4
1247;[21.714444444,42.132222222];[21.562222222,42.234166666];Куманово;Белановце;3;#2A4858;4
277;[21.775277777,41.715277777];[24.616916,43.413188];Велес;Плевен;2;#2A4858;4
322;[21.334722222,41.031944444];[21.786111111,40.930277777];Битоля;Каймакчалан;2;#2A4858;4
513;[22.930833333,40.643611111];[13.383333333,52.516666666];Солун;Берлин;2;#2A4858;4
516;[22.930833333,40.643611111];[-118.24368,34.05223];Солун;Лос Анджелис;2;#2A4858;4
934;[21.4394,41.6414];[21.775277777,41.715277777];Папрадище;Велес;2;#2A4858;4
1093;[22.38819,40.97846];[22.335827777,40.953197222];Баровица;Паяк;2;#2A4858;4
18;[23.33395,41.25377];[13.383333333,52.516666666];Чифлиджик;Берлин;1;#2A4858;4
70;[21.891666666,40.706944444];[22.05,40.8];Долно Граматиково;Воден;1;#2A4858;4
88;[23.57951,41.31403];[22.1208,41.5272];Кърчово;Криволак;1;#2A4858;4
92;[21.97666667,40.92583333];[22.05,40.8];Манастир (дем Мъглен);Воден;1;#2A4858;4
103;[21.748166666,40.726444444];[144.961388888,-37.820555555];Пътеле;Мелбърн;1;#2A4858;4
174;[21.15,40.11667];[20.852222222,39.663611111];Месолури;Янина;1;#2A4858;4
182;[20.678888888,41.1775];[24.160278,40.305833];Струга;Зографски манастир;1;#2A4858;4
227;[21.554166666,41.346388888];[21.311666666,40.982777777];Прилеп;Орехово;1;#2A4858;4
250;[21.248333333,41.37];[24.616916,43.413188];Крушево;Плевен;1;#2A4858;4
301;[21.775277777,41.715277777];[26.559444444,41.678055555];Велес;Одрин;1;#2A4858;4
349;[21.334722222,41.031944444];[21.311666666,40.982777777];Битоля;Орехово;1;#2A4858;4
367;[21.334722222,41.031944444];[26.559444444,41.678055555];Битоля;Одрин;1;#2A4858;4
373;[21.334722222,41.031944444];[-74.006015,40.712728];Битоля;Ню Йорк;1;#2A4858;4
374;[21.334722222,41.031944444];[13.383333333,52.516666666];Битоля;Берлин;1;#2A4858;4
450;[22.930833333,40.643611111];[20.852222222,39.663611111];Солун;Янина;1;#2A4858;4
500;[22.935555555,40.640277777];[26.559444444,41.678055555];Солун;Одрин;1;#2A4858;4
552;[21.018055555,40.104444444];[20.852222222,39.663611111];Самарина;Янина;1;#2A4858;4
592;[21.268761111,40.518130555];[22.064166666,40.630555555];Костур;Негуш;1;#2A4858;4
627;[22.05,40.8];[22.064166666,40.630555555];Воден;Негуш;1;#2A4858;4
630;[22.00363,40.8055];[22.05,40.8];Владово;Воден;1;#2A4858;4
685;[22.8075,41.687222222];[22.1208,41.5272];Русиново;Криволак;1;#2A4858;4
706;[22.451944444,40.948055555];[22.335827777,40.953197222];Гумендже;Паяк;1;#2A4858;4
724;[21.08333333,40.63333333];[22.1208,41.5272];Смърдеш;Криволак;1;#2A4858;4
755;[22.29203,41.005698];[21.786111111,40.930277777];Ливада;Каймакчалан;1;#2A4858;4
837;[21.5875,42.155277777];[21.562222222,42.234166666];Липково;Белановце;1;#2A4858;4
857;[21.6231,41.3603];[21.311666666,40.982777777];Ленище;Орехово;1;#2A4858;4
920;[22.5775,41.1556];[22.1208,41.5272];Стояково;Криволак;1;#2A4858;4
953;[20.7231,41.5611];[21.775277777,41.715277777];Тресонче;Велес;1;#2A4858;4
958;[20.693888888,41.536111111];[24.160278,40.305833];Лазарополе;Зографски манастир;1;#2A4858;4
972;[22.5,41.3431];[24.160278,40.305833];Калково;Зографски манастир;1;#2A4858;4
973;[21.83333333,40.8];[22.05,40.8];Острово;Воден;1;#2A4858;4
1017;[21.556111111,40.49];[24.616916,43.413188];Емборе;Плевен;1;#2A4858;4
1036;[21.398055555,40.6975];[144.961388888,-37.820555555];Лаген;Мелбърн;1;#2A4858;4
1044;[21.62333333,40.68916667];[-118.24368,34.05223];Горно Върбени;Лос Анджелис;1;#2A4858;4
1089;[21.833888888,40.669722222];[22.064166666,40.630555555];Катраница;Негуш;1;#2A4858;4
1099;[21.3027,40.7769];[144.961388888,-37.820555555];Арменско;Мелбърн;1;#2A4858;4
1104;[21.301111111,40.815555555];[21.311666666,40.982777777];Буф;Орехово;1;#2A4858;4
1132;[21.40833333,40.19666667];[20.852222222,39.663611111];Агиос Георгиос;Янина;1;#2A4858;4
1155;[21.54333333,40.79];[144.961388888,-37.820555555];Росен;Мелбърн;1;#2A4858;4
1222;[21.61667,40.76667];[-118.24368,34.05223];Баница;Лос Анджелис;1;#2A4858;4
1291;[20.527222222,41.525];[24.160278,40.305833];Дебър;Зографски манастир;1;#2A4858;4
1344;[22.41453,40.79622];[26.559444444,41.678055555];Енидже Вардар;Одрин;1;#2A4858;4
1347;[22.41453,40.79622];[22.064166666,40.630555555];Енидже Вардар;Негуш;1;#2A4858;4
1353;[21.6539,41.5672];[21.775277777,41.715277777];Мартолци;Велес;1;#2A4858;4
1362;[22.41037,40.95433];[22.335827777,40.953197222];Крива;Паяк;1;#2A4858;4
1363;[21.351111111,40.928333333];[21.786111111,40.930277777];Велушина;Каймакчалан;1;#2A4858;4
446;[22.930833333,40.643611111];[11.575,48.1375];Солун;Мюнхен;3;#2A4858;3
508;[22.935555555,40.640277777];[13.770277777,45.650277777];Солун;Триест;3;#2A4858;3
527;[22.935555555,40.640277777];[35.0,31.0];Солун;Израел;3;#2A4858;3
585;[21.268761111,40.518130555];[12.383333333,51.333333333];Костур;Лайпциг;3;#2A4858;3
164;[22.191388888,41.735833333];[-98.5795,39.828175];Щип;САЩ;2;#2A4858;3
492;[22.935555555,40.640277777];[19.0,52.0];Солун;Полша;2;#2A4858;3
937;[21.4394,41.6414];[30.316666666,59.95];Папрадище;Санкт Петербург;2;#2A4858;3
1032;[23.036944444,41.285555555];[22.95,41.33];Горни Порой;Беласица;2;#2A4858;3
1119;[21.33864444,40.62];[-85.13915,41.08045];Вишени;Форт Уейн;2;#2A4858;3
1205;[21.433333333,41.983333333];[14.516666666,46.05];Скопие;Любляна;2;#2A4858;3
1210;[21.433333333,41.983333333];[19.831666666,45.264444444];Скопие;Нови Сад;2;#2A4858;3
58;[20.801944444,41.116944444];[31.239444444,30.056111111];Охрид;Кайро;1;#2A4858;3
104;[21.748166666,40.726444444];[20.462222222,44.820555555];Пътеле;Югославия;1;#2A4858;3
150;[22.191388888,41.735833333];[20.678888888,41.1775];Щип;Струга;1;#2A4858;3
153;[22.191388888,41.735833333];[25.634595,42.425668];Щип;Стара Загора;1;#2A4858;3
163;[22.191388888,41.735833333];[22.59,41.958055555];Щип;Калиманци;1;#2A4858;3
190;[20.678888888,41.1775];[28.638333333,44.173333333];Струга;Кюстенджа;1;#2A4858;3
210;[21.554166666,41.346388888];[22.191388888,41.735833333];Прилеп;Щип;1;#2A4858;3
214;[21.554166666,41.346388888];[25.634595,42.425668];Прилеп;Стара Загора;1;#2A4858;3
223;[21.554166666,41.346388888];[23.340277777,42.133333333];Прилеп;Рилски манастир;1;#2A4858;3
279;[21.775277777,41.715277777];[25.634595,42.425668];Велес;Стара Загора;1;#2A4858;3
284;[21.775277777,41.715277777];[23.340277777,42.133333333];Велес;Рилски манастир;1;#2A4858;3
289;[21.775277777,41.715277777];[-3.691944444,40.418888888];Велес;Мадрид;1;#2A4858;3
300;[21.775277777,41.715277777];[36.0,39.0];Велес;Турция;1;#2A4858;3
343;[21.334722222,41.031944444];[19.266111111,42.439722222];Битоля;Подгорица;1;#2A4858;3
352;[21.334722222,41.031944444];[21.378611111,41.108333333];Битоля;Могила;1;#2A4858;3
482;[22.935555555,40.640277777];[-3.691944444,40.418888888];Солун;Мадрид;1;#2A4858;3
531;[22.935555555,40.640277777];[31.239444444,30.056111111];Солун;Кайро;1;#2A4858;3
535;[22.930833333,40.643611111];[23.8,38.05];Солун;Маруси;1;#2A4858;3
537;[21.78896,40.30069];[22.9888848,38.6512875];Кожани;Аталанти;1;#2A4858;3
589;[21.268761111,40.518130555];[36.0,39.0];Костур;Турция;1;#2A4858;3
607;[23.55,41.083333333];[36.0,39.0];Сяр;Турция;1;#2A4858;3
615;[22.05,40.8];[22.9888848,38.6512875];Воден;Аталанти;1;#2A4858;3
661;[22.8765,40.9954];[19.266111111,42.439722222];Кукуш;Подгорица;1;#2A4858;3
673;[22.8765,40.9954];[23.8,38.05];Кукуш;Маруси;1;#2A4858;3
680;[21.4275,40.085];[28.638333333,44.173333333];Гревена;Кюстенджа;1;#2A4858;3
681;[21.4275,40.085];[23.8,38.05];Гревена;Маруси;1;#2A4858;3
747;[22.486111111,40.478333333];[23.544412,43.212108];Колиндрос;Враца;1;#2A4858;3
790;[21.76,41.7483];[30.316666666,59.95];Башино село;Санкт Петербург;1;#2A4858;3
801;[22.383333333,41.093666666];[28.638333333,44.173333333];Люмница;Кюстенджа;1;#2A4858;3
826;[22.57,41.990277777];[22.59,41.958055555];Дулица;Калиманци;1;#2A4858;3
863;[21.0639,41.085];[19.831666666,45.264444444];Сопотско;Нови Сад;1;#2A4858;3
870;[21.305,41.3214];[21.378611111,41.108333333];Свето Митрани;Могила;1;#2A4858;3
871;[21.4414,41.1183];[22.59,41.958055555];Радобор;Калиманци;1;#2A4858;3
875;[21.2533,41.4192];[21.378611111,41.108333333];Селце;Могила;1;#2A4858;3
877;[20.9042,41.8961];[19.266111111,42.439722222];Градец;Подгорица;1;#2A4858;3
898;[22.545277777,42.077777777];[22.191388888,41.735833333];Саса;Щип;1;#2A4858;3
907;[22.1822,41.735];[22.191388888,41.735833333];Ново село;Щип;1;#2A4858;3
916;[22.7686,41.8447];[23.340277777,42.133333333];Разловци;Рилски манастир;1;#2A4858;3
928;[22.7072,41.4353];[22.95,41.33];Робово;Беласица;1;#2A4858;3
968;[21.1308,41.6586];[20.462222222,44.820555555];Лубще;Югославия;1;#2A4858;3
1079;[21.282472222,40.213];[-98.5795,39.828175];Кримини;САЩ;1;#2A4858;3
1102;[21.301111111,40.815555555];[23.544412,43.212108];Буф;Враца;1;#2A4858;3
1128;[21.333333333,40.048888888];[22.9888848,38.6512875];Мавронорос;Аталанти;1;#2A4858;3
1189;[21.433333333,41.983333333];[-3.691944444,40.418888888];Скопие;Мадрид;1;#2A4858;3
1207;[21.433333333,41.983333333];[-85.13915,41.08045];Скопие;Форт Уейн;1;#2A4858;3
1219;[21.61667,40.76667];[19.0,52.0];Баница;Полша;1;#2A4858;3
1230;[22.643055555,41.4375];[23.544412,43.212108];Струмица;Враца;1;#2A4858;3
1241;[22.643055555,41.4375];[31.239444444,30.056111111];Струмица;Кайро;1;#2A4858;3
1251;[21.714444444,42.132222222];[14.516666666,46.05];Куманово;Любляна;1;#2A4858;3
1289;[20.527222222,41.525];[20.678888888,41.1775];Дебър;Струга;1;#2A4858;3
1324;[21.2853,41.0231];[20.462222222,44.820555555];Брусник;Югославия;1;#2A4858;3
1359;[20.5803,41.3133];[20.678888888,41.1775];Ябланица;Струга;1;#2A4858;3
124;[20.653055555,41.594166666];[23.69111111,41.35166667];Галичник;Каракьой;2;#2A4858;2
141;[20.93336389,41.60002222];[20.9594,41.6253];Заяс;Букойчани;2;#2A4858;2
199;[20.971388888,42.010277777];[20.6903,41.6939];Тетово;Беличица;2;#2A4858;2
261;[21.248333333,41.37];[22.2714,41.9536];Крушево;Райчани;2;#2A4858;2
505;[22.935555555,40.640277777];[2.2675,48.887222222];Солун;Ньой сюр Сен;2;#2A4858;2
522;[22.930833333,40.643611111];[4.9,52.383333333];Солун;Амстердам;2;#2A4858;2
596;[23.55,41.083333333];[21.733333333,38.25];Сяр;Патра;2;#2A4858;2
642;[22.519167,40.76];[44.431644444,32.541780555];Пела;Вавилон;2;#2A4858;2
653;[22.8765,40.9954];[22.59361111,41.06666667];Кукуш;Баялци;2;#2A4858;2
721;[21.08333333,40.63333333];[21.213333333,40.619166666];Смърдеш;Дреновени;2;#2A4858;2
982;[21.155,40.83666667];[21.366638888,40.978472222];Герман;Бистрица (Община Битоля);2;#2A4858;2
1043;[21.62333333,40.68916667];[-86.158055555,39.768611111];Горно Върбени;Индианаполис;2;#2A4858;2
1158;[22.55,40.01666667];[26.533055555,39.103611111];Скотина;Митилини;2;#2A4858;2
1296;[20.527222222,41.525];[14.818611111,44.838888888];Дебър;Голи оток;2;#2A4858;2
32;[20.801944444,41.116944444];[20.4,44.85];Охрид;Земун;1;#2A4858;2
35;[20.801944444,41.116944444];[19.693888888,44.755833333];Охрид;Шабац;1;#2A4858;2
39;[20.801944444,41.116944444];[21.166666666,42.666666666];Охрид;Прищина;1;#2A4858;2
48;[20.801944444,41.116944444];[28.0,36.166666666];Охрид;Родос;1;#2A4858;2
52;[20.801944444,41.116944444];[9.19,45.466944444];Охрид;Милано;1;#2A4858;2
74;[21.213333333,40.619166666];[21.36527778,40.59361111];Дреновени;Черешница;1;#2A4858;2
82;[21.2267,40.1367];[21.14889722,40.67061389];Кипариси;Брезница;1;#2A4858;2
102;[21.748166666,40.726444444];[21.469444444,40.535833333];Пътеле;Клисура;1;#2A4858;2
111;[22.39166667,40.4];[22.5,40.266666666];Рякия;Катерини;1;#2A4858;2
123;[20.653055555,41.594166666];[21.897222222,42.554166666];Галичник;Враня;1;#2A4858;2
134;[21.52497222,40.45416667];[21.50082,40.43522];Влашка Блаца;Сисани;1;#2A4858;2
138;[21.52497222,40.45416667];[25.0,46.0];Влашка Блаца;Румъния;1;#2A4858;2
157;[22.191388888,41.735833333];[24.877295,42.008187];Щип;Асеновград;1;#2A4858;2
159;[22.191388888,41.735833333];[21.897222222,42.554166666];Щип;Враня;1;#2A4858;2
173;[22.191388888,41.735833333];[22.464444444,41.638055555];Щип;Радовиш;1;#2A4858;2
177;[20.678888888,41.1775];[21.896111111,43.319166666];Струга;Ниш;1;#2A4858;2
191;[20.971388888,42.010277777];[21.896111111,43.319166666];Тетово;Ниш;1;#2A4858;2
198;[20.971388888,42.010277777];[26.4,40.15];Тетово;Чанаккале;1;#2A4858;2
228;[21.554166666,41.346388888];[21.4533,41.65];Прилеп;Нежилово;1;#2A4858;2
246;[21.248333333,41.37];[-83.0475,42.331666666];Крушево;Детройт;1;#2A4858;2
253;[21.248333333,41.37];[30.73262,46.47747];Крушево;Одеса;1;#2A4858;2
257;[21.248333333,41.37];[21.515833333,41.311666666];Крушево;Витолище;1;#2A4858;2
265;[21.248333333,41.37];[21.475277777,41.594166666];Крушево;Богомила;1;#2A4858;2
272;[21.775277777,41.715277777];[90.0,65.0];Велес;СССР;1;#2A4858;2
275;[21.775277777,41.715277777];[22.011666666,41.432777777];Велес;Кавадарци;1;#2A4858;2
292;[21.775277777,41.715277777];[21.7794,41.8347];Велес;Лугунци;1;#2A4858;2
309;[20.916666666,41.8];[22.464444444,41.638055555];Гостивар;Радовиш;1;#2A4858;2
316;[22.5025,41.139166666];[6.15,46.2];Гевгели;Женева;1;#2A4858;2
319;[21.334722222,41.031944444];[41.275555555,39.909722222];Битоля;Ерзурум;1;#2A4858;2
320;[21.334722222,41.031944444];[21.50082,40.43522];Битоля;Сисани;1;#2A4858;2
321;[21.334722222,41.031944444];[-83.0475,42.331666666];Битоля;Детройт;1;#2A4858;2
329;[21.334722222,41.031944444];[14.149722,50.510278];Битоля;Q160175;1;#2A4858;2
333;[21.334722222,41.031944444];[19.040833333,47.498333333];Битоля;Будапеща;1;#2A4858;2
338;[21.334722222,41.031944444];[26.4,40.15];Битоля;Чанаккале;1;#2A4858;2
341;[21.334722222,41.031944444];[34.807777777,31.891388888];Битоля;Реховот;1;#2A4858;2
344;[21.334722222,41.031944444];[22.166666666,41.15];Битоля;Кожух;1;#2A4858;2
346;[21.334722222,41.031944444];[20.9353,41.0114];Битоля;Шурленци;1;#2A4858;2
353;[21.334722222,41.031944444];[21.136666666,41.081111111];Битоля;Гявато;1;#2A4858;2
363;[21.334722222,41.031944444];[20.933333333,43.95];Битоля;Сърбия;1;#2A4858;2
393;[22.011666666,41.432777777];[20.686975,43.72342];Кавадарци;Кралево;1;#2A4858;2
402;[21.012222222,41.088888888];[-90.1294,38.7178];Ресен;Гранит Сити;1;#2A4858;2
412;[20.63509167,41.21341667];[19.693888888,44.755833333];Долна Белица;Шабац;1;#2A4858;2
413;[20.63509167,41.21341667];[20.933333333,43.95];Долна Белица;Сърбия;1;#2A4858;2
423;[22.0023,40.1844];[21.78896,40.30069];Сервия;Кожани;1;#2A4858;2
432;[22.935555555,40.640277777];[41.275555555,39.909722222];Солун;Ерзурум;1;#2A4858;2
441;[22.935555555,40.640277777];[14.149722,50.510278];Солун;Q160175;1;#2A4858;2
448;[22.930833333,40.643611111];[21.78896,40.30069];Солун;Кожани;1;#2A4858;2
451;[22.930833333,40.643611111];[24.332755,42.193477];Солун;Пазарджик;1;#2A4858;2
452;[22.930833333,40.643611111];[30.73262,46.47747];Солун;Одеса;1;#2A4858;2
464;[22.935555555,40.640277777];[34.807777777,31.891388888];Солун;Реховот;1;#2A4858;2
469;[22.930833333,40.643611111];[22.5,40.266666666];Солун;Катерини;1;#2A4858;2
476;[22.930833333,40.643611111];[5.376388888,43.296666666];Солун;Марсилия;1;#2A4858;2
485;[22.935555555,40.640277777];[7.268333333,43.701944444];Солун;Ница;1;#2A4858;2
488;[22.935555555,40.640277777];[-1.257777777,51.751944444];Солун;Оксфорд;1;#2A4858;2
506;[22.930833333,40.643611111];[9.19,45.466944444];Солун;Милано;1;#2A4858;2
510;[22.935555555,40.640277777];[23.646944444,37.943];Солун;Пирея;1;#2A4858;2
514;[22.935555555,40.640277777];[21.428888888,38.368611111];Солун;Месолонги;1;#2A4858;2
518;[22.935555555,40.640277777];[7.752222222,48.573333333];Солун;Страсбург;1;#2A4858;2
520;[22.935555555,40.640277777];[6.15,46.2];Солун;Женева;1;#2A4858;2
530;[22.935555555,40.640277777];[-0.1275,51.507222222];Солун;Лондон;1;#2A4858;2
538;[21.78896,40.30069];[25.566666666,38.55];Кожани;Псара;1;#2A4858;2
548;[20.593055555,41.240277777];[23.753376,42.742649];Вевчани;Осоица;1;#2A4858;2
549;[21.018055555,40.104444444];[14.416666666,50.083333333];Самарина;Прага;1;#2A4858;2
565;[21.408888888,40.782777777];[22.17,41.3256];Лерин;Стърмашево;1;#2A4858;2
566;[21.408888888,40.782777777];[21.36527778,40.59361111];Лерин;Черешница;1;#2A4858;2
573;[21.408888888,40.782777777];[-0.1275,51.507222222];Лерин;Лондон;1;#2A4858;2
575;[21.268761111,40.518130555];[14.416666666,50.083333333];Костур;Прага;1;#2A4858;2
