id,ДПС,БСДД,БНО,НДЕ,ВМРО,КСБ,ПД,НФСБ,ПП,МИР,КОД,БТР,КТБ,ВЪЗР,БВ,БНС,ИЗПРАВИ СЕ,ДНК,ИТН,ГЛАС НАРОДЕН,ПРАВОТО,НП ИСИ,ГЕРБ-СДС,ДБ,ЕВРОЛЕВИЦА,АТАКА,БСП,РВО,независим,npn,total,eligible_voters,activity
151,0.21123595505617979,0.0018726591760299626,0.000749063670411985,0.0016853932584269663,0.0033707865168539327,0.0035580524344569287,0.0009363295880149813,0.0013108614232209739,0.151123595505618,0.0013108614232209739,0.0011235955056179776,0.000749063670411985,0.0035580524344569287,0.09250936329588015,0.04925093632958801,0.0003745318352059925,0.0052434456928838954,0.00149812734082397,0.02696629213483146,0.0028089887640449437,0.0003745318352059925,0.0013108614232209739,0.2582397003745318,0.030711610486891385,0.00299625468164794,0.0028089887640449437,0.10692883895131086,0.004307116104868914,0.0,0.031086142322097377,5340.0,18846.0,0.2833492518306272
165,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.09027777777777778,0.0,0.0,0.006944444444444444,0.0763888888888889,0.0,0.0,0.0,0.25,0.05555555555555555,0.0,0.0,0.22916666666666666,0.0,0.0,0.013888888888888888,144.0,339.0,0.4247787610619469
179,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.08108108108108109,0.0,0.0,0.0,0.5675675675675675,0.02702702702702703,0.0,0.0,0.13513513513513514,0.0,0.0,0.02702702702702703,37.0,48.0,0.7708333333333334
182,0.017055988134964777,0.0014831294030404152,0.0003707823507601038,0.0014831294030404152,0.005932517612161661,0.0033370411568409346,0.0014831294030404152,0.0025954764553207266,0.20096403411197628,0.0025954764553207266,0.0007415647015202076,0.0018539117538005192,0.0025954764553207266,0.16870596959584724,0.05190952910641453,0.0,0.006674082313681869,0.00482017055988135,0.05228031145717464,0.0025954764553207266,0.0007415647015202076,0.0014831294030404152,0.28883945124212085,0.04931405265109381,0.0014831294030404152,0.0014831294030404152,0.08305524657026325,0.0014831294030404152,0.0025954764553207266,0.04004449388209121,2697.0,6545.0,0.412070282658518
196,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4883720930232558,0.007751937984496124,0.007751937984496124,0.0,0.0,0.03875968992248062,0.0,0.0,0.031007751937984496,0.007751937984496124,0.007751937984496124,0.0,0.015503875968992248,0.0,0.26356589147286824,0.015503875968992248,0.0,0.0,0.09302325581395349,0.0,0.0,0.0,129.0,243.0,0.5308641975308642
215,0.01639344262295082,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.19672131147540983,0.0,0.0,0.0,0.0,0.06557377049180328,0.06557377049180328,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.01639344262295082,0.3114754098360656,0.06557377049180328,0.0,0.01639344262295082,0.14754098360655737,0.0,0.0,0.04918032786885246,61.0,115.0,0.5304347826086957
223,0.030303030303030304,0.0027548209366391185,0.0,0.0027548209366391185,0.005509641873278237,0.008264462809917356,0.0,0.0027548209366391185,0.18457300275482094,0.005509641873278237,0.0027548209366391185,0.0,0.005509641873278237,0.11019283746556474,0.07713498622589532,0.0027548209366391185,0.011019283746556474,0.005509641873278237,0.027548209366391185,0.0,0.0,0.0027548209366391185,0.3333333333333333,0.04132231404958678,0.0,0.0,0.09366391184573003,0.0,0.0,0.0440771349862259,363.0,1038.0,0.34971098265895956
237,0.1559633027522936,0.0,0.0,0.009174311926605505,0.009174311926605505,0.0,0.0,0.0,0.1926605504587156,0.0,0.0,0.0,0.009174311926605505,0.1651376146788991,0.03669724770642202,0.0,0.01834862385321101,0.009174311926605505,0.05504587155963303,0.0,0.0,0.0,0.1743119266055046,0.009174311926605505,0.0,0.01834862385321101,0.11926605504587157,0.0,0.0,0.01834862385321101,109.0,414.0,0.2632850241545894
240,0.02830188679245283,0.0,0.0,0.018867924528301886,0.0,0.0,0.009433962264150943,0.0,0.1792452830188679,0.0,0.0,0.009433962264150943,0.0,0.05660377358490566,0.03773584905660377,0.0,0.009433962264150943,0.0,0.03773584905660377,0.0,0.0,0.0,0.44339622641509435,0.02830188679245283,0.009433962264150943,0.0,0.12264150943396226,0.0,0.0,0.009433962264150943,106.0,343.0,0.30903790087463556
254,0.6568627450980392,0.0056022408963585435,0.0028011204481792717,0.008403361344537815,0.004201680672268907,0.0028011204481792717,0.0014005602240896359,0.0,0.05322128851540616,0.004201680672268907,0.0,0.0028011204481792717,0.004201680672268907,0.04481792717086835,0.025210084033613446,0.004201680672268907,0.0056022408963585435,0.0028011204481792717,0.00980392156862745,0.0014005602240896359,0.0,0.0,0.0896358543417367,0.014005602240896359,0.0,0.0014005602240896359,0.03221288515406162,0.0028011204481792717,0.0,0.0196078431372549,714.0,2394.0,0.2982456140350877
268,0.47058823529411764,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.23529411764705882,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,34.0,42.0,0.8095238095238095
