id,ГЕРБ-СДС,ИТН,БСП,ДПС,ДБ,МУТРИ ВЪН!,ВМРО,БНО,ВОЛЯ И НФСБ,ВЪЗР,не подкрепям никого,РЕПУБЛИКАНЦИ ЗА БГ,ДНК,АТАКА,АБВ,ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,КОД,ГЛАС НАРОДЕН,Партия на ЗЕЛЕНИТЕ,"НИЕ, ГРАЖДАНИТЕ ",БПЛ,МИР,ЗАЕДНО,ОБЩЕСТВО,БСДД,ПРЯКА ДЕМОКРАЦИЯ,БНС,Граждани от Протеста,ПРАВОТО,БОГ,НАЦИЯ,независими,невалидни,total_valid,total,eligible_voters,n_stations
72521,218,5,17,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,251.0,251.0,285,1
72549,364,22,49,433,4,6,7,2,15,1,6,0,1,1,2,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0.0,27,921.0,948.0,3015,3
72552,34,26,12,54,1,8,5,3,4,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,152.0,159.0,322,1
72566,51,22,27,3,5,2,54,0,14,3,2,1,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,5,192.0,197.0,271,1
72578,153,2,7,298,1,3,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,470.0,477.0,1028,1
72607,17,6,7,3,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,39.0,40.0,53,1
72610,12,1,2,149,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,169.0,169.0,525,1
72624,9076,7252,6226,936,2664,2010,1500,1035,1311,1114,498,499,220,151,143,218,78,127,47,63,25,48,28,32,39,47,29,35,27,19,3,0.0,806,35500.0,36306.0,82937,132
72638,7,1,17,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,30.0,40,1
72655,176,53,58,19,6,9,6,17,6,4,5,6,4,4,1,3,1,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0.0,12,385.0,397.0,680,1
72693,22,4,3,8,1,2,1,14,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,59.0,60.0,160,1
72709,401,328,175,35,73,50,66,32,82,26,20,5,4,4,4,5,0,3,0,0,1,0,2,0,1,6,1,0,3,1,1,0.0,36,1329.0,1365.0,2489,4
72713,43,9,21,0,6,3,0,2,1,1,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,96.0,103.0,179,1
72727,264,10,18,147,8,3,3,1,12,2,0,7,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,8,479.0,487.0,858,2
72730,4,0,2,28,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,37.0,41.0,161,1
72744,146,55,32,10,5,19,116,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,391.0,394.0,615,1
72758,33,2,18,1,0,6,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3,67.0,70.0,99,1
72761,814,458,483,110,87,114,69,22,76,45,26,56,13,16,5,8,1,4,4,3,0,0,2,2,4,4,5,1,0,2,0,0.0,69,2434.0,2503.0,4747,8
72775,29,15,34,3,3,1,32,0,1,5,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,11,145.0,156.0,266,1
72789,230,108,153,382,14,21,14,23,71,15,11,7,1,4,1,0,2,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0,26,1064.0,1090.0,2274,4
72792,5,1,2,90,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,103.0,109.0,457,1
72816,400,84,118,185,13,42,8,12,25,15,6,0,3,2,2,1,1,0,0,1,1,3,0,1,2,1,1,0,1,0,0,0.0,72,928.0,1000.0,2258,3
72824,26,6,26,4,3,23,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,2,96.0,98.0,155,1
72833,28,2,1,22,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,58.0,59.0,219,1
72850,44,21,19,1,7,5,3,1,12,2,2,90,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,210.0,225.0,401,1
72864,48,6,23,440,1,2,3,0,4,0,9,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,8,541.0,549.0,814,2
72881,43,39,32,0,3,10,5,1,4,0,4,0,1,3,32,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,3,181.0,184.0,370,1
72895,27,2,7,145,6,0,0,1,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,195.0,204.0,352,1
72919,30,9,20,7,4,0,0,0,2,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,80.0,83.0,123,1
72922,8,0,1,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,23.0,23.0,31,1
72940,285,42,26,33,3,3,14,6,7,1,2,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,12,436.0,448.0,659,2
72953,159,16,22,92,2,9,1,1,3,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,16,314.0,330.0,590,1
72970,19,19,39,30,3,2,5,1,2,2,0,1,0,1,1,14,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,3,143.0,146.0,228,1
73002,110,9,19,72,11,4,0,0,4,2,5,7,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,12,248.0,260.0,662,1
73016,43,19,80,11,0,5,2,3,0,3,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,16,174.0,190.0,310,1
73033,47,9,3,5,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,73.0,73.0,107,1
73047,21,6,52,2,4,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,96.0,100.0,188,1
73050,121,1,2,8,0,1,1,0,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,145.0,153.0,769,1
73078,29,3,16,226,2,0,1,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,18,285.0,303.0,690,1
73081,58,52,107,4,6,9,4,9,9,14,3,1,1,0,1,0,0,0,3,0,0,1,1,1,0,1,1,0,0,0,0,0.0,17,286.0,303.0,1080,2
73095,8,1,7,11,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2,32.0,34.0,85,1
73105,81,71,76,45,9,8,1,3,10,1,10,27,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,347.0,349.0,575,1
73119,94,95,46,15,5,6,5,4,2,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,16,281.0,297.0,576,1
73122,109,64,45,14,19,10,12,3,8,5,9,3,2,1,3,0,1,1,1,1,1,1,2,0,0,1,0,0,0,1,0,0.0,5,317.0,322.0,688,1
73136,22,2,5,237,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,269.0,280.0,578,2
73147,2,0,1,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,18.0,18.0,29,1
73167,32,2,6,4,1,2,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,54.0,55.0,78,1
73170,52,39,25,119,2,5,9,6,7,1,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,9,274.0,283.0,676,1
73198,2788,1843,1522,186,635,516,367,281,299,315,171,61,105,51,36,42,10,73,9,12,4,8,9,4,6,7,11,3,4,3,2,0.0,205,9383.0,9588.0,19162,41
73208,67,10,16,8,0,7,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,5,118.0,123.0,194,1
73211,232,17,76,70,2,6,4,3,8,3,1,2,0,0,1,0,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0.0,17,432.0,449.0,1060,2
73225,32,21,33,61,2,26,5,2,5,2,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0.0,9,203.0,212.0,388,1
73242,388,373,302,6,93,69,64,49,116,44,30,3,11,7,6,8,3,1,7,0,6,0,1,2,4,4,3,0,0,1,0,0.0,54,1601.0,1655.0,3270,4
73256,393,348,318,12,56,56,41,57,22,23,32,3,9,2,6,3,8,0,4,12,4,8,2,3,4,0,2,2,3,1,0,0.0,33,1434.0,1467.0,2573,4
73262,3,6,3,75,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,92.0,99.0,154,1
73273,429,159,206,23,19,43,67,25,27,10,42,3,7,7,6,4,2,2,6,1,0,0,0,2,2,1,2,2,1,2,0,0.0,73,1100.0,1173.0,2149,6
73287,87,1,6,560,1,3,2,2,8,0,10,4,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0.0,1,689.0,690.0,1095,2
73290,27,9,15,1,2,6,3,1,4,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,4,73.0,77.0,130,1
73300,23,3,13,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,48.0,50.0,73,1
73314,27,37,38,2,0,7,2,5,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,129.0,132.0,341,1
73328,26,5,17,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,56.0,61.0,116,1
73345,62,26,53,2,1,5,130,1,3,4,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,302.0,313.0,490,1
73359,413,398,262,22,39,43,83,21,45,22,22,39,5,12,2,5,2,2,2,2,0,0,1,4,2,0,4,0,0,0,0,0.0,39,1452.0,1491.0,3665,7
73362,103,38,154,88,2,13,3,0,12,7,5,3,5,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,12,443.0,455.0,1227,2
73376,5,1,46,8,1,2,0,1,2,1,1,13,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5,85.0,90.0,206,1
73388,77,21,47,0,6,8,3,2,11,2,4,3,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,6,190.0,196.0,298,1
73393,93,26,26,24,4,7,30,2,21,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0.0,17,242.0,259.0,440,1
73403,913,830,692,20,226,338,204,171,108,123,71,20,21,25,9,11,4,6,8,3,0,0,5,5,4,3,2,2,1,4,1,0.0,51,3830.0,3881.0,8357,14
73417,42,8,12,1,0,0,9,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4,78.0,82.0,125,1
73420,203,70,77,106,14,13,6,2,5,8,0,5,0,2,4,1,0,0,0,1,1,0,0,1,1,0,1,1,2,0,0,0.0,31,524.0,555.0,1010,2
73434,10,4,4,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4,28.0,32.0,68,1
73451,43,39,38,14,8,7,13,7,11,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,194.0,200.0,283,1
73479,49,3,13,1,3,0,3,2,2,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,83.0,83.0,119,1
73482,3,1,9,3,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,25.0,26.0,40,1
73496,617,654,673,759,119,197,209,58,54,106,45,32,25,21,8,12,1,4,4,7,3,1,3,3,2,3,3,3,2,2,1,0.0,120,3631.0,3751.0,8445,14
73506,47,26,29,3,2,4,6,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4,124.0,128.0,190,1
73519,100,25,6,169,4,0,6,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,10,318.0,328.0,732,1
73523,43,39,29,0,5,7,5,3,7,1,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,146.0,146.0,248,1
73537,70,2,9,243,0,3,2,0,0,0,0,0,1,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,19,337.0,356.0,356,1
73540,38,65,80,240,4,10,17,15,7,2,5,0,1,5,3,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,33,500.0,533.0,1076,2
73554,162,0,2,249,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,419.0,419.0,916,1
73571,136,58,68,31,9,34,7,15,26,15,5,3,2,1,2,0,0,0,0,3,1,0,3,0,1,2,1,0,0,3,1,0.0,23,427.0,450.0,929,2
73585,23,8,40,13,0,4,2,1,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,106.0,109.0,185,1
73599,12,5,2,69,0,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98.0,98.0,127,1
73609,4,1,6,6,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,22.0,22.0,55,1
73612,26,10,18,10,7,3,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,79.0,80.0,120,1
73626,3904,2786,2519,2616,726,570,469,342,349,329,231,1023,76,65,121,73,11,24,23,38,8,31,21,10,15,9,9,9,10,3,5,0.0,372,16425.0,16797.0,35597,51
73643,529,153,124,154,13,45,13,15,7,8,17,32,4,4,0,3,0,1,0,1,1,0,2,1,2,0,0,0,1,0,0,0.0,35,1130.0,1165.0,1889,3
73657,17,4,49,1,2,4,0,3,2,2,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,3,95.0,98.0,147,1
73660,223,112,95,66,11,20,7,9,9,3,3,48,2,4,1,4,0,2,0,0,3,0,2,2,1,0,1,0,0,0,0,0.0,23,628.0,651.0,1101,2
73674,68,24,34,84,13,7,7,3,2,0,2,3,2,2,1,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0.0,34,259.0,293.0,745,1
73688,22,26,60,277,1,6,5,2,3,4,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,19,414.0,433.0,793,1
73691,23,3,5,1,2,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,44.0,44.0,127,1
73701,12,0,7,158,1,2,0,0,2,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,11,189.0,200.0,521,1
73715,1,0,1,50,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,55.0,56.0,397,1
73729,7,1,16,153,0,1,1,1,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,187.0,191.0,383,1
73732,4,0,3,71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,80.0,81.0,250,1
73746,28,5,9,3,0,5,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,56.0,59.0,126,1
73763,10,8,9,1,1,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,37.0,38.0,65,1
73777,126,53,29,35,2,14,4,11,6,0,11,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,304.0,306.0,566,1
73780,7,1,3,0,1,2,1,0,2,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,25.0,27.0,37,1
73794,26,14,35,0,1,5,1,7,10,0,1,0,2,4,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,118.0,121.0,216,1
73804,24,1,3,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,92.0,95.0,420,1
73818,12,2,22,14,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,55.0,58.0,123,1
73821,210,4,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,224.0,227.0,267,1
73883,12,6,10,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,36.0,36.0,75,1
73897,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34.0,34.0,192,1
73924,47,7,23,14,6,2,0,3,3,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,112.0,117.0,152,1
75013,21,1,4,56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,84.0,86.0,123,1
75023,18,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,25.0,28.0,48,1
75037,13,3,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25.0,25.0,42,1
75054,446,169,170,12,25,34,14,15,18,5,13,0,2,1,1,5,2,1,1,1,4,0,0,0,3,0,0,0,1,0,2,0.0,164,945.0,1109.0,2050,4
75085,501,57,121,48,2,13,4,5,10,5,2,13,1,4,3,1,1,2,0,0,0,1,0,5,2,1,0,0,0,1,1,0.0,37,804.0,841.0,1308,2
75112,126,35,26,1,0,5,2,2,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,9,208.0,217.0,282,1
75143,39,13,13,1,0,4,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,3,81.0,84.0,124,1
75174,34,27,32,9,3,3,3,2,19,2,1,1,2,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,144.0,150.0,263,1
75188,171,118,116,204,21,24,7,31,25,13,18,4,1,8,73,1,1,0,0,2,3,1,0,0,1,4,0,1,0,0,1,0.0,26,849.0,875.0,2258,4
75191,186,58,82,19,7,18,8,5,8,2,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,19,405.0,424.0,811,2
75201,6,0,3,153,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,164.0,164.0,954,1
75246,37,22,16,1,13,3,4,3,1,2,6,3,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,118.0,119.0,201,1
76025,5,5,3,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,21.0,21.0,32,1
76039,62,10,34,3,5,8,13,0,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,11,144.0,155.0,278,1
76042,11,5,7,1,0,4,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,33.0,50.0,80,1
76056,22,4,15,9,0,1,17,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,71.0,77.0,77,1
76064,20,3,13,174,1,1,2,0,2,0,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,6,225.0,231.0,1012,1
76073,195,1,3,90,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,296.0,311.0,915,1
76087,60,16,21,1,4,1,1,0,3,3,0,1,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,118.0,121.0,227,1
76090,78,34,18,149,0,10,0,2,25,0,3,2,0,0,1,10,0,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0.0,24,339.0,363.0,521,1
76114,37,5,29,2,1,0,6,2,5,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,12,92.0,104.0,213,2
76145,64,14,23,9,18,1,7,8,0,0,0,9,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9,160.0,169.0,249,1
76159,47,3,12,279,1,0,0,1,4,0,5,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,5,364.0,369.0,1743,2
76162,64,7,15,234,1,0,3,2,4,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,14,336.0,350.0,538,1
76180,24,6,9,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,45.0,46.0,68,1
76193,54,14,12,14,1,5,19,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,4,127.0,131.0,180,1
76203,60,8,8,143,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,228.0,229.0,391,1
77013,95,46,61,2,5,8,6,3,6,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0,12,244.0,256.0,554,1
77027,58,61,55,474,1,8,3,6,8,7,8,4,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0.0,20,702.0,722.0,986,2
77030,96,29,18,8,1,62,2,3,7,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,14,233.0,247.0,479,1
77044,9,7,9,1,2,1,3,4,4,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,49.0,50.0,76,1
77058,736,188,205,10,24,74,36,28,20,10,9,34,3,6,5,9,4,2,2,1,0,1,0,2,5,0,1,0,1,0,1,1.0,34,1418.0,1452.0,2340,3
77061,154,73,54,91,8,9,12,3,9,4,0,0,4,2,0,0,1,0,0,0,2,0,0,1,1,1,0,0,2,1,0,0.0,18,432.0,450.0,910,2
77089,27,4,14,34,0,0,1,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,91.0,92.0,257,1
77092,12,0,2,136,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,155.0,160.0,659,1
77102,131,75,149,164,29,11,15,17,5,8,7,6,6,6,0,17,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,17,650.0,667.0,1179,4
77116,7,1,13,99,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,126.0,129.0,590,1
77150,42,38,56,2,4,16,1,0,12,6,1,6,0,1,24,20,1,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0.0,8,237.0,245.0,463,1
77181,2566,1274,1481,651,281,301,133,265,93,318,83,413,42,42,18,44,12,9,10,11,8,5,7,6,8,8,6,3,12,2,2,0.0,294,8114.0,8408.0,16603,23
77195,10284,5528,4609,3577,2563,2011,619,845,442,712,451,249,182,114,76,108,55,49,24,72,16,18,24,22,30,34,23,18,17,14,7,0.0,740,32793.0,33533.0,72722,118
77219,44,26,60,4,7,5,0,5,10,8,3,7,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8,184.0,192.0,333,1
77222,173,4,16,251,0,0,0,1,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,459.0,463.0,463,1
77246,67,40,42,1,28,14,11,13,2,6,8,12,5,1,1,2,1,2,2,1,0,1,0,0,1,1,0,0,2,0,0,0.0,4,264.0,268.0,455,1
77253,18,18,7,1,4,4,2,2,8,1,0,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,5,75.0,80.0,128,1
77270,551,689,632,42,174,202,269,133,207,118,63,42,37,21,51,9,6,21,4,2,3,6,7,4,1,6,5,6,2,0,1,0.0,100,3314.0,3414.0,6646,13
77284,7,2,23,23,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,60.0,60.0,173,1
77308,254,87,125,927,52,36,12,7,17,4,22,6,2,11,0,0,2,1,3,0,1,0,0,1,0,2,0,0,0,1,0,0.0,54,1573.0,1627.0,3652,6
77311,44,15,36,16,0,9,7,1,4,3,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,4,144.0,148.0,229,1
77325,48,31,40,13,0,12,3,3,62,5,3,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0.0,6,227.0,233.0,398,1
77342,63,30,81,4,1,2,3,2,3,2,1,6,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0.0,14,205.0,219.0,605,1
77356,56,16,31,1,7,3,2,5,8,4,4,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,143.0,145.0,249,1
77361,7,4,7,0,0,0,35,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,56.0,59.0,91,1
77373,73,58,57,0,17,22,34,19,11,6,7,3,2,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,24,316.0,340.0,582,1
77387,59,15,25,84,1,0,4,1,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,199.0,199.0,321,1
77390,6,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,19.0,20.0,55,1
