id,ГЕРБ-СДС,ПП,ДПС,ВЪЗР,БСП,ДБ,БВ,ИТН,не подкрепям никого,ИЗПРАВИ СЕ,ВМРО,ДНК,КСБ,АТАКА,РВО,ГЛАС НАРОДЕН,БСДД,ЕВРОЛЕВИЦА,КТБ,КОД,МИР,ПД,НДЕ,НФСБ,БТР,НП ИСИ,БНС,ПРАВОТО,БНО,независими,невалидни,total_valid,total,eligible_voters,n_stations
38145,68,33,22,17,46,4,11,10,5.0,1,1,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0.0,0.0,225.0,225.0,811.0,2
38159,27,13,101,9,42,0,3,8,4.0,3,0,2,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,218.0,218.0,671.0,2
38162,20,9,1,4,6,3,2,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,50.0,50.0,88.0,1
38176,27,13,364,3,4,3,1,0,1.0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,423.0,423.0,1355.0,2
38186,18,8,1,0,5,2,4,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0,42.0,47.0,75.0,1
38193,2,4,0,2,4,1,2,2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,19.0,28.0,1
38203,21,23,18,10,19,6,0,3,5.0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,113.0,113.0,317.0,1
38217,1,3,1,1,4,1,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,15.0,19.0,1
38220,35,9,216,0,3,2,0,1,3.0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,274.0,274.0,790.0,2
38248,29,16,9,3,1,1,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,62.0,62.0,196.0,1
38265,31,1,1,1,12,2,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,51.0,57.0,95.0,1
38279,18,17,2,7,62,4,3,0,1.0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5.0,118.0,123.0,158.0,2
38282,2,6,159,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,169.0,169.0,527.0,1
38296,13,3,6,1,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,2.0,38.0,40.0,51.0,1
38306,3,1,87,1,2,0,0,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,100.0,100.0,334.0,1
38317,31,1,13,0,9,2,4,2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,64.0,66.0,157.0,1
38323,6,0,51,0,1,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,60.0,65.0,124.0,1
38337,83,29,89,8,52,3,4,6,4.0,0,2,2,1,1,2,0,1,2,1,1,0,1,1,2,0,0,0,1,1,0.0,0.0,297.0,297.0,940.0,1
38340,7,1,1,3,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,19.0,28.0,1
38354,104,59,2,87,31,11,12,21,7.0,2,0,2,0,4,2,1,1,1,1,0,0,1,2,6,0,0,0,0,0,1.0,0.0,358.0,358.0,1083.0,1
38368,49,5,1,1,10,1,0,3,3.0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,79.0,80.0,166.0,1
38371,1,1,29,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.0,32.0,212.0,1
38385,49,23,2,21,38,3,10,3,6.0,1,1,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,167.0,167.0,502.0,1
38399,37,36,4,7,26,5,5,3,2.0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,132.0,132.0,583.0,1
38409,4,1,145,0,3,1,0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,159.0,159.0,772.0,1
38426,132,22,3,17,11,1,1,6,3.0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,203.0,203.0,644.0,1
38432,78,67,22,22,15,1,8,10,9.0,5,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0.0,0.0,247.0,247.0,742.0,1
38460,16,11,2,2,18,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,54.0,54.0,115.0,1
38474,39,31,4,18,22,4,6,4,2.0,4,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,145.0,145.0,516.0,1
38488,64,40,2,16,31,8,13,3,1.0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,185.0,185.0,402.0,1
38501,4,7,118,0,3,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,134.0,138.0,222.0,1
38529,71,52,2,26,26,8,8,6,9.0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0.0,2.0,220.0,222.0,610.0,2
38532,195,46,6,20,120,35,16,11,15.0,1,6,5,1,0,10,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.0,0.0,493.0,493.0,1091.0,2
38558,174,194,27,84,82,44,44,16,35.0,12,16,4,4,5,4,3,3,1,5,2,2,6,1,7,1,2,0,2,0,0.0,0.0,780.0,780.0,1820.0,3
38563,196,122,168,54,34,14,8,23,23.0,3,3,2,3,2,1,0,2,0,3,0,1,0,4,1,3,1,1,0,1,0.0,0.0,673.0,673.0,2240.0,3
38580,85,12,22,3,7,0,3,2,2.0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,140.0,140.0,319.0,1
38604,16,11,34,1,1,3,4,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,75.0,78.0,182.0,1
38618,4,7,88,3,5,1,1,0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,112.0,112.0,315.0,1
38635,12,4,2,2,18,4,1,1,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,47.0,49.0,94.0,1
38652,53,33,41,18,17,5,6,3,5.0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,190.0,190.0,498.0,1
38666,37,26,360,7,15,5,1,2,7.0,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,468.0,468.0,1845.0,3
38683,89,111,10,48,49,14,13,16,14.0,5,5,3,1,5,3,0,2,1,0,0,1,0,0,0,3,1,1,0,0,0.0,0.0,395.0,395.0,1431.0,2
38697,2,1,60,0,2,1,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,70.0,73.0,183.0,1
38707,5,7,76,1,2,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,95.0,97.0,91.0,1
38710,9,14,1,4,13,1,2,1,1.0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,53.0,57.0,97.0,1
38724,19,4,1,2,14,2,3,3,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,50.0,51.0,77.0,1
38769,0,3,108,2,1,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,117.0,121.0,205.0,1
38772,63,19,8,8,26,3,0,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,138.0,140.0,289.0,1
38804,54,13,1,3,3,0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,8.0,78.0,86.0,244.0,1
38830,15,10,2,4,13,4,4,1,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,60.0,62.0,183.0,1
38844,106,52,951,55,97,2,15,23,30.0,5,9,4,3,0,2,3,16,3,1,2,6,4,4,1,2,2,8,1,2,0.0,0.0,1409.0,1409.0,3584.0,4
38858,15,9,1,1,3,3,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,33.0,34.0,53.0,1
38861,16,7,3,1,5,1,0,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,38.0,38.0,50.0,1
38875,88,28,15,32,14,6,7,6,5.0,4,3,0,0,3,0,0,2,0,2,0,1,1,0,1,1,0,1,0,0,0.0,0.0,220.0,220.0,601.0,1
38889,5,1,62,1,1,0,1,0,2.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.0,76.0,315.0,1
38892,10,0,1,4,3,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,19.0,20.0,23.0,1
38902,833,326,10,204,177,107,268,59,116.0,19,12,9,10,6,5,4,2,8,1,3,5,5,2,2,0,4,2,1,1,0.0,0.0,2201.0,2201.0,5566.0,10
38916,374,140,1,99,100,37,53,23,50.0,4,11,10,0,4,3,2,1,1,2,1,3,2,1,0,0,2,2,1,1,0.0,0.0,928.0,928.0,2891.0,5
38933,10,3,2,1,2,2,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,21.0,36.0,1
38947,27,12,2,3,10,5,0,6,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,69.0,71.0,158.0,1
38950,90,75,148,50,34,4,24,19,14.0,2,3,0,2,1,1,1,1,3,3,3,0,1,2,0,1,1,2,1,0,0.0,0.0,486.0,486.0,1403.0,2
38978,1317,673,218,428,310,243,220,150,158.0,44,91,13,18,19,7,10,10,12,16,3,4,6,7,5,5,2,5,2,0,0.0,0.0,3996.0,3996.0,9521.0,13
38981,14,2,184,3,4,4,0,2,0.0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,217.0,217.0,797.0,2
38995,4,7,6,3,3,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,46.0,1
39030,602,225,32,107,91,24,26,26,36.0,10,5,4,2,3,3,0,7,11,5,2,5,2,0,6,4,4,1,1,0,0.0,0.0,1244.0,1244.0,4835.0,6
39044,14,18,3,6,18,3,0,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.0,69.0,98.0,1
39058,1,0,64,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,66.0,66.0,185.0,1
39061,24,6,5,5,37,3,5,3,2.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,94.0,95.0,205.0,1
39089,232,97,498,21,70,13,4,19,19.0,2,0,1,0,0,0,0,1,0,2,2,0,0,2,0,2,0,0,0,0,0.0,0.0,985.0,985.0,2711.0,3
39092,8,8,22,5,7,2,0,1,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,56.0,57.0,106.0,1
39102,48,28,0,14,28,5,14,5,6.0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,153.0,153.0,434.0,1
39116,225,100,30,54,101,15,24,44,14.0,8,1,1,4,2,1,3,3,6,3,0,1,2,3,1,8,2,0,0,0,0.0,3.0,656.0,659.0,1635.0,5
39127,17,17,4,4,17,2,2,2,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,70.0,177.0,1
39133,29,9,25,6,12,5,2,4,2.0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0.0,101.0,101.0,599.0,1
39147,47,18,1,7,33,23,1,3,3.0,3,0,0,0,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,7.0,149.0,156.0,291.0,1
39150,20,10,1,3,11,4,0,3,0.0,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,60.0,61.0,146.0,1
39164,71,60,5,40,30,13,16,17,13.0,1,1,1,1,1,3,0,1,0,2,0,0,0,8,0,0,0,0,0,0,0.0,0.0,284.0,284.0,911.0,2
39178,25,13,46,2,4,2,0,1,0.0,0,0,1,2,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0.0,0.0,103.0,103.0,507.0,1
39181,7,2,10,1,5,3,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,30.0,40.0,1
39195,6,2,18,5,8,2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,42.0,43.0,71.0,1
39205,66,19,1,10,22,3,1,3,7.0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0.0,5.0,142.0,147.0,239.0,1
39222,7,5,1,3,13,1,2,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,47.0,1
39236,52,22,1,11,38,1,4,7,2.0,1,5,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,151.0,151.0,571.0,1
39242,9,1,1,3,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0,25.0,28.0,1
39267,23,9,1,5,6,7,5,1,1.0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,62.0,65.0,90.0,1
39270,35,15,1108,9,7,1,2,1,12.0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,1197.0,1197.0,2034.0,3
39298,2,1,104,0,2,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,111.0,112.0,259.0,1
39325,18,4,1,3,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.0,29.0,28.0,1
39339,135,49,19,41,61,14,20,40,32.0,0,2,0,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,420.0,420.0,1488.0,3
39342,6,1,81,1,1,7,0,2,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,107.0,107.0,482.0,1
39356,1,2,0,6,18,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,27.0,27.0,26.0,1
39387,198,35,8,26,18,7,13,10,6.0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0.0,0.0,330.0,330.0,550.0,1
39390,45,14,402,9,2,1,0,0,7.0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,488.0,488.0,995.0,2
39400,5,12,59,5,7,1,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.0,93.0,244.0,1
39428,26,12,3,13,8,3,4,4,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,3.0,77.0,80.0,142.0,1
39431,50,17,7,4,8,1,2,2,3.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,4.0,100.0,104.0,311.0,1
39445,5,1,117,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,128.0,128.0,249.0,1
39459,53,42,0,37,26,3,30,8,3.0,1,5,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,218.0,218.0,627.0,1
39462,18,5,1,0,11,4,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,44.0,45.0,63.0,1
39483,46,10,28,8,15,2,0,2,3.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0.0,5.0,120.0,125.0,287.0,1
39493,42,12,0,22,13,6,5,1,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,108.0,110.0,218.0,1
39503,43,27,11,10,14,3,0,5,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.0,2.0,121.0,123.0,224.0,1
39517,5,3,0,6,2,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,19.0,36.0,1
39520,52,51,1,27,36,5,7,6,18.0,1,3,1,3,0,0,1,3,0,2,0,0,0,0,2,0,1,0,0,0,0.0,0.0,220.0,220.0,511.0,1
39534,18,7,1,8,9,4,3,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,57.0,58.0,165.0,1
39548,42,4,4,0,8,1,0,0,2.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,2.0,67.0,69.0,102.0,1
39551,21,4,0,2,4,1,3,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,37.0,37.0,53.0,1
39565,2,0,42,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,47.0,49.0,263.0,1
39579,35,24,4,18,25,8,11,4,3.0,2,0,0,2,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,143.0,143.0,550.0,1
39582,2,4,14,3,3,3,1,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,63.0,1
39596,18,4,94,0,1,1,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,122.0,123.0,219.0,1
39614,28,24,0,0,19,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6.0,74.0,80.0,130.0,1
39623,4,2,22,2,1,1,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.0,35.0,108.0,1
39637,3,6,2,2,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,20.0,20.0,41.0,1
39640,7,9,1,1,14,1,0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,3.0,37.0,40.0,32.0,1
39668,98,41,90,27,29,20,16,16,10.0,2,0,0,1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1,0,0.0,0.0,359.0,359.0,1218.0,2
39671,15,11,556,8,4,3,11,2,2.0,1,1,1,1,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0.0,2.0,624.0,626.0,1225.0,3
39699,12,2,0,0,46,1,0,1,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,65.0,65.0,71.0,1
39709,39,16,4,10,14,1,2,5,6.0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,104.0,106.0,103.0,1
39712,14,11,4,8,17,5,1,1,2.0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,71.0,71.0,240.0,1
39726,84,3,112,1,25,0,0,5,0.0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,237.0,237.0,329.0,1
39730,57,21,43,10,13,3,8,3,1.0,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.0,166.0,173.0,307.0,1
39743,123,24,252,7,12,2,2,2,9.0,0,1,1,2,0,1,0,4,0,1,0,1,1,0,2,2,1,0,0,0,0.0,0.0,450.0,450.0,810.0,2
39760,112,2,46,2,6,2,0,0,1.0,0,0,0,1,1,1,1,2,0,1,1,0,1,1,1,2,2,0,0,0,0.0,0.0,186.0,186.0,493.0,1
39788,89,36,0,5,14,1,2,2,0.0,2,6,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,6.0,163.0,169.0,313.0,1
39791,112,82,3,42,29,29,19,16,31.0,5,2,0,6,3,1,0,1,1,0,2,3,1,1,1,1,1,0,0,0,0.0,0.0,392.0,392.0,1155.0,2
39801,27,4,0,7,6,1,3,1,0.0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,53.0,53.0,64.0,1
39815,1,1,97,1,0,11,0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,114.0,114.0,420.0,1
39829,27,13,2,7,13,1,2,1,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,75.0,78.0,226.0,1
39832,12,9,82,9,16,1,0,2,2.0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,140.0,140.0,397.0,1
39846,251,112,126,76,138,16,23,27,48.0,8,25,4,2,11,6,1,3,0,3,2,1,0,1,0,1,0,0,0,1,0.0,0.0,886.0,886.0,2720.0,6
39863,61,33,33,6,18,3,11,7,3.0,1,1,1,2,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,187.0,187.0,745.0,1
39877,7,1,79,0,0,0,0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,91.0,91.0,321.0,1
39894,2,1,85,0,1,1,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0,5.0,94.0,99.0,267.0,1
39918,56,23,11,23,22,3,6,9,7.0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0.0,169.0,169.0,484.0,1
39921,483,330,247,188,163,52,82,64,78.0,9,5,6,5,4,14,3,3,4,5,2,2,8,6,7,0,2,3,1,4,0.0,0.0,1780.0,1780.0,7123.0,10
39935,29,18,1,2,5,1,0,3,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,64.0,65.0,102.0,1
39949,11,9,54,1,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,85.0,89.0,206.0,2
39952,4,0,66,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,73.0,74.0,273.0,1
39966,31,25,1,12,8,18,82,3,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,3.0,187.0,190.0,334.0,1
39970,258,256,1140,56,160,32,53,45,61.0,5,6,4,1,1,0,2,6,3,4,0,0,3,3,0,3,0,0,1,0,0.0,0.0,2103.0,2103.0,6911.0,14
39983,42,13,0,11,4,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.0,74.0,112.0,1
39997,23,0,1,1,4,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,38.0,1
40004,277,221,3,93,80,52,51,44,47.0,7,3,2,5,7,1,1,0,3,1,1,0,1,1,9,1,0,0,0,0,0.0,0.0,911.0,911.0,2464.0,4
40018,28,4,15,8,13,0,6,0,0.0,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,82.0,82.0,386.0,1
40021,32,13,1,9,20,3,1,2,4.0,0,2,1,1,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,0,0.0,0.0,96.0,96.0,423.0,1
40052,785,67,16,34,36,16,13,15,14.0,2,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0.0,0.0,1008.0,1008.0,1812.0,3
40066,35,6,1,4,8,1,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,59.0,59.0,61.0,1
40083,84,63,2,27,34,2,7,5,13.0,27,2,0,1,4,0,0,1,4,2,1,0,0,0,3,1,0,0,0,0,0.0,0.0,283.0,283.0,1550.0,2
40097,54,34,54,18,31,9,10,7,7.0,0,2,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,232.0,232.0,992.0,2
40124,86,22,7,21,84,6,9,5,1.0,0,2,2,1,0,0,0,2,1,0,1,0,1,2,4,0,0,0,0,1,0.0,0.0,258.0,258.0,634.0,1
40138,9,8,64,2,3,0,0,6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,95.0,96.0,209.0,1
40141,15,23,51,29,14,2,4,1,2.0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,148.0,148.0,401.0,1
40155,33,35,53,50,16,2,6,1,4.0,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0.0,0.0,210.0,210.0,665.0,1
40172,63,15,2,15,40,8,1,6,2.0,0,0,0,0,1,5,1,6,2,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,171.0,171.0,673.0,1
40195,58,27,6,17,52,4,6,13,6.0,2,1,1,1,0,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,203.0,203.0,756.0,2
40200,85,60,6,47,69,4,14,15,14.0,3,11,2,1,1,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0.0,0.0,339.0,339.0,1196.0,2
40213,65,35,131,22,51,7,7,10,16.0,11,1,1,2,0,0,2,5,1,2,1,0,0,0,0,0,0,0,1,1,0.0,0.0,372.0,372.0,1890.0,3
40227,13,17,1,9,6,9,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.0,59.0,66.0,1
40230,18,5,1,4,18,1,4,1,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,56.0,56.0,73.0,1
40258,3,0,24,0,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,31.0,32.0,45.0,1
