municipality_name,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,не подкрепям никого,невалидни,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА!,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,eligible_voters,region,region_name,n_stations,total,activity,nuts4
Макреш,137.0,54.0,39.0,50.0,121.0,19.0,7.0,15.0,15.0,22,1.0,0.0,4.0,5.0,24.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,982,5,05. ВИДИН,8,529.0,0.5386965376782077,VID25
Малко Търново,225.0,97.0,62.0,115.0,95.0,35.0,15.0,23.0,23.0,36,9.0,11.0,1.0,4.0,27.0,11.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,2412,2,02. БУРГАС,12,823.0,0.3412106135986733,BGS12
Марица,1570.0,229.0,585.0,1144.0,488.0,506.0,388.0,452.0,239.0,152,52.0,61.0,101.0,51.0,16.0,46.0,19.0,29.0,10.0,20.0,21.0,21.0,10.0,8.0,3.0,6.0,4.0,1.0,5.0,6.0,1.0,2.0,1.0,25773,17,17. ПЛОВДИВ област,41,6247.0,0.2423854421293602,PDV17
Медковец,393.0,381.0,34.0,90.0,83.0,35.0,23.0,36.0,15.0,67,5.0,14.0,4.0,5.0,1.0,2.0,40.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,2850,12,12. МОНТАНА,8,1264.0,0.4435087719298246,MON26
Мездра,1905.0,750.0,347.0,707.0,937.0,250.0,171.0,198.0,165.0,221,39.0,48.0,46.0,42.0,115.0,67.0,12.0,15.0,4.0,14.0,3.0,17.0,13.0,16.0,3.0,8.0,6.0,1.0,6.0,10.0,4.0,1.0,2.0,16485,6,06. ВРАЦА,44,6143.0,0.3726417955717319,VRC27
Мизия,545.0,273.0,190.0,204.0,170.0,97.0,47.0,71.0,72.0,88,12.0,12.0,22.0,25.0,9.0,4.0,5.0,4.0,7.0,5.0,3.0,4.0,4.0,12.0,0.0,2.0,11.0,4.0,1.0,2.0,0.0,2.0,0.0,5393,6,06. ВРАЦА,15,1907.0,0.35360652697941775,VRC28
Минерални бани,241.0,2408.0,70.0,155.0,101.0,40.0,49.0,20.0,42.0,92,5.0,10.0,5.0,3.0,4.0,1.0,8.0,1.0,11.0,0.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,2.0,6750,29,29. ХАСКОВО,19,3296.0,0.4882962962962963,HKV19
Мирково,120.0,5.0,44.0,92.0,46.0,30.0,13.0,24.0,28.0,12,58.0,11.0,11.0,0.0,1.0,6.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1684,26,26. СОФИЯ област,6,520.0,0.3087885985748218,SFO56
Момчилград,519.0,7215.0,164.0,96.0,125.0,154.0,32.0,40.0,99.0,251,6.0,6.0,19.0,5.0,5.0,25.0,8.0,9.0,3.0,3.0,8.0,5.0,1.0,3.0,1.0,2.0,3.0,15.0,2.0,6.0,4.0,5.0,0.0,30230,9,09. КЪРДЖАЛИ,62,8839.0,0.29239166391002314,KRZ21
Монтана,4117.0,1863.0,1284.0,2513.0,1017.0,956.0,606.0,505.0,462.0,358,189.0,221.0,232.0,135.0,100.0,197.0,59.0,44.0,42.0,51.0,22.0,10.0,26.0,25.0,64.0,15.0,28.0,10.0,21.0,14.0,16.0,6.0,5.0,44357,12,12. МОНТАНА,84,15213.0,0.3429672881394143,MON29
Мъглиж,1024.0,732.0,151.0,237.0,161.0,99.0,68.0,162.0,44.0,190,15.0,22.0,15.0,13.0,3.0,3.0,79.0,5.0,11.0,10.0,6.0,4.0,7.0,2.0,3.0,7.0,3.0,2.0,2.0,19.0,1.0,1.0,4.0,9596,27,27. СТАРА ЗАГОРА,16,3105.0,0.3235723218007503,SZR22
Невестино,147.0,67.0,50.0,109.0,130.0,39.0,12.0,10.0,12.0,25,4.0,10.0,4.0,25.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1540,10,10. КЮСТЕНДИЛ,19,668.0,0.43376623376623374,KNL31
Неделино,362.0,449.0,288.0,166.0,125.0,37.0,18.0,21.0,20.0,77,8.0,3.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,5.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,5139,22,22. СМОЛЯН,22,1612.0,0.3136797042226114,SML18
Несебър,1517.0,220.0,996.0,1279.0,385.0,411.0,511.0,266.0,189.0,140,123.0,81.0,66.0,36.0,58.0,63.0,20.0,23.0,28.0,25.0,9.0,12.0,10.0,5.0,9.0,9.0,2.0,5.0,2.0,7.0,5.0,5.0,5.0,20846,2,02. БУРГАС,37,6522.0,0.3128657776072148,BGS15
Никола Козлево,366.0,1671.0,235.0,56.0,116.0,13.0,8.0,20.0,17.0,157,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,8.0,2.0,4.0,1.0,1.0,10.0,1.0,8.0,1.0,0.0,0.0,3.0,2.0,6622,30,30. ШУМЕН,14,2722.0,0.4110540622168529,SHU21
Николаево,167.0,536.0,33.0,90.0,233.0,38.0,37.0,53.0,10.0,74,3.0,5.0,3.0,5.0,4.0,2.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,3407,27,27. СТАРА ЗАГОРА,7,1325.0,0.388905195186381,SZR38
Никопол,305.0,1389.0,119.0,230.0,352.0,116.0,52.0,42.0,69.0,91,16.0,32.0,59.0,59.0,12.0,8.0,12.0,7.0,4.0,7.0,5.0,4.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,7725,15,15. ПЛЕВЕН,19,3013.0,0.3900323624595469,PVN21
Нова Загора,2215.0,594.0,652.0,1244.0,603.0,453.0,313.0,481.0,173.0,247,51.0,140.0,61.0,55.0,33.0,29.0,8.0,32.0,19.0,22.0,14.0,13.0,22.0,10.0,10.0,12.0,3.0,6.0,10.0,12.0,6.0,1.0,2.0,31600,21,21. СЛИВЕН,63,7546.0,0.2387974683544304,SLV16
Нови пазар,545.0,1574.0,302.0,410.0,685.0,223.0,113.0,146.0,108.0,198,11.0,26.0,23.0,11.0,8.0,17.0,10.0,12.0,3.0,6.0,10.0,8.0,10.0,7.0,5.0,7.0,5.0,12.0,5.0,9.0,2.0,4.0,0.0,16044,30,30. ШУМЕН,36,4515.0,0.281413612565445,SHU22
Ново село,269.0,227.0,109.0,91.0,66.0,34.0,14.0,25.0,26.0,38,3.0,6.0,2.0,4.0,25.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2005,5,05. ВИДИН,8,967.0,0.4822942643391521,VID30
Омуртаг,448.0,4601.0,303.0,226.0,229.0,92.0,45.0,74.0,126.0,334,13.0,23.0,943.0,12.0,8.0,5.0,17.0,9.0,7.0,8.0,5.0,5.0,2.0,5.0,7.0,10.0,3.0,23.0,1.0,2.0,3.0,1.0,0.0,25024,28,28. ТЪРГОВИЩЕ,56,7590.0,0.30330882352941174,TGV22
Опака,167.0,1491.0,109.0,61.0,128.0,47.0,10.0,27.0,35.0,96,0.0,9.0,7.0,9.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,10.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,5642,28,28. ТЪРГОВИЩЕ,12,2239.0,0.3968450903934775,TGV23
Опан,209.0,187.0,43.0,119.0,179.0,33.0,28.0,27.0,12.0,47,2.0,8.0,13.0,5.0,7.0,5.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1958,27,27. СТАРА ЗАГОРА,13,943.0,0.4816138917262513,SZR23
Оряхово,795.0,533.0,124.0,336.0,280.0,117.0,67.0,117.0,72.0,82,20.0,26.0,44.0,12.0,6.0,8.0,4.0,6.0,5.0,0.0,4.0,5.0,4.0,13.0,1.0,6.0,0.0,5.0,6.0,2.0,3.0,1.0,1.0,8702,6,06. ВРАЦА,18,2705.0,0.3108480809009423,VRC31
Павел баня,462.0,2999.0,130.0,411.0,204.0,140.0,116.0,152.0,99.0,202,13.0,16.0,23.0,31.0,35.0,3.0,14.0,15.0,5.0,12.0,7.0,3.0,6.0,2.0,1.0,4.0,3.0,12.0,4.0,5.0,6.0,2.0,3.0,13440,27,27. СТАРА ЗАГОРА,23,5140.0,0.38244047619047616,SZR24
Павликени,1120.0,978.0,295.0,808.0,1002.0,293.0,296.0,178.0,153.0,227,61.0,56.0,34.0,73.0,24.0,22.0,68.0,14.0,6.0,21.0,6.0,10.0,9.0,5.0,3.0,7.0,6.0,0.0,2.0,12.0,4.0,1.0,1.0,19398,4,04. ВЕЛИКО ТЪРНОВО,42,5795.0,0.29874213836477986,VTR22
Пазарджик,6474.0,2293.0,3325.0,3937.0,2011.0,1686.0,1196.0,1112.0,714.0,621,367.0,265.0,571.0,213.0,124.0,201.0,57.0,89.0,59.0,67.0,71.0,44.0,80.0,56.0,35.0,24.0,72.0,16.0,23.0,27.0,22.0,17.0,10.0,99592,13,13. ПАЗАРДЖИК,151,25879.0,0.25985018877018234,PAZ19
Панагюрище,1937.0,97.0,627.0,945.0,649.0,401.0,285.0,255.0,142.0,198,49.0,61.0,82.0,30.0,35.0,24.0,12.0,23.0,7.0,14.0,16.0,27.0,15.0,5.0,3.0,3.0,9.0,3.0,4.0,3.0,3.0,1.0,2.0,20182,13,13. ПАЗАРДЖИК,27,5967.0,0.295659498563076,PAZ20
Перник,8825.0,297.0,2608.0,3859.0,1420.0,1654.0,1113.0,835.0,888.0,470,934.0,424.0,300.0,298.0,396.0,151.0,165.0,81.0,60.0,81.0,35.0,45.0,47.0,104.0,25.0,44.0,23.0,16.0,56.0,27.0,23.0,25.0,11.0,77413,14,14. ПЕРНИК,140,25340.0,0.32733520209783884,PER32
Перущица,238.0,20.0,107.0,131.0,184.0,39.0,52.0,45.0,27.0,39,13.0,14.0,5.0,6.0,2.0,4.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4109,17,17. ПЛОВДИВ област,6,942.0,0.2292528595765393,PDV40
Петрич,7405.0,1478.0,1352.0,1312.0,657.0,863.0,415.0,427.0,309.0,658,166.0,144.0,121.0,505.0,32.0,29.0,12.0,41.0,29.0,28.0,12.0,21.0,15.0,17.0,31.0,14.0,8.0,12.0,4.0,22.0,20.0,6.0,23.0,51963,1,01. БЛАГОЕВГРАД,92,16188.0,0.3115293574274003,BLG33
Пещера,2113.0,669.0,320.0,565.0,781.0,181.0,161.0,134.0,134.0,341,37.0,25.0,54.0,110.0,12.0,10.0,5.0,14.0,12.0,5.0,5.0,4.0,10.0,7.0,27.0,12.0,2.0,8.0,5.0,10.0,4.0,2.0,4.0,18388,13,13. ПАЗАРДЖИК,27,5783.0,0.31449858603437025,PAZ21
Пирдоп,490.0,181.0,184.0,284.0,142.0,127.0,95.0,72.0,78.0,47,21.0,25.0,38.0,19.0,9.0,41.0,6.0,3.0,37.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,6395,26,26. СОФИЯ област,14,1920.0,0.30023455824863177,SFO55
Плевен,7767.0,1931.0,4192.0,5496.0,2601.0,3938.0,1721.0,983.0,1080.0,619,606.0,614.0,538.0,549.0,268.0,273.0,93.0,74.0,59.0,73.0,60.0,337.0,63.0,33.0,48.0,46.0,66.0,24.0,30.0,19.0,23.0,3.0,21.0,115377,15,15. ПЛЕВЕН,167,34248.0,0.2968355911490158,PVN24
Пловдив,25385.0,3740.0,17845.0,14716.0,5589.0,6660.0,6171.0,3569.0,3282.0,2204,1718.0,1590.0,1007.0,1017.0,421.0,858.0,417.0,348.0,347.0,238.0,292.0,322.0,208.0,95.0,65.0,103.0,107.0,43.0,107.0,105.0,65.0,39.0,57.0,302088,16,16. ПЛОВДИВ град,472,98730.0,0.32682529594025583,PDV22
Полски Тръмбеш,535.0,863.0,179.0,351.0,766.0,166.0,96.0,93.0,59.0,154,11.0,21.0,14.0,16.0,14.0,13.0,6.0,11.0,5.0,4.0,2.0,5.0,3.0,7.0,1.0,2.0,5.0,4.0,6.0,3.0,3.0,4.0,1.0,11016,4,04. ВЕЛИКО ТЪРНОВО,23,3423.0,0.3107298474945534,VTR26
Поморие,1717.0,1235.0,672.0,875.0,379.0,402.0,546.0,200.0,190.0,204,79.0,52.0,59.0,32.0,37.0,72.0,23.0,13.0,34.0,14.0,15.0,7.0,10.0,8.0,4.0,7.0,7.0,22.0,5.0,8.0,12.0,1.0,1.0,23215,2,02. БУРГАС,52,6942.0,0.29903079905233687,BGS17
Попово,907.0,797.0,494.0,734.0,1442.0,340.0,300.0,192.0,147.0,150,26.0,72.0,24.0,25.0,29.0,29.0,10.0,17.0,13.0,17.0,9.0,7.0,11.0,15.0,2.0,4.0,16.0,7.0,7.0,31.0,5.0,2.0,3.0,23954,28,28. ТЪРГОВИЩЕ,50,5884.0,0.24563747182099024,TGV24
Пордим,407.0,205.0,65.0,160.0,147.0,75.0,47.0,34.0,39.0,92,4.0,11.0,7.0,47.0,60.0,1.0,3.0,3.0,2.0,3.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,4533,15,15. ПЛЕВЕН,10,1434.0,0.31634679020516215,PVN27
Правец,458.0,314.0,211.0,250.0,491.0,137.0,56.0,72.0,87.0,125,27.0,20.0,21.0,9.0,10.0,18.0,3.0,3.0,5.0,7.0,9.0,6.0,12.0,8.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,6073,26,26. СОФИЯ област,15,2385.0,0.39272188374773587,SFO34
Приморско,756.0,117.0,152.0,265.0,75.0,97.0,64.0,50.0,72.0,59,123.0,23.0,13.0,3.0,6.0,22.0,5.0,7.0,8.0,5.0,3.0,12.0,5.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,8.0,1.0,0.0,4878,2,02. БУРГАС,9,1962.0,0.4022140221402214,BGS27
Провадия,1698.0,970.0,345.0,703.0,429.0,251.0,179.0,193.0,111.0,286,21.0,49.0,36.0,48.0,151.0,10.0,5.0,20.0,11.0,14.0,13.0,10.0,2.0,4.0,2.0,7.0,4.0,7.0,4.0,5.0,10.0,0.0,0.0,18774,3,03. ВАРНА,46,5598.0,0.2981783317353787,VAR24
Първомай,1032.0,581.0,519.0,1018.0,623.0,292.0,260.0,244.0,137.0,149,113.0,48.0,62.0,24.0,44.0,67.0,5.0,14.0,7.0,14.0,14.0,10.0,7.0,5.0,4.0,8.0,4.0,8.0,6.0,13.0,2.0,1.0,1.0,22096,17,17. ПЛОВДИВ област,39,5336.0,0.24149167270094135,PDV23
Раднево,1110.0,424.0,334.0,1084.0,698.0,350.0,239.0,451.0,149.0,143,24.0,80.0,43.0,21.0,14.0,9.0,4.0,23.0,12.0,12.0,3.0,7.0,11.0,11.0,5.0,7.0,4.0,5.0,4.0,4.0,15.0,0.0,2.0,15135,27,27. СТАРА ЗАГОРА,38,5302.0,0.3503138420878758,SZR27
Радомир,1450.0,80.0,485.0,762.0,351.0,305.0,175.0,158.0,137.0,116,195.0,55.0,42.0,76.0,34.0,17.0,15.0,12.0,11.0,11.0,7.0,6.0,18.0,9.0,1.0,6.0,7.0,3.0,7.0,6.0,0.0,0.0,3.0,15693,14,14. ПЕРНИК,50,4560.0,0.29057541579047985,PER36
Разград,3076.0,2223.0,2847.0,1599.0,1163.0,560.0,513.0,299.0,407.0,390,48.0,104.0,65.0,95.0,33.0,35.0,15.0,44.0,28.0,16.0,22.0,23.0,11.0,7.0,6.0,12.0,9.0,6.0,10.0,18.0,7.0,0.0,4.0,50162,18,18. РАЗГРАД,71,13695.0,0.273015430006778,RAZ26
Разлог,2534.0,1442.0,722.0,700.0,753.0,413.0,172.0,157.0,230.0,315,47.0,60.0,143.0,224.0,33.0,18.0,17.0,29.0,45.0,16.0,8.0,12.0,15.0,11.0,21.0,11.0,26.0,6.0,7.0,9.0,3.0,2.0,6.0,16999,1,01. БЛАГОЕВГРАД,28,8207.0,0.48279310547679277,BLG37
Ракитово,1298.0,1467.0,104.0,283.0,269.0,85.0,64.0,102.0,68.0,199,20.0,14.0,87.0,6.0,2.0,6.0,5.0,10.0,4.0,9.0,2.0,1.0,2.0,1.0,10.0,5.0,3.0,12.0,3.0,14.0,2.0,0.0,5.0,11774,13,13. ПАЗАРДЖИК,17,4162.0,0.3534907423135723,PAZ24
Раковски,1662.0,25.0,356.0,630.0,496.0,196.0,192.0,277.0,140.0,188,38.0,29.0,20.0,10.0,5.0,16.0,9.0,11.0,11.0,13.0,3.0,8.0,12.0,8.0,2.0,7.0,6.0,6.0,3.0,3.0,4.0,2.0,1.0,21905,17,17. ПЛОВДИВ област,33,4389.0,0.20036521342159325,PDV25
Рила,240.0,136.0,63.0,65.0,68.0,37.0,12.0,22.0,28.0,21,9.0,9.0,10.0,9.0,2.0,5.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2281,10,10. КЮСТЕНДИЛ,8,753.0,0.3301183691363437,KNL38
Родопи,1974.0,343.0,949.0,1224.0,508.0,579.0,538.0,411.0,277.0,157,129.0,107.0,115.0,47.0,187.0,76.0,22.0,19.0,24.0,11.0,15.0,24.0,13.0,3.0,4.0,10.0,8.0,3.0,9.0,9.0,4.0,26.0,2.0,27821,17,17. ПЛОВДИВ област,57,7827.0,0.281334243916466,PDV26
Роман,429.0,610.0,121.0,146.0,289.0,54.0,86.0,44.0,46.0,87,11.0,8.0,5.0,35.0,18.0,3.0,2.0,6.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,7.0,2.0,0.0,5.0,2.0,0.0,1.0,4592,6,06. ВРАЦА,18,2043.0,0.444904181184669,VRC32
Рудозем,555.0,2426.0,304.0,158.0,117.0,183.0,38.0,61.0,126.0,125,4.0,15.0,17.0,50.0,7.0,7.0,6.0,12.0,6.0,3.0,3.0,6.0,2.0,3.0,2.0,8.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,8274,22,22. СМОЛЯН,26,4258.0,0.5146241237611796,SML27
Руен,475.0,11184.0,165.0,95.0,166.0,73.0,32.0,70.0,175.0,301,22.0,12.0,13.0,10.0,27.0,18.0,9.0,7.0,8.0,6.0,14.0,6.0,4.0,3.0,4.0,7.0,1.0,20.0,7.0,5.0,7.0,3.0,2.0,28541,2,02. БУРГАС,50,12951.0,0.45376826320030833,BGS18
Ружинци,503.0,353.0,47.0,97.0,65.0,43.0,22.0,34.0,25.0,84,9.0,18.0,2.0,4.0,9.0,2.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,2928,5,05. ВИДИН,13,1345.0,0.4593579234972678,VID33
Русе,8011.0,1724.0,6109.0,7188.0,3218.0,3689.0,2815.0,1430.0,1361.0,708,446.0,563.0,270.0,605.0,295.0,327.0,144.0,119.0,112.0,97.0,114.0,79.0,124.0,69.0,52.0,70.0,57.0,27.0,69.0,22.0,42.0,16.0,18.0,142125,19,19. РУСЕ,217,39990.0,0.28137203166226915,RSE27
Садово,504.0,41.0,229.0,364.0,518.0,160.0,108.0,123.0,60.0,87,24.0,58.0,39.0,29.0,8.0,52.0,5.0,13.0,4.0,7.0,2.0,1.0,7.0,2.0,1.0,1.0,5.0,2.0,4.0,6.0,8.0,2.0,0.0,12070,17,17. ПЛОВДИВ област,22,2474.0,0.20497100248550124,PDV28
Самоков,4140.0,793.0,850.0,1110.0,621.0,468.0,250.0,232.0,265.0,338,124.0,373.0,89.0,147.0,36.0,43.0,26.0,25.0,15.0,21.0,16.0,11.0,11.0,13.0,63.0,8.0,10.0,5.0,11.0,15.0,6.0,3.0,7.0,29898,26,26. СОФИЯ област,66,10145.0,0.3393203558766473,SFO39
Самуил,192.0,2794.0,151.0,39.0,27.0,34.0,9.0,19.0,23.0,104,3.0,3.0,2.0,4.0,1.0,4.0,0.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,0.0,8894,18,18. РАЗГРАД,25,3439.0,0.386665167528671,RAZ29
Сандански,2950.0,528.0,1474.0,1175.0,690.0,548.0,394.0,608.0,275.0,455,156.0,157.0,135.0,1801.0,29.0,35.0,12.0,28.0,22.0,14.0,22.0,32.0,20.0,22.0,14.0,20.0,6.0,6.0,0.0,4.0,9.0,0.0,5.0,34812,1,01. БЛАГОЕВГРАД,69,11646.0,0.3345398138572906,BLG40
Сапарева баня,1060.0,62.0,215.0,304.0,123.0,132.0,86.0,64.0,72.0,88,21.0,51.0,34.0,11.0,5.0,3.0,2.0,14.0,5.0,7.0,8.0,2.0,1.0,1.0,7.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,6167,10,10. КЮСТЕНДИЛ,10,2393.0,0.3880330792930112,KNL41
Сатовча,1255.0,4794.0,141.0,163.0,258.0,187.0,31.0,37.0,77.0,77,1.0,13.0,20.0,79.0,1.0,4.0,13.0,9.0,6.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,15134,1,01. БЛАГОЕВГРАД,26,7197.0,0.4755517378089071,BLG42
Свиленград,4136.0,379.0,493.0,936.0,473.0,387.0,292.0,236.0,142.0,304,39.0,50.0,49.0,21.0,22.0,23.0,58.0,31.0,20.0,13.0,9.0,17.0,16.0,33.0,9.0,11.0,7.0,5.0,8.0,6.0,3.0,2.0,10.0,18458,29,29. ХАСКОВО,44,8240.0,0.4464188969552498,HKV28
Свищов,2488.0,530.0,791.0,1421.0,773.0,572.0,462.0,237.0,261.0,220,124.0,89.0,61.0,88.0,50.0,34.0,19.0,22.0,16.0,18.0,32.0,12.0,12.0,7.0,11.0,12.0,23.0,16.0,9.0,15.0,7.0,1.0,4.0,27797,4,04. ВЕЛИКО ТЪРНОВО,52,8437.0,0.3035219628017412,VTR28
Своге,1315.0,1054.0,381.0,738.0,410.0,264.0,135.0,155.0,163.0,154,34.0,77.0,42.0,32.0,15.0,26.0,23.0,14.0,5.0,9.0,11.0,9.0,11.0,4.0,4.0,10.0,3.0,4.0,6.0,11.0,4.0,0.0,4.0,15344,26,26. СОФИЯ област,40,5127.0,0.3341371220020855,SFO43
Севлиево,2218.0,1243.0,748.0,1305.0,623.0,536.0,381.0,274.0,249.0,224,81.0,114.0,78.0,63.0,25.0,35.0,13.0,26.0,14.0,43.0,28.0,14.0,17.0,23.0,14.0,16.0,4.0,7.0,9.0,16.0,4.0,1.0,3.0,30235,7,07. ГАБРОВО,70,8449.0,0.27944435257152306,GAB29
Септември,1813.0,2550.0,358.0,779.0,576.0,211.0,155.0,302.0,147.0,361,34.0,46.0,126.0,43.0,12.0,23.0,13.0,15.0,6.0,13.0,12.0,8.0,12.0,5.0,5.0,9.0,5.0,17.0,26.0,11.0,5.0,1.0,2.0,20344,13,13. ПАЗАРДЖИК,30,7701.0,0.3785391270153362,PAZ29
Силистра,3686.0,1275.0,1787.0,2488.0,1306.0,996.0,829.0,394.0,446.0,413,92.0,258.0,91.0,167.0,117.0,97.0,10.0,72.0,26.0,32.0,28.0,14.0,25.0,19.0,98.0,17.0,11.0,14.0,12.0,13.0,21.0,2.0,5.0,46179,20,20. СИЛИСТРА,94,14861.0,0.32181294527815674,SLS31
Симеоновград,1428.0,265.0,104.0,219.0,163.0,58.0,44.0,94.0,29.0,179,3.0,12.0,13.0,5.0,10.0,10.0,1.0,8.0,9.0,7.0,2.0,1.0,2.0,5.0,4.0,0.0,3.0,3.0,3.0,6.0,2.0,1.0,2.0,6702,29,29. ХАСКОВО,16,2695.0,0.4021187705162638,HKV29
Симитли,5336.0,164.0,160.0,239.0,114.0,143.0,44.0,71.0,105.0,288,11.0,18.0,522.0,33.0,12.0,8.0,4.0,16.0,11.0,13.0,2.0,3.0,2.0,16.0,5.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,12243,1,01. БЛАГОЕВГРАД,29,7348.0,0.6001796945193172,BLG44
Ситово,196.0,1059.0,72.0,102.0,110.0,36.0,33.0,41.0,23.0,64,2.0,6.0,4.0,5.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,9.0,0.0,3.0,2.0,1.0,0.0,4902,20,20. СИЛИСТРА,14,1801.0,0.3674010607915137,SLS32
Сливен,7700.0,1080.0,3007.0,4147.0,2018.0,1664.0,1525.0,1025.0,673.0,908,478.0,986.0,174.0,595.0,146.0,151.0,47.0,91.0,87.0,71.0,45.0,58.0,97.0,24.0,160.0,43.0,29.0,18.0,37.0,30.0,23.0,6.0,9.0,107047,21,21. СЛИВЕН,186,27152.0,0.2536455949255934,SLV20
Сливница,775.0,77.0,282.0,317.0,122.0,164.0,75.0,69.0,84.0,44,30.0,43.0,27.0,22.0,4.0,15.0,7.0,6.0,4.0,7.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,0.0,2.0,6589,26,26. СОФИЯ област,17,2211.0,0.335559265442404,SFO45
Сливо поле,912.0,755.0,115.0,197.0,186.0,86.0,81.0,64.0,68.0,124,8.0,12.0,11.0,10.0,5.0,9.0,7.0,8.0,2.0,3.0,7.0,7.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,0.0,8.0,9672,19,19. РУСЕ,17,2707.0,0.27988006617038874,RSE33
Смолян,3514.0,1298.0,1487.0,1358.0,855.0,620.0,429.0,267.0,396.0,235,100.0,125.0,137.0,28.0,161.0,44.0,45.0,51.0,30.0,20.0,20.0,33.0,27.0,25.0,5.0,12.0,8.0,3.0,10.0,11.0,10.0,4.0,6.0,32678,22,22. СМОЛЯН,89,11374.0,0.3480629169471816,SML31
Смядово,499.0,78.0,109.0,182.0,93.0,64.0,55.0,36.0,39.0,83,4.0,10.0,2.0,4.0,5.0,5.0,1.0,13.0,4.0,2.0,2.0,0.0,3.0,6.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,5362,30,30. ШУМЕН,13,1317.0,0.24561730697500933,SHU25
Созопол,805.0,100.0,326.0,535.0,979.0,220.0,127.0,128.0,125.0,145,46.0,39.0,23.0,33.0,9.0,40.0,9.0,8.0,6.0,8.0,3.0,17.0,15.0,5.0,3.0,9.0,11.0,2.0,1.0,1.0,7.0,1.0,1.0,10834,2,02. БУРГАС,21,3787.0,0.34954772014029906,BGS21
